action,batch,corrected_action,narration_text,reasoning,round,scenario,status_main,status_secondary,timestamp_sec,video_uid
Essential Operation,1,,#C C presses the garlic with a knife,Core task involving manual dexterity and high hand activity.,r001,Cooking,Gold,,1023.2952509546634,7f9f75fd-a660-4635-8890-239c6ad82023
Essential Operation,1,,#C C removes the garlic peels,Core task involving manual dexterity and fine motor skills.,r001,Cooking,Gold,,1052.137360954663,7f9f75fd-a660-4635-8890-239c6ad82023
Object Transfer,1,,#C C picks a garlic,"Logistics step, picking up an object.",r001,Cooking,Gold,,1083.552710954663,7f9f75fd-a660-4635-8890-239c6ad82023
Object Transfer,1,,#C C places the garlic in the bowl,Logistics step involving placing an object.,r001,Cooking,Gold,,1227.5406509546633,7f9f75fd-a660-4635-8890-239c6ad82023
Object Transfer,1,,#C C places #unsure on the table,Logistics step of placing an object.,r001,Cooking,Gold,,1262.2207809546633,7f9f75fd-a660-4635-8890-239c6ad82023
Object Transfer,1,,#C C places the pot on a box,Logistics step involving placing an object.,r001,Cooking,Gold,,1284.0529409546632,7f9f75fd-a660-4635-8890-239c6ad82023
Object Transfer,1,,#C C picks the pot,Logistics/Setup step involving picking up an object.,r001,Cooking,Gold,,1291.0497709546632,7f9f75fd-a660-4635-8890-239c6ad82023
Essential Operation,1,,#C C pours water in the pot,Core task involving high hand activity.,r001,Cooking,Gold,,1359.8628409546632,7f9f75fd-a660-4635-8890-239c6ad82023
Stationary,1,Essential Operation,#C C starts the rice cooker,"Starting a device typically involves minimal movement, such as pressing a button.",r001,Cooking,Bad,,1369.6656809546632,7f9f75fd-a660-4635-8890-239c6ad82023
Object Transfer,1,,#C C places the lid on the table,Logistics step involving placing an object.,r001,Cooking,Gold,,1389.2301909546632,7f9f75fd-a660-4635-8890-239c6ad82023
Essential Operation,1,,#C C pours #unsure in the bowl,Core task involving high hand activity.,r001,Cooking,Gold,,1445.847380954663,7f9f75fd-a660-4635-8890-239c6ad82023
Object Transfer,1,,#C C picks chopsticks,Logistics step involving picking up objects.,r001,Cooking,Gold,,1535.3849409546633,7f9f75fd-a660-4635-8890-239c6ad82023
Essential Operation,1,,#C C touches cabbage leaves,Core task involving manual interaction with the cabbage leaves.,r001,Cooking,Gold,,1565.0117409546633,7f9f75fd-a660-4635-8890-239c6ad82023
Object Transfer,1,,#C C places the chopsticks on the bowl,"Logistics/Setup step, placing an object.",r001,Cooking,Gold,,1623.0808609546632,7f9f75fd-a660-4635-8890-239c6ad82023
Essential Operation,1,,#C C mixes #unsure,Core task involving high hand activity.,r001,Cooking,Gold,,1657.5724209546631,7f9f75fd-a660-4635-8890-239c6ad82023
Stationary,1,,#C C places hand on the pan,"Low body/hand motion, indicating a pause or holding position.",r001,Cooking,Gold,,1825.9899109546632,7f9f75fd-a660-4635-8890-239c6ad82023
Search,1,,#C C checks the pan,"Head movement (visual inspection), hands mostly still.",r001,Cooking,Gold,,1835.0119809546632,7f9f75fd-a660-4635-8890-239c6ad82023
Object Transfer,1,,#C C places the bowl on the table,Logistics step of placing an object.,r001,Cooking,Gold,,1891.545550954663,7f9f75fd-a660-4635-8890-239c6ad82023
Essential Operation,1,,#C C stirs cabbage,Core task involving high hand activity.,r001,Cooking,Gold,,1977.751780954663,7f9f75fd-a660-4635-8890-239c6ad82023
Object Transfer,1,,#C C places the pan on the cooker,"Logistics step, placing an object.",r001,Cooking,Gold,,2210.548900954664,7f9f75fd-a660-4635-8890-239c6ad82023
Object Transfer,1,,#C C drops water on the pan,Refined via regex fallback,r001,Cooking,Gold,,2301.398010954664,7f9f75fd-a660-4635-8890-239c6ad82023
Essential Operation,1,,#C C stirs food in the bowl,Core task involving repetitive hand movements.,r001,Cooking,Gold,,2458.2080909546635,7f9f75fd-a660-4635-8890-239c6ad82023
Essential Operation,1,,#C C fixes a wire on the fuse with a screwdriver.,Core manual task involving precise hand movements.,r001,Carpentry,Gold,,13.40453,8141fd19-b419-4f2c-a432-e2bb5fbad9b4
Object Transfer,1,,#C C drops fuses on the hand.,"[CtxFixed] The action involves deliberately placing the fuse package onto the hand, which fits the criteria for an Object Transfer.",r001,Carpentry,Gold,,64.16364,8141fd19-b419-4f2c-a432-e2bb5fbad9b4
Essential Operation,1,,#C C fixes wire on the fuse with a hand.,Core manual task involving high hand activity.,r001,Carpentry,Gold,,119.07489,8141fd19-b419-4f2c-a432-e2bb5fbad9b4
Object Transfer,1,,#C C picks up a fuse,"Logistics step, picking up an object.",r001,Carpentry,Gold,,175.67221,8141fd19-b419-4f2c-a432-e2bb5fbad9b4
Object Transfer,1,,#C C picks up a wire.,Logistics step involving picking up an object.,r001,Carpentry,Gold,,245.00271,8141fd19-b419-4f2c-a432-e2bb5fbad9b4
Object Transfer,1,,#C C picks up a plug from the floor.,Logistics step involving picking up an object.,r001,Carpentry,Gold,,279.13147,8141fd19-b419-4f2c-a432-e2bb5fbad9b4
Object Transfer,1,,#C C picks up a broom.,Logistics step involving picking up an object.,r001,Carpentry,Gold,,281.72758,8141fd19-b419-4f2c-a432-e2bb5fbad9b4
Object Transfer,1,,#C C picks switch from the hand,"Logistics step, picking up an object.",r001,Carpentry,Gold,,307.82408,8141fd19-b419-4f2c-a432-e2bb5fbad9b4
Object Transfer,1,,#C C places cable in the switch,Logistics step involving placing an object.,r001,Carpentry,Gold,,409.9996,8141fd19-b419-4f2c-a432-e2bb5fbad9b4
Stationary,1,,#C C holds paper with both hands,"Low body/hand motion, holding an object without movement.",r001,Carpentry,Gold,,533.8623446666667,8141fd19-b419-4f2c-a432-e2bb5fbad9b4
Essential Operation,1,,#C C opens a screw on the plug with a screwdriver.,Core manual task involving high hand activity with a screwdriver.,r001,Carpentry,Gold,,688.1263766666666,8141fd19-b419-4f2c-a432-e2bb5fbad9b4
Essential Operation,1,,#C C fixes a screw on the socket with a screwdriver.,Core manual task involving high hand activity.,r001,Carpentry,Gold,,751.4129466666667,8141fd19-b419-4f2c-a432-e2bb5fbad9b4
Object Transfer,1,,#C C picks a pliers form the pocket,Logistics step involving picking up an object.,r001,Carpentry,Gold,,792.5102966666667,8141fd19-b419-4f2c-a432-e2bb5fbad9b4
Essential Operation,1,,#C C fixes the socket with a screwdriver.,Core manual task involving precise hand movements.,r001,Carpentry,Gold,,799.5916766666667,8141fd19-b419-4f2c-a432-e2bb5fbad9b4
Essential Operation,1,,#C C fixes a plug in the socket.,Core task involving manual dexterity and fine motor skills.,r001,Carpentry,Gold,,987.9396466666668,8141fd19-b419-4f2c-a432-e2bb5fbad9b4
Essential Operation,1,,#C C ties a plug screw with a screwdriver.,Core manual task involving hand activity with a tool.,r001,Carpentry,Gold,,1051.3800866666666,8141fd19-b419-4f2c-a432-e2bb5fbad9b4
Object Transfer,1,,#C C places switches on other hand,"Logistics step, moving an object (switch) to the other hand.",r001,Carpentry,Gold,,1121.0700833333333,8141fd19-b419-4f2c-a432-e2bb5fbad9b4
Essential Operation,1,,#C C inserts switch to the wall,Core task involving high hand activity and focused manipulation.,r001,Carpentry,Gold,,1122.8758533333337,8141fd19-b419-4f2c-a432-e2bb5fbad9b4
Stationary,1,,#C C adjusts camera with hand,Adjusting camera with hand suggests minimal body movement and low energy activity.,r001,Carpentry,Gold,,1129.879863333333,8141fd19-b419-4f2c-a432-e2bb5fbad9b4
Object Transfer,1,,#C C places screw driver on other hand,"Logistics step, moving the screwdriver to the other hand.",r001,Carpentry,Gold,,1156.8387333333333,8141fd19-b419-4f2c-a432-e2bb5fbad9b4
Essential Operation,1,,#C C inserts cable to the switch,Core task involving fine motor skills and high hand activity.,r001,Carpentry,Gold,,1181.5996133333333,8141fd19-b419-4f2c-a432-e2bb5fbad9b4
Stationary,1,Essential Operation,#C C adjusts switch in the wall,Adjusting a switch typically involves minimal body movement and is a stationary action.,r001,Carpentry,Bad,,1248.083843333333,8141fd19-b419-4f2c-a432-e2bb5fbad9b4
Essential Operation,1,,#C C adjusts cable in the socket,Core manual task involving fine motor skills.,r001,Carpentry,Gold,,1277.9096133333333,8141fd19-b419-4f2c-a432-e2bb5fbad9b4
Object Transfer,1,,#C C picks # #unsure from the floor,Logistics step of picking up an object.,r001,Carpentry,Gold,,1361.0989533333334,8141fd19-b419-4f2c-a432-e2bb5fbad9b4
Essential Operation,1,,#C C fixes a wire on the plug with his hands.,Core manual task involving high hand activity.,r001,Carpentry,Gold,,1649.46023,8141fd19-b419-4f2c-a432-e2bb5fbad9b4
Essential Operation,1,,#C C ties a screw on the plug with a screwdriver.,Core task involving high hand activity with a tool.,r001,Carpentry,Gold,,1660.54425,8141fd19-b419-4f2c-a432-e2bb5fbad9b4
Stationary,1,,#C C dos # #unsure,"Unclear action, likely low energy state.",r001,Carpentry,,Delete Row,1911.02154,8141fd19-b419-4f2c-a432-e2bb5fbad9b4
Stationary,1,,#C C does # #unsure with hand,"Unclear action, likely low energy and stationary.",r001,Carpentry,,Delete Row,1922.57458,8141fd19-b419-4f2c-a432-e2bb5fbad9b4
Stationary,1,Essential Operation,#C C joins cables together under a table in a room.,"The action involves a detailed task that likely requires precision and stability, indicating low body and hand motion.",r001,Carpentry,Bad,,531.1076952666667,85e88c3e-e332-4287-87e2-b93b50880bc7
Essential Operation,1,,#C C screws the cable clips on the cable with the screwdriver.,Core manual task involving high hand activity.,r001,Carpentry,Gold,,675.7796952666667,85e88c3e-e332-4287-87e2-b93b50880bc7
Essential Operation,1,,#C C twists the cables under the table with his hands.,Core task involving high hand activity.,r001,Carpentry,Gold,,681.3127952666667,85e88c3e-e332-4287-87e2-b93b50880bc7
Object Transfer,1,,#C C picks another cable clip from the floor.,Logistics step involving picking up an object.,r001,Carpentry,Gold,,696.2182752666668,85e88c3e-e332-4287-87e2-b93b50880bc7
Locomotion,1,,#C C gets up from under the table.,"Body movement to change position, involves standing up.",r001,Carpentry,Gold,,732.9958552666667,85e88c3e-e332-4287-87e2-b93b50880bc7
Object Transfer,1,,#C C moves cables and switch box on the table.,"The action involves moving objects (cables and switch box) on a table, which is a logistics step.",r001,Carpentry,Gold,,741.3848352666668,85e88c3e-e332-4287-87e2-b93b50880bc7
Object Transfer,1,,#C C drops the level plumb on the table.,Refined via regex fallback,r001,Carpentry,Gold,,786.6966952666668,85e88c3e-e332-4287-87e2-b93b50880bc7
Essential Operation,1,,#C C sets the screw on the screw bit.,Setting the screw involves a core manual task with high hand activity.,r001,Carpentry,Gold,,975.5373152666668,85e88c3e-e332-4287-87e2-b93b50880bc7
Essential Operation,1,,#C C makes a hole in the switch box and table with the driller.,Core task involving manual operation with high hand activity.,r001,Carpentry,Gold,,1041.970375266667,85e88c3e-e332-4287-87e2-b93b50880bc7
Stationary,1,Essential Operation,#C C blows air with his mouth on the table.,"Low body/hand motion, primarily involves breathing.",r001,Carpentry,Bad,,1104.4633442879967,85e88c3e-e332-4287-87e2-b93b50880bc7
Object Transfer,1,Essential Operation,#C C pours dirt from the switch box into the waste bin.,Logistics of moving dirt from one container to another.,r001,Carpentry,Bad,,1109.0005042879968,85e88c3e-e332-4287-87e2-b93b50880bc7
Locomotion,1,,#C C walks to a corner of the room.,Body moving through space (walking).,r001,Carpentry,Gold,,1192.2062742879968,85e88c3e-e332-4287-87e2-b93b50880bc7
Locomotion,1,Object Transfer,#C C moves the cable hider on the table.,Body moving through space to place the cable hider on the table.,r001,Carpentry,Bad,,1268.7292542879968,85e88c3e-e332-4287-87e2-b93b50880bc7
Object Transfer,1,,#C C picks a ruler from the table.,Logistics step involving picking up an object.,r001,Carpentry,Gold,,1307.0487042879968,85e88c3e-e332-4287-87e2-b93b50880bc7
Object Transfer,1,Essential Operation,#C C unfolds the ruler.,"The action involves picking up or unfolding an object, which is a logistics step.",r001,Carpentry,Bad,,1310.3133042879967,85e88c3e-e332-4287-87e2-b93b50880bc7
Search,1,Essential Operation,#C C measures under the table with the ruler.,Visual search or monitoring (looking for specific measurements).,r001,Carpentry,Bad,,1315.5359242879967,85e88c3e-e332-4287-87e2-b93b50880bc7
Essential Operation,1,,#C C marks the cable hider with the pen.,Core task involving precise hand movements.,r001,Carpentry,Gold,,1335.651494287997,85e88c3e-e332-4287-87e2-b93b50880bc7
Object Transfer,1,,#C C picks a cutter from the floor.,Logistics step involving picking up an object.,r001,Carpentry,Gold,,1399.6220142879968,85e88c3e-e332-4287-87e2-b93b50880bc7
Essential Operation,1,,#C C cuts the cable hider with the cutter.,Core task involving high hand activity.,r001,Carpentry,Gold,,1404.2054142879967,85e88c3e-e332-4287-87e2-b93b50880bc7
Essential Operation,1,,#C C fixes the screw in the driller.,Core task involving high hand activity.,r001,Carpentry,Gold,,1538.5449742879969,85e88c3e-e332-4287-87e2-b93b50880bc7
Object Transfer,1,,#C C the driller from the floor.,"Logistics step, picking up an object.",r001,Carpentry,Gold,,1604.1157089546634,85e88c3e-e332-4287-87e2-b93b50880bc7
Object Transfer,1,Essential Operation,#C C pours the waste wires in a waste bin.,"Logistics step, moving an object to a destination.",r001,Carpentry,Bad,,1651.8265209546637,85e88c3e-e332-4287-87e2-b93b50880bc7
Object Transfer,1,,# C c puts iron box on table,Logistics step involving picking up and placing an object.,r001,Cleaning,Gold,,23.3754786,8762cf76-5526-43a2-b825-a0c396494c87
Stationary,1,Essential Operation,# C c folds the clothe,"Low energy activity, likely involves holding the cloth and folding it without significant movement.",r001,Cleaning,Bad,,93.0429686,8762cf76-5526-43a2-b825-a0c396494c87
Essential Operation,1,,# C c irons clothe,Core task involving manual operation with high hand activity.,r001,Cleaning,Gold,,290.05407923261976,8762cf76-5526-43a2-b825-a0c396494c87
Object Transfer,1,,# C c picks the clothe,Logistics step involving picking up an object.,r001,Cleaning,Gold,,331.55169923261974,8762cf76-5526-43a2-b825-a0c396494c87
Object Transfer,1,,# C c puts the clothe on table,Logistics step involving placing the cloth on the table.,r001,Cleaning,Gold,,334.73680923261975,8762cf76-5526-43a2-b825-a0c396494c87
Object Transfer,1,,# C c picks the iron box,Logistics step of picking up the iron box.,r001,Cleaning,Gold,,563.8416576136719,8762cf76-5526-43a2-b825-a0c396494c87
Essential Operation,1,Object Transfer,# C c picks clothe,"Core task, likely involves high hand activity.",r001,Cleaning,Bad,,890.9209216517579,8762cf76-5526-43a2-b825-a0c396494c87
Essential Operation,1,,#C C smoothens the balcony railing with the sand paper,Core manual task involving high hand activity.,r001,Mechanical Repair,Gold,,13.97809,8922d2ba-9a4e-415e-9717-b9a085c153c7
Essential Operation,1,,#C C adjusts the sand paper with both hands,Core manual task involving high hand activity.,r001,Mechanical Repair,Gold,,19.193,8922d2ba-9a4e-415e-9717-b9a085c153c7
Locomotion,1,Object Transfer,#C C moves the staring wheel,Body moving through space to manipulate the steering wheel.,r001,Mechanical Repair,Bad,,155.02842859999998,89bfb598-cd71-4c27-82a6-829c090ed587
Stationary,1,,#O Person A holds the phone,"Low body/hand motion, holding an object without moving.",r001,Mechanical Repair,Gold,,256.95676860000003,89bfb598-cd71-4c27-82a6-829c090ed587
Stationary,1,,#C C puts is right hand on the steering wheel,"Low body/hand motion, indicates a preparatory or holding position.",r001,Mechanical Repair,Gold,,431.1996586552782,89bfb598-cd71-4c27-82a6-829c090ed587
Essential Operation,1,,#C C moves the steering wheel with his right hand,Core manual task involving high hand activity.,r001,Mechanical Repair,Gold,,597.0130052194662,89bfb598-cd71-4c27-82a6-829c090ed587
Essential Operation,1,,#C C hits the brush in the bowl with his right hand.,Core manual task involving high hand activity.,r001,Mechanical Repair,Gold,,14.3999996,8e23dc43-7025-4548-a2bd-0f7d85631602
Object Transfer,1,,#C C drops the chain wheel on the table with his left hand.,Refined via regex fallback,r001,Mechanical Repair,Gold,,68.71980959999999,8e23dc43-7025-4548-a2bd-0f7d85631602
Essential Operation,1,,#C C cleans the crank arm with the brush in his right hand.,Core manual task involving high hand activity.,r001,Mechanical Repair,Gold,,82.03906959999999,8e23dc43-7025-4548-a2bd-0f7d85631602
Essential Operation,1,,#C C cleans the crank arm with his left hand.,Core task involving manual cleaning activity.,r001,Mechanical Repair,Gold,,96.3819996,8e23dc43-7025-4548-a2bd-0f7d85631602
Object Transfer,1,Essential Operation,#C C dips the brush in the bowl of water with his right hand.,Short bursts of hand activity involved in picking up and dipping the brush.,r001,Mechanical Repair,Bad,,186.7149996,8e23dc43-7025-4548-a2bd-0f7d85631602
Essential Operation,1,,#C C cleans the bike with the brush in his right hand.,Core manual task involving high hand activity.,r001,Mechanical Repair,Gold,,200.5556796,8e23dc43-7025-4548-a2bd-0f7d85631602
Object Transfer,1,,#C C takes a rag from a shelf with his left hand.,"Logistics step, picking up an object.",r001,Mechanical Repair,Gold,,269.5128796,8e23dc43-7025-4548-a2bd-0f7d85631602
Object Transfer,1,,#C C passes the cloth from his right hand to his left hand.,Passing the cloth involves the logistics of moving an object between hands.,r001,Mechanical Repair,Gold,,312.7489909546634,8e23dc43-7025-4548-a2bd-0f7d85631602
Essential Operation,1,,#C C cleans the bicycle with the cloth in his left hand.,Core manual task with high hand activity.,r001,Mechanical Repair,Gold,,313.4760909546634,8e23dc43-7025-4548-a2bd-0f7d85631602
Essential Operation,1,,#C C cleans the bicycle pedal with his right hand.,Core manual task involving high hand activity.,r001,Mechanical Repair,Gold,,378.0437909546634,8e23dc43-7025-4548-a2bd-0f7d85631602
Object Transfer,1,,#C C drops the sealed bearing in his right hand on the table.,Refined via regex fallback,r001,Mechanical Repair,Gold,,389.0515309546634,8e23dc43-7025-4548-a2bd-0f7d85631602
Object Transfer,1,,#C C lifts the bicycle pedal in his left hand from the table.,"Action involves picking up an object, indicating a logistics step.",r001,Mechanical Repair,Gold,,394.03405095466337,8e23dc43-7025-4548-a2bd-0f7d85631602
Essential Operation,1,,#C C cleans the bicycle pedal on the table with the cloth in his left hand.,Cleaning involves a core manual task with high hand activity.,r001,Mechanical Repair,Gold,,412.2827209546634,8e23dc43-7025-4548-a2bd-0f7d85631602
Object Transfer,1,,#C C passes the brush from his left hand to his right hand.,Transfer of an object (the brush) from one hand to another.,r001,Mechanical Repair,Gold,,437.45494095466336,8e23dc43-7025-4548-a2bd-0f7d85631602
Object Transfer,1,,#C C transfers the scraper in his left hand to his right hand,The action involves moving an object between hands.,r001,Mechanical Repair,Gold,,67.15864959999999,919492eb-9aa4-4a82-a2ba-4640d0ea316d
Essential Operation,1,,#C C scrapes the wooden pillar with the scraper in his right hand,Core manual task involving high hand activity.,r001,Mechanical Repair,Gold,,68.9213596,919492eb-9aa4-4a82-a2ba-4640d0ea316d
Stationary,1,,#C C raises right hand up.,"The action describes a single hand movement which is not indicative of continuous motion or task execution, suggesting a pause or preparatory action.",r001,Mechanical Repair,Gold,,28.00406,9567030a-6a75-45b2-80c2-9af812271e7c
Object Transfer,1,,#C C picks up the spanner.,Logistics step of picking up an object.,r001,Mechanical Repair,Gold,,127.16444,9567030a-6a75-45b2-80c2-9af812271e7c
Object Transfer,1,,#C C moves an object on the motorcycle stand.,"Moving an object, likely involves picking up and placing down.",r001,Mechanical Repair,Gold,,246.86584,9567030a-6a75-45b2-80c2-9af812271e7c
Essential Operation,1,,#C C adjusts the screw with his right hand. #Unsure,Core manual task involving precise hand movement.,r001,Mechanical Repair,Gold,,263.78587,9567030a-6a75-45b2-80c2-9af812271e7c
Essential Operation,1,,#C C removes the screw from the engine. #Unsure,Core manual task involving fine motor skills.,r001,Mechanical Repair,Gold,,266.85604,9567030a-6a75-45b2-80c2-9af812271e7c
Object Transfer,1,Essential Operation,#C C inserts the shaft in the motorcycle. #unsure,This action involves the logistics of placing an object (the shaft) into a specific location (the motorcycle).,r001,Mechanical Repair,Bad,,318.24523,9567030a-6a75-45b2-80c2-9af812271e7c
Essential Operation,1,,#C C uses the screwdriver.,Core manual task involving high hand activity.,r001,Mechanical Repair,Gold,,453.87105,9567030a-6a75-45b2-80c2-9af812271e7c
Stationary,1,,# C C touches steering wheel with both hands,"The action described involves touching the steering wheel with both hands, which indicates a momentary pause or stationary action rather than movement through space.",r001,Walking Outdoors,Gold,,22.395185266666665,98a6780f-60c2-452f-8862-3f5265e4f629
Object Transfer,1,,#C C Pulls out car keys .,"Action involves picking up or taking an object, resulting in short bursts of hand acceleration.",r001,Walking Outdoors,Gold,,435.93778526666665,98a6780f-60c2-452f-8862-3f5265e4f629
Locomotion,1,,#C C Walks in a home.,"Body moving through space, indicative of walking.",r001,Walking Outdoors,Gold,,524.6782752666667,98a6780f-60c2-452f-8862-3f5265e4f629
Object Transfer,1,,#C C puts down the board,The action involves placing an object (the board) in a specific location.,r001,Walking Outdoors,Gold,,557.4372152666667,98a6780f-60c2-452f-8862-3f5265e4f629
Locomotion,1,,#C C walks away from the countertop,"Body moving through space, indicative of walking.",r001,Walking Outdoors,Gold,,567.1045652666667,98a6780f-60c2-452f-8862-3f5265e4f629
Essential Operation,1,,#C C rinses the bottle cap,"Core manual task, high hand activity.",r001,Walking Outdoors,Gold,,812.1195652666667,98a6780f-60c2-452f-8862-3f5265e4f629
Object Transfer,1,,#C C picks a wooden spatula,"The action involves picking up an object, which is a logistics step.",r001,Walking Outdoors,Gold,,826.6663552666668,98a6780f-60c2-452f-8862-3f5265e4f629
Object Transfer,1,,#C C drops the sponge scrub on the kitchen sink,"[CtxFixed] The action of dropping the sponge scrub onto the kitchen sink indicates a deliberate placement of the object, which fits the criteria for 'Object Transfer'.",r001,Walking Outdoors,Gold,,923.4136152666669,98a6780f-60c2-452f-8862-3f5265e4f629
Essential Operation,1,,#C C rinses glass container,Core task involving manual activity with hands.,r001,Walking Outdoors,Gold,,924.9202052666668,98a6780f-60c2-452f-8862-3f5265e4f629
Search,1,,#C C looks around the kitchen sink,"Head movement (visual search), hands mostly still.",r001,Walking Outdoors,Gold,,958.6729052666668,98a6780f-60c2-452f-8862-3f5265e4f629
Object Transfer,1,,#C C puts down cards,Logistics step of putting down objects.,r001,Playing Instrument,Gold,,17.4899886,99fa0600-e9a0-46bb-bb9c-15db7e3e7214
Stationary,1,Essential Operation,#O person X stretches the clothing,"The action involves stretching clothing, which is a low-energy activity.",r001,Playing Instrument,Bad,,27.2380986,99fa0600-e9a0-46bb-bb9c-15db7e3e7214
Stationary,1,,#O person X speaks to C,"Low body/hand motion, speaking activity.",r001,Playing Instrument,Gold,,48.6767386,99fa0600-e9a0-46bb-bb9c-15db7e3e7214
Stationary,1,,#O person X points to a card,Pointing to a card involves minimal body movement.,r001,Playing Instrument,Gold,,56.3079686,99fa0600-e9a0-46bb-bb9c-15db7e3e7214
Object Transfer,1,,#O person X puts down card,Logistics/Setup step (putting down an object).,r001,Playing Instrument,Gold,,76.0519086,99fa0600-e9a0-46bb-bb9c-15db7e3e7214
Stationary,1,,#O person X points to C cards,"The action involves pointing, which is a low-energy, stationary activity.",r001,Playing Instrument,Gold,,144.5700786,99fa0600-e9a0-46bb-bb9c-15db7e3e7214
Stationary,1,,#C C looks at his cards,"Low body/hand motion, likely involves visual inspection.",r001,Playing Instrument,Gold,,146.08480859999997,99fa0600-e9a0-46bb-bb9c-15db7e3e7214
Essential Operation,1,,#C C plays the cards,"Core task involving manual manipulation, likely with high hand activity.",r001,Playing Instrument,Gold,,293.9140587027318,99fa0600-e9a0-46bb-bb9c-15db7e3e7214
Object Transfer,1,,#O woman K collects the cards,Logistics action of picking up or collecting items.,r001,Playing Instrument,Gold,,304.2217387027317,99fa0600-e9a0-46bb-bb9c-15db7e3e7214
Stationary,1,Essential Operation,#O woman K plays the cards,"Low body/hand motion, likely involves holding and manipulating cards with minimal movement.",r001,Playing Instrument,Bad,,340.7237787027317,99fa0600-e9a0-46bb-bb9c-15db7e3e7214
Object Transfer,1,,#C C collects the cards,Logistics/Setup step involving picking up and/or moving objects.,r001,Playing Instrument,Gold,,347.41138870273176,99fa0600-e9a0-46bb-bb9c-15db7e3e7214
Object Transfer,1,Essential Operation,#C C flips the cards,"[CtxFixed] The current action involves manipulating the cards, which is a continuation of the previous actions of shuffling and putting them down. Flipping cards is a deliberate action and falls under the category of Object Transfer.",r001,Playing Instrument,Bad,,467.5355687027318,99fa0600-e9a0-46bb-bb9c-15db7e3e7214
Object Transfer,1,,#C C Puts the cards down,Logistics/Setup step involving placing objects.,r001,Playing Instrument,Gold,,563.1968221677084,99fa0600-e9a0-46bb-bb9c-15db7e3e7214
Stationary,1,Object Transfer,#O Woman X moves the cards,The action described seems to be a minor movement that does not involve significant body or hand motion.,r001,Playing Instrument,Bad,,593.4301721677084,99fa0600-e9a0-46bb-bb9c-15db7e3e7214
Object Transfer,1,,#O Woman X puts the card down,"Action involves putting an object down, which is a logistics step.",r001,Playing Instrument,Gold,,600.1414921677084,99fa0600-e9a0-46bb-bb9c-15db7e3e7214
Stationary,1,Object Transfer,#O Woman X picks the card,"The action described does not involve significant body or hand movement, indicating a low-energy state.",r001,Playing Instrument,Bad,,665.8597121677084,99fa0600-e9a0-46bb-bb9c-15db7e3e7214
Stationary,1,,#O Woman X holds the cards,Holding cards involves minimal movement.,r001,Playing Instrument,Gold,,690.9085821677083,99fa0600-e9a0-46bb-bb9c-15db7e3e7214
Object Transfer,1,,#O Woman X puts the cards down,"The action involves placing cards down, which is a logistics step.",r001,Playing Instrument,Gold,,882.4304727881419,99fa0600-e9a0-46bb-bb9c-15db7e3e7214
Stationary,1,,#O Woman X holds the phone,"The action describes holding a phone, which is a low-energy, stationary activity.",r001,Playing Instrument,Gold,,892.1280527881419,99fa0600-e9a0-46bb-bb9c-15db7e3e7214
Object Transfer,1,,#C C takes the cards,Logistics/Setup step.,r001,Playing Instrument,Gold,,1218.4440752666667,99fa0600-e9a0-46bb-bb9c-15db7e3e7214
Search,1,,#C C scrambles for cards with woman K,"[CtxFixed] The action describes C looking for cards in a hurry, indicating a search behavior rather than a stationary or essential operation.",r001,Playing Instrument,Gold,,1225.7478252666665,99fa0600-e9a0-46bb-bb9c-15db7e3e7214
Object Transfer,1,,#O woman K takes the cards,"The action involves picking up or taking an object (cards), which is a logistics step.",r001,Playing Instrument,Gold,,1285.188945266667,99fa0600-e9a0-46bb-bb9c-15db7e3e7214
Stationary,1,Essential Operation,#O woman K shuffles cards,"Shuffling cards is a relatively low-energy activity, primarily involving hand movements but not significant body movement.",r001,Playing Instrument,Bad,,1368.411325318226,99fa0600-e9a0-46bb-bb9c-15db7e3e7214
Stationary,1,Essential Operation,#FC C joins the cards,The action of joining cards is a setup step and does not involve significant body or hand motion.,r001,Playing Instrument,Bad,,1420.683915318226,99fa0600-e9a0-46bb-bb9c-15db7e3e7214
Stationary,1,,#C C plays cards with woman K,Playing cards typically involves minimal body movement and is a relatively stationary activity.,r001,Playing Instrument,Gold,,1483.0541853182262,99fa0600-e9a0-46bb-bb9c-15db7e3e7214
Stationary,1,,#O woman K plays card with man C,Playing a card game typically involves low body and hand motion.,r001,Playing Instrument,Gold,,1516.394915318226,99fa0600-e9a0-46bb-bb9c-15db7e3e7214
Stationary,1,,#O woman K plays cards with man C,"Low body/hand motion, likely involves holding cards and minimal movement.",r001,Playing Instrument,Gold,,1550.6546353182262,99fa0600-e9a0-46bb-bb9c-15db7e3e7214
Stationary,1,Locomotion,#C C sits on the staircase,"Low body/hand motion, sitting is an idle state.",r001,Mechanical Repair,Bad,,19.4607196,9a968109-3a9e-4e6d-a0e8-fed2ec1128f8
Search,1,,#C C looks to her right,"Head movement (visual search), passive hands.",r001,Mechanical Repair,Gold,,42.7281896,9a968109-3a9e-4e6d-a0e8-fed2ec1128f8
Essential Operation,1,,#C C paints the horizontal wooden bar,Core manual task involving high hand activity.,r001,Mechanical Repair,Gold,,85.8944696,9a968109-3a9e-4e6d-a0e8-fed2ec1128f8
Stationary,1,,#C C touches the wooden hand rail with her left hand,"Low body/hand motion, likely inspecting or feeling the rail.",r001,Mechanical Repair,Gold,,94.4005396,9a968109-3a9e-4e6d-a0e8-fed2ec1128f8
