global_rank,video_uid,timestamp_sec,narration_text,scenario,action,reasoning,status,batch,round,normalized_narration_stage2,dataset_rows_covered_if_validated,high_priority_review,high_priority_reason,watchlist_hit,historical_bad_count,historical_checked_count,historical_bad_rate,annotation_id,annotator,created_at,updated_at,lead_time,verdict,task_id,project,inner_id,corrected_action,secondary_action
10452,94f3b349-00ff-4fb9-8b37-af09ea545457,2603.972895266667,#C C looks at the desktop computer,Desk Work,Stationary,"Low body/hand motion, focused attention.",silver,4,r002,looks at desktop computer,3,no,,no,0,0,0.0,532,1,2026-03-03T04:42:59.767113Z,2026-03-03T04:42:59.767127Z,6.404,Bad,1533,2,533,Search,
1372,94f3b349-00ff-4fb9-8b37-af09ea545457,3158.7488219333336,#C C coughs,Desk Work,Stationary,"Coughing is a brief, involuntary action that does not involve significant movement or activity.",silver,4,r002,coughs,10,no,,no,0,0,0.0,533,1,2026-03-03T04:43:02.009817Z,2026-03-03T04:43:02.009838Z,1.461,Gold,1534,2,534,,
234,94f3b349-00ff-4fb9-8b37-af09ea545457,3262.3989086,#C C looks at a screen of a computer,Desk Work,Search,"Visual search or monitoring, head movement involved.",silver,4,r002,looks at screen of computer,26,no,,no,0,0,0.0,534,1,2026-03-03T04:43:04.535429Z,2026-03-03T04:43:04.535442Z,1.761,Gold,1535,2,535,,
6722,94f3b349-00ff-4fb9-8b37-af09ea545457,3266.3679986,#C C lifts both hands up,Desk Work,Stationary,The action involves lifting hands but does not involve significant movement or task execution.,silver,4,r002,lifts both hands up,4,no,,no,0,0,0.0,535,1,2026-03-03T04:43:07.970598Z,2026-03-03T04:43:07.970611Z,2.592,Gold,1536,2,536,,
193,97dcbd5f-6f17-4208-8129-0dbd5a9ff89d,0.1449785999999999,#O a person X plays the chess game,Playing Instrument,Stationary,"Playing chess involves minimal body movement, primarily hand and finger motions which do not qualify as high hand acceleration or irregular motion.",silver,4,r002,person x plays chess game,29,no,,no,1,1,1.0,536,1,2026-03-03T04:43:43.061294Z,2026-03-03T04:43:43.061308Z,31.914,Bad,1537,2,537,Essential Operation,
101,97dcbd5f-6f17-4208-8129-0dbd5a9ff89d,4.5838886,#C C plays the chess game,Playing Instrument,Stationary,Playing a chess game involves minimal body movement and is primarily a cognitive task.,silver,4,r002,plays chess game,40,no,,no,1,1,1.0,537,1,2026-03-03T04:43:48.425774Z,2026-03-03T04:43:48.425791Z,4.569,Bad,1538,2,538,Essential Operation,
844,97dcbd5f-6f17-4208-8129-0dbd5a9ff89d,10.5137586,#O a person X raises the hand,Playing Instrument,Stationary,The action of raising the hand does not indicate continuous motion or active engagement with the instrument.,silver,4,r002,person x raises hand,13,no,,no,0,0,0.0,538,1,2026-03-03T04:44:03.626303Z,2026-03-03T04:44:03.626320Z,12.849,Gold,1539,2,539,,
9307,97dcbd5f-6f17-4208-8129-0dbd5a9ff89d,41.2892986,#O a person X touches the leg,Playing Instrument,Stationary,"Touching the instrument without playing it indicates a low-energy, stationary action.",silver,4,r002,person x touches leg,3,yes,watchlist_verb,yes,0,0,0.0,539,1,2026-03-03T04:44:05.672392Z,2026-03-03T04:44:05.672405Z,1.202,Gold,1540,2,540,,
10981,97dcbd5f-6f17-4208-8129-0dbd5a9ff89d,195.9289286,#O a person X points at chess piece,Playing Instrument,Stationary,Pointing at a chess piece involves minimal body and hand movement.,silver,4,r002,person x points at chess piece,3,no,,no,0,0,0.0,540,1,2026-03-03T04:44:15.494810Z,2026-03-03T04:44:15.494823Z,8.865,Gold,1541,2,541,,
848,97dcbd5f-6f17-4208-8129-0dbd5a9ff89d,251.9387086,#C C picks the chess piece,Playing Instrument,Object Transfer,Logistics step involving picking up an object.,silver,4,r002,picks chess piece,13,no,,no,0,0,0.0,541,1,2026-03-03T04:44:21.386388Z,2026-03-03T04:44:21.386401Z,4.742,Gold,1542,2,542,,
5264,97dcbd5f-6f17-4208-8129-0dbd5a9ff89d,253.9923686,#C C puts the chess piece on the table,Playing Instrument,Object Transfer,Logistics step of placing an object.,silver,4,r002,puts chess piece on table,5,no,,no,0,0,0.0,542,1,2026-03-03T04:44:26.661618Z,2026-03-03T04:44:26.661629Z,1.952,Gold,1543,2,543,,
10992,97dcbd5f-6f17-4208-8129-0dbd5a9ff89d,278.7639586,#O a person X shakes the hand,Playing Instrument,Stationary,"Shaking the hand is a low energy action, likely while in a stationary position.",silver,4,r002,person x shakes hand,3,no,,no,0,0,0.0,543,1,2026-03-03T04:44:29.498435Z,2026-03-03T04:44:29.498447Z,1.229,Gold,1544,2,544,,
3589,97dcbd5f-6f17-4208-8129-0dbd5a9ff89d,398.200548702702,#O a person X lowers the hand,Playing Instrument,Stationary,"Low body/hand motion, likely preparing to play or pausing.",silver,4,r002,person x lowers hand,6,no,,no,0,0,0.0,544,1,2026-03-03T04:44:32.297127Z,2026-03-03T04:44:32.297145Z,1.25,Gold,1545,2,545,,
7009,97dcbd5f-6f17-4208-8129-0dbd5a9ff89d,425.923088702702,#O a person X points at chess game,Playing Instrument,Stationary,"Low body/hand motion, pointing does not involve significant movement.",silver,4,r002,person x points at chess game,4,no,,no,0,0,0.0,545,1,2026-03-03T04:44:38.945566Z,2026-03-03T04:44:38.945579Z,1.381,Gold,1546,2,546,,
10982,97dcbd5f-6f17-4208-8129-0dbd5a9ff89d,520.827878702702,#O a person X puts chess piece on the table,Playing Instrument,Object Transfer,"Logistics/Setup step, putting an object down.",silver,4,r002,person x puts chess piece on table,3,no,,no,0,0,0.0,546,1,2026-03-03T04:44:41.259186Z,2026-03-03T04:44:41.259204Z,1.567,Gold,1547,2,547,,
11867,97dcbd5f-6f17-4208-8129-0dbd5a9ff89d,691.9735021677084,#C C points at chess piece,Playing Instrument,Stationary,Pointing at an object involves minimal movement and is a stationary action.,silver,4,r002,points at chess piece,3,no,,no,0,0,0.0,547,1,2026-03-03T04:44:43.446001Z,2026-03-03T04:44:43.446015Z,1.417,Gold,1548,2,548,,
9333,97dcbd5f-6f17-4208-8129-0dbd5a9ff89d,1056.0014717399415,#C C touches the chess piece,Playing Instrument,Stationary,The action of touching a chess piece is likely accompanied by minimal movement and is more of a static interaction.,silver,4,r002,touches chess piece,3,yes,watchlist_verb,yes,1,1,1.0,548,1,2026-03-03T04:44:46.423377Z,2026-03-03T04:44:46.423392Z,2.2,Gold,1549,2,549,,
3299,97dcbd5f-6f17-4208-8129-0dbd5a9ff89d,1107.6673453610676,#O A woman X moves pawn on the playing board,Playing Instrument,Stationary,"The action describes a precise movement on a board, which involves minimal body or hand acceleration.",silver,4,r002,woman x moves pawn on playing board,6,yes,watchlist_verb,yes,0,0,0.0,549,1,2026-03-03T04:44:51.473837Z,2026-03-03T04:44:55.479006Z,7.8309999999999995,Bad,1550,2,550,Object Transfer,
5810,97dcbd5f-6f17-4208-8129-0dbd5a9ff89d,1113.1780153610675,#O A woman X interacts with C,Playing Instrument,Stationary,"The action description does not specify any distinct motion or activity, suggesting a low energy state such as idle interaction.",silver,4,r002,woman x interacts with,5,no,,no,0,0,0.0,550,1,2026-03-03T04:45:02.855580Z,2026-03-03T04:45:02.855596Z,2.409,Gold,1551,2,551,,
3195,97dcbd5f-6f17-4208-8129-0dbd5a9ff89d,1161.8141453610676,#C C holds the pawn,Playing Instrument,Stationary,Holding an object with minimal movement.,silver,4,r002,holds pawn,6,yes,watchlist_verb,yes,0,0,0.0,551,1,2026-03-03T04:45:05.743476Z,2026-03-03T04:45:05.743497Z,1.488,Gold,1552,2,552,,
7159,97dcbd5f-6f17-4208-8129-0dbd5a9ff89d,1196.7268153610676,#C C picks pawn,Playing Instrument,Object Transfer,"Action involves picking up an object, indicating a logistics step.",silver,4,r002,picks pawn,4,no,,no,0,0,0.0,552,1,2026-03-03T04:45:09.940913Z,2026-03-03T04:45:09.940927Z,1.256,Gold,1553,2,553,,
6860,97dcbd5f-6f17-4208-8129-0dbd5a9ff89d,1211.8254953610676,#O A man W sits on the chair,Playing Instrument,Stationary,The action describes a seated position with no movement.,silver,4,r002,man w sits on chair,4,no,,no,0,0,0.0,553,1,2026-03-03T04:45:12.508639Z,2026-03-03T04:45:12.508647Z,1.663,Gold,1554,2,554,,
4391,97dcbd5f-6f17-4208-8129-0dbd5a9ff89d,1218.8686953610677,#O A woman X holds the pawn,Playing Instrument,Stationary,"The action described is holding an object, which indicates a low-energy, stationary state.",silver,4,r002,woman x holds pawn,5,yes,watchlist_verb,yes,0,0,0.0,554,1,2026-03-03T04:45:15.262996Z,2026-03-03T04:45:15.263014Z,1.932,Gold,1555,2,555,,
332,9827a535-6963-434f-ad79-1940aa622c22,20.98706,#C C dog walks on the pavement,Walking Outdoors,Locomotion,"Body moving through space, indicative of walking.",silver,4,r002,dog walks on pavement,21,no,,no,0,0,0.0,555,1,2026-03-03T04:45:19.006403Z,2026-03-03T04:45:19.006422Z,1.815,Gold,1556,2,556,,
8004,98dc31a1-edbb-42d6-8d1c-0b43fe6f9c28,290.42496,#C C rolls a lock on the spanner with his right hand.,Mechanical Repair,Essential Operation,Core manual task involving high hand activity.,silver,4,r002,rolls lock on spanner with his right hand,4,no,,no,0,0,0.0,556,1,2026-03-03T04:45:23.368010Z,2026-03-03T04:45:29.328223Z,7.8950000000000005,Bad,1557,2,557,Object Transfer,
11999,98dc31a1-edbb-42d6-8d1c-0b43fe6f9c28,426.90446,#C C pulls a drawer with his right hand.,Mechanical Repair,Object Transfer,"The action involves moving an object (drawer), which is a logistics step.",silver,4,r002,pulls drawer with his right hand,3,no,,no,0,0,0.0,557,1,2026-03-03T04:45:32.409725Z,2026-03-03T04:45:32.409739Z,2.305,Gold,1558,2,558,,
11590,98dc31a1-edbb-42d6-8d1c-0b43fe6f9c28,433.57465,#C C picks the welding saw from the workshop table with his right hand.,Mechanical Repair,Object Transfer,"The action involves picking up an object, which is a logistics step.",silver,4,r002,picks welding saw from workshop table with his right hand,3,no,,no,0,0,0.0,558,1,2026-03-03T04:45:34.534255Z,2026-03-03T04:45:34.534273Z,1.315,Gold,1559,2,559,,
8578,98dc31a1-edbb-42d6-8d1c-0b43fe6f9c28,442.56294,#C C adjusts the cable with his right hand.,Mechanical Repair,Essential Operation,Core manual task involving precise hand movement.,silver,4,r002,adjusts cable with his right hand,3,yes,watchlist_verb,yes,0,0,0.0,559,1,2026-03-03T04:45:36.483141Z,2026-03-03T04:45:36.483158Z,1.139,Gold,1560,2,560,,
6519,98dc31a1-edbb-42d6-8d1c-0b43fe6f9c28,652.0776666666667,#C C drops the screw driver in his right hand on the table,Mechanical Repair,Object Transfer,Refined via regex fallback,silver,4,r002,drops screw driver in his right hand on table,4,no,,no,0,0,0.0,560,1,2026-03-03T04:45:42.143066Z,2026-03-03T04:45:42.143080Z,1.432,Gold,1561,2,561,,
7036,98dc31a1-edbb-42d6-8d1c-0b43fe6f9c28,721.9983366666667,#C C picks a bolt from the tool container on the work bench with his right hand.,Mechanical Repair,Object Transfer,Logistics action of picking an item.,silver,4,r002,picks bolt from tool container on work bench with his right hand,4,no,,no,0,0,0.0,561,1,2026-03-03T04:45:44.545511Z,2026-03-03T04:45:44.545526Z,1.264,Gold,1562,2,562,,
9855,98dc31a1-edbb-42d6-8d1c-0b43fe6f9c28,723.7123166666667,#C C drops the bolt in his right hand in the tool container on the work bench.,Mechanical Repair,Object Transfer,"[CtxFixed] The action of dropping the bolt into the tool container is a deliberate placement, which fits the criteria for 'Object Transfer'.",silver,4,r002,drops bolt in his right hand in tool container on work bench,3,no,,no,0,0,0.0,562,1,2026-03-03T04:45:46.966542Z,2026-03-03T04:45:46.966555Z,1.528,Gold,1563,2,563,,
1753,9930414f-b998-4217-b6b5-aa686236fdf8,368.2720086000001,#C C parks the car,Walking Outdoors,Stationary,"The action of parking the car is a static activity, not involving continuous movement.",silver,4,r002,parks car,9,no,,no,0,0,0.0,563,1,2026-03-03T04:45:49.506324Z,2026-03-03T04:45:53.357850Z,5.337,Bad,1564,2,564,Essential Operation,
9320,9930414f-b998-4217-b6b5-aa686236fdf8,2761.1724386,#C C touches blueband,Walking Outdoors,Stationary,The action 'touching' is a brief interaction that does not involve significant body or hand movement.,silver,4,r002,touches blueband,3,yes,watchlist_verb,yes,0,0,0.0,564,1,2026-03-03T04:45:57.532432Z,2026-03-03T04:45:57.532451Z,1.531,Gold,1565,2,565,,
11617,9930414f-b998-4217-b6b5-aa686236fdf8,3015.7411486,#c c places the bottle of #unsure on the cashier counter,Walking Outdoors,Object Transfer,"Logistics step, placing the bottle on the counter.",silver,4,r002,places bottle of on cashier counter,3,no,,no,0,0,0.0,565,1,2026-03-03T04:45:59.900426Z,2026-03-03T04:45:59.900444Z,1.624,Gold,1566,2,566,,
8393,9930414f-b998-4217-b6b5-aa686236fdf8,3023.7208486,#c c walks around the super market,Walking Outdoors,Locomotion,"Body moving through space, indicative of walking.",silver,4,r002,walks around super market,4,no,,no,0,0,0.0,566,1,2026-03-03T04:46:02.142611Z,2026-03-03T04:46:02.142628Z,1.269,Gold,1567,2,567,,
10482,9930414f-b998-4217-b6b5-aa686236fdf8,3064.9543686,#c c looks at the trolley,Walking Outdoors,Search,"Head movement (visual search), hands mostly still.",silver,4,r002,looks at trolley,3,no,,no,0,0,0.0,567,1,2026-03-03T04:46:04.066573Z,2026-03-03T04:46:04.066586Z,1.001,Gold,1568,2,568,,
11451,9930414f-b998-4217-b6b5-aa686236fdf8,3101.7680786,#c c picks the tin of milk powder from the cashier counter,Walking Outdoors,Object Transfer,Logistics step of picking an object.,silver,4,r002,picks tin of milk powder from cashier counter,3,no,,no,0,0,0.0,568,1,2026-03-03T04:46:18.282530Z,2026-03-03T04:46:18.282544Z,13.384,Gold,1569,2,569,,
7313,9930414f-b998-4217-b6b5-aa686236fdf8,3115.2397986,#c c places the bottles of #unsure in the shopping bag,Walking Outdoors,Object Transfer,Logistics step involving placing objects.,silver,4,r002,places bottles of in shopping bag,4,no,,no,0,0,0.0,569,1,2026-03-03T04:46:20.514072Z,2026-03-03T04:46:20.514089Z,1.223,Gold,1570,2,570,,
1345,9930414f-b998-4217-b6b5-aa686236fdf8,3158.6518786,#c c moves the phone,Walking Outdoors,Locomotion,"Body in motion, likely walking while handling the phone.",silver,4,r002,moves phone,10,yes,watchlist_verb,yes,0,0,0.0,570,1,2026-03-03T04:46:24.572763Z,2026-03-03T04:46:24.572782Z,3.238,Bad,1571,2,571,Object Transfer,
3259,9930414f-b998-4217-b6b5-aa686236fdf8,3266.0655486,#c c opens the car boot,Walking Outdoors,Object Transfer,"Logistics action involving opening a car boot, short bursts of hand activity.",silver,4,r002,opens car boot,6,yes,watchlist_verb,yes,0,0,0.0,571,1,2026-03-03T04:46:26.513938Z,2026-03-03T04:46:26.513952Z,1.177,Gold,1572,2,572,,
11394,9930414f-b998-4217-b6b5-aa686236fdf8,3279.3906086,#c c picks the shopping bag from the stroller,Walking Outdoors,Object Transfer,"The action involves picking up an object, which is a logistics step.",silver,4,r002,picks shopping bag from stroller,3,no,,no,0,0,0.0,572,1,2026-03-03T04:46:39.876081Z,2026-03-03T04:46:39.876099Z,9.944,Gold,1573,2,573,,
11799,9930414f-b998-4217-b6b5-aa686236fdf8,3282.8832786000003,#c c places the shopping bag in the car boot,Walking Outdoors,Object Transfer,Placing the shopping bag involves logistics and a short burst of hand activity.,silver,4,r002,places shopping bag in car boot,3,no,,no,0,0,0.0,573,1,2026-03-03T04:46:43.593091Z,2026-03-03T04:46:43.593105Z,2.803,Gold,1574,2,574,,
25,9930414f-b998-4217-b6b5-aa686236fdf8,3700.9921986,#c c closes the door,Walking Outdoors,Stationary,The action involves a single motion of closing a door and does not involve continuous movement or high energy activity.,silver,4,r002,closes door,80,yes,watchlist_verb,yes,0,3,0.0,574,1,2026-03-03T04:46:48.615776Z,2026-03-03T04:46:48.615796Z,3.244,Bad,1575,2,575,Object Transfer,
4300,9930414f-b998-4217-b6b5-aa686236fdf8,3726.5262486,#c c moves the paper bag,Walking Outdoors,Object Transfer,"Logistics step, moving an object (paper bag).",silver,4,r002,moves paper bag,5,yes,watchlist_verb,yes,0,0,0.0,575,1,2026-03-03T04:46:53.146994Z,2026-03-03T04:46:53.147008Z,1.947,Gold,1576,2,576,,
6253,9df7ece6-df68-4158-a294-06aa242c2b9d,63.9621596,#C C arranges the charcoal in the grill.,Cooking,Stationary,"The action involves arranging items, which typically involves fine motor skills and minimal movement.",silver,4,r002,arranges charcoal in grill,4,no,,no,0,0,0.0,576,1,2026-03-03T04:47:03.337914Z,2026-03-03T04:47:03.337930Z,8.91,Bad,1577,2,577,Essential Operation,
6578,9df7ece6-df68-4158-a294-06aa242c2b9d,89.9761796,#C C fans the charcoal.,Cooking,Essential Operation,Core task involving active hand movement.,silver,4,r002,fans charcoal,4,no,,no,0,0,0.0,577,1,2026-03-03T04:47:09.697645Z,2026-03-03T04:47:09.697659Z,5.42,Gold,1578,2,578,,
10140,9df7ece6-df68-4158-a294-06aa242c2b9d,149.9274396,#C C fans the charcoal.,Cooking,Stationary,The action of fanning the charcoal involves minimal movement and is likely a stationary activity.,silver,4,r002,fans charcoal,3,no,,no,0,0,0.0,578,1,2026-03-03T04:47:13.506678Z,2026-03-03T04:47:13.506695Z,3.01,Bad,1579,2,579,Essential Operation,
4403,9df7ece6-df68-4158-a294-06aa242c2b9d,269.9789709546634,#C C applies #unsure on the meat.,Cooking,Essential Operation,"Core task involving manual application, high hand activity.",silver,4,r002,applies on meat,5,no,,no,0,0,0.0,579,1,2026-03-03T04:47:25.481128Z,2026-03-03T04:47:25.481142Z,3.181,Gold,1580,2,580,,
7314,9df7ece6-df68-4158-a294-06aa242c2b9d,361.8122509546634,#C C places the brush on the bowl.,Cooking,Object Transfer,Logistics step of placing an object.,silver,4,r002,places brush on bowl,4,no,,no,0,0,0.0,580,1,2026-03-03T04:47:28.138090Z,2026-03-03T04:47:28.138104Z,1.725,Gold,1581,2,581,,
11820,9df7ece6-df68-4158-a294-06aa242c2b9d,399.2802909546634,#C C places the tongs aside.,Cooking,Object Transfer,Logistics step of putting an object down.,silver,4,r002,places tongs aside,3,no,,no,0,0,0.0,581,1,2026-03-03T04:47:31.584228Z,2026-03-03T04:47:31.584242Z,1.556,Gold,1582,2,582,,
9057,9df7ece6-df68-4158-a294-06aa242c2b9d,417.18094095466336,#C C moves the cooking grate.,Cooking,Locomotion,Body movement through space to move an object.,silver,4,r002,moves cooking grate,3,yes,watchlist_verb,yes,0,0,0.0,582,1,2026-03-03T04:47:37.846667Z,2026-03-03T04:47:37.846679Z,2.889,Bad,1583,2,583,Object Transfer,
9786,9df7ece6-df68-4158-a294-06aa242c2b9d,461.5374209546634,#C C dips the brush in #unsure,Cooking,Essential Operation,Core task involving high hand activity.,silver,4,r002,dips brush in,3,no,,no,0,0,0.0,583,1,2026-03-03T04:47:44.096832Z,2026-03-03T04:47:44.096846Z,1.473,Gold,1584,2,584,,
4665,9df7ece6-df68-4158-a294-06aa242c2b9d,728.6562442879967,#C C grills the meat.,Cooking,Essential Operation,Core task involving active hand movement.,silver,4,r002,grills meat,5,no,,no,0,0,0.0,584,1,2026-03-03T04:47:46.201711Z,2026-03-03T04:47:46.201730Z,1.316,Gold,1585,2,585,,
9213,a0fb8289-7d55-4af3-9d2b-2b3e4a12ab65,659.2837033333333,#C C opens the building door,Walking Outdoors,Object Transfer,Logistics step involving opening a door.,silver,4,r002,opens building door,3,yes,watchlist_verb,yes,0,0,0.0,585,1,2026-03-03T04:47:48.278084Z,2026-03-03T04:47:48.278104Z,1.059,Gold,1586,2,586,,
8408,a0fb8289-7d55-4af3-9d2b-2b3e4a12ab65,660.4951433333333,#C C walks inside the building,Walking Outdoors,Locomotion,"Body moving through space, indicative of walking with high body acceleration.",silver,4,r002,walks inside building,4,no,,no,0,0,0.0,586,1,2026-03-03T04:47:51.532497Z,2026-03-03T04:47:51.532515Z,1.989,Gold,1587,2,587,,
702,a0fb8289-7d55-4af3-9d2b-2b3e4a12ab65,3094.809756666667,#C C carries bag,Walking Outdoors,Locomotion,"Body in motion (walking), carrying an object does not change the fundamental nature of the movement.",silver,4,r002,carries bag,14,no,,no,0,0,0.0,587,1,2026-03-03T04:47:54.919577Z,2026-03-03T04:47:54.919590Z,2.677,Bad,1588,2,588,Object Transfer,
3993,a0fb8289-7d55-4af3-9d2b-2b3e4a12ab65,3097.527716666667,#C C stands outside,Walking Outdoors,Stationary,"Low body/hand motion, no movement through space.",silver,4,r002,stands outside,6,no,,no,0,0,0.0,588,1,2026-03-03T04:47:56.892798Z,2026-03-03T04:47:56.892816Z,1.17,Gold,1589,2,589,,
5724,a0fb8289-7d55-4af3-9d2b-2b3e4a12ab65,3493.4847100000006,#C C walks in the shelter,Walking Outdoors,Locomotion,"Body moving through space, indicative of walking.",silver,4,r002,walks in shelter,5,no,,no,0,0,0.0,589,1,2026-03-03T04:47:58.682771Z,2026-03-03T04:47:58.682783Z,1.009,Gold,1590,2,590,,
8989,a0fb8289-7d55-4af3-9d2b-2b3e4a12ab65,3643.50368,#O man Y holds camera,Walking Outdoors,Stationary,"The action describes a person holding a camera, which implies a static position with low body and hand motion.",silver,4,r002,man y holds camera,3,yes,watchlist_verb,yes,0,0,0.0,590,1,2026-03-03T04:48:00.484588Z,2026-03-03T04:48:00.484601Z,1.001,Gold,1591,2,591,,
5176,a0fb8289-7d55-4af3-9d2b-2b3e4a12ab65,3675.44838,#C C planks on the floor,Walking Outdoors,Stationary,"Planking involves holding a static position on the floor, which corresponds to low energy activity.",silver,4,r002,planks on floor,5,no,,no,0,0,0.0,591,1,2026-03-03T04:48:02.454024Z,2026-03-03T04:48:02.454040Z,1.205,Gold,1592,2,592,,
5721,a0fb8289-7d55-4af3-9d2b-2b3e4a12ab65,3864.834383333334,#C C walks in the park,Walking Outdoors,Locomotion,"Body moving through space, indicative of walking.",silver,4,r002,walks in park,5,no,,no,0,0,0.0,592,1,2026-03-03T04:48:04.481265Z,2026-03-03T04:48:04.481274Z,1.27,Gold,1593,2,593,,
936,a17b1c4f-3654-4385-b4eb-1a0f574a2a35,6.6197686,#c c touches the floor with the hands,Desk Work,Object Transfer,"Involves picking up or putting down an object, likely from the floor.",silver,4,r002,touches floor with hands,12,yes,watchlist_verb,yes,0,0,0.0,593,1,2026-03-03T04:48:12.381679Z,2026-03-03T04:48:12.381693Z,4.223,Bad,1594,2,594,Stationary,
10815,a17b1c4f-3654-4385-b4eb-1a0f574a2a35,21.4395786,#c c massages the left leg,Desk Work,Stationary,"Low body/hand motion, relaxation activity.",silver,4,r002,massages left leg,3,no,,no,0,0,0.0,594,1,2026-03-03T04:48:20.817707Z,2026-03-03T04:48:31.178638Z,14.186,Gold,1595,2,595,,Essential Operation
1921,a17b1c4f-3654-4385-b4eb-1a0f574a2a35,78.2003786,#c c swings the hands,Desk Work,Stationary,Swinging hands while stationary indicates low locomotion and does not involve a specific task or transfer.,silver,4,r002,swings hands,9,no,,no,0,0,0.0,595,1,2026-03-03T04:48:34.002023Z,2026-03-03T04:48:34.002035Z,4.52,Gold,1596,2,596,,
1065,a17b1c4f-3654-4385-b4eb-1a0f574a2a35,207.4690186,#c c stretches the body,Desk Work,Stationary,"Low body/hand motion, stretching is often slow and does not involve significant movement.",silver,4,r002,stretches body,12,no,,no,0,0,0.0,596,1,2026-03-03T04:48:35.830661Z,2026-03-03T04:48:35.830672Z,1.038,Gold,1597,2,597,,
9346,a17b1c4f-3654-4385-b4eb-1a0f574a2a35,231.7592786,#c c touches the floor with both hands,Desk Work,Object Transfer,"The action involves picking up or touching an object on the floor, which is a logistics step.",silver,4,r002,touches floor with both hands,3,yes,watchlist_verb,yes,0,0,0.0,597,1,2026-03-03T04:48:38.217645Z,2026-03-03T04:48:41.869632Z,5.059,Bad,1598,2,598,Stationary,
8132,a17b1c4f-3654-4385-b4eb-1a0f574a2a35,365.15584870273176,#c c spreads the hands,Desk Work,Stationary,"Low body/hand motion, likely a gesture or pose.",silver,4,r002,spreads hands,4,no,,no,0,0,0.0,598,1,2026-03-03T04:48:44.908628Z,2026-03-03T04:48:44.908640Z,2.098,Gold,1599,2,599,,
319,a17b1c4f-3654-4385-b4eb-1a0f574a2a35,698.0548721677084,#c c raises the legs,Desk Work,Stationary,"The action of raising the legs while desk working implies a low energy, idle state.",silver,4,r002,raises legs,22,no,,no,0,0,0.0,599,1,2026-03-03T04:48:46.726023Z,2026-03-03T04:48:46.726035Z,1.04,Gold,1600,2,600,,
9956,a17b1c4f-3654-4385-b4eb-1a0f574a2a35,699.9819421677084,#c c drops the legs,Desk Work,Stationary,"[CtxFixed] The action of dropping the legs is a continuation of a stationary action, such as relaxing or settling down.",silver,4,r002,drops legs,3,no,,no,0,0,0.0,600,1,2026-03-03T04:48:49.722726Z,2026-03-03T04:48:49.722747Z,1.198,Gold,1601,2,601,,
6721,a17b1c4f-3654-4385-b4eb-1a0f574a2a35,754.9662821677084,#c c lies on the back on the floor,Desk Work,Stationary,"The action describes a person lying down, which involves minimal movement.",silver,4,r002,lies on back on floor,4,no,,no,0,0,0.0,601,1,2026-03-03T04:48:52.233906Z,2026-03-03T04:48:52.233921Z,1.531,Gold,1602,2,602,,
9347,a17b1c4f-3654-4385-b4eb-1a0f574a2a35,863.874301801784,#c c touches the floor with the hand,Desk Work,Object Transfer,"The action involves reaching down and touching the floor, which is a logistics step involving the transfer of contact between hand and floor.",silver,4,r002,touches floor with hand,3,yes,watchlist_verb,yes,0,0,0.0,602,1,2026-03-03T04:48:59.133732Z,2026-03-03T04:48:59.133747Z,3.79,Bad,1603,2,603,Stationary,
4132,a4b90abd-8763-49e4-9a15-1276079545e3,4.240579599999999,#O woman Y walks in the house,Walking Outdoors,Locomotion,"Movement through space, indicative of walking.",silver,4,r002,woman y walks in house,6,no,,no,0,0,0.0,603,1,2026-03-03T04:49:01.245924Z,2026-03-03T04:49:01.245945Z,1.345,Gold,1604,2,604,,
1227,a4b90abd-8763-49e4-9a15-1276079545e3,28.998559600000004,#C C pulls chair,Walking Outdoors,Object Transfer,"The action involves moving an object (the chair), which corresponds to logistics or setup steps.",silver,4,r002,pulls chair,11,no,,no,0,1,0.0,604,1,2026-03-03T04:49:02.866228Z,2026-03-03T04:49:02.866241Z,0.823,Gold,1605,2,605,,
6233,a4b90abd-8763-49e4-9a15-1276079545e3,84.6909396,#O woman Y touches hair,Walking Outdoors,Stationary,The action involves a minor grooming activity with low body and hand motion.,silver,4,r002,woman y touches hair,4,yes,watchlist_verb,yes,0,0,0.0,605,1,2026-03-03T04:49:04.673391Z,2026-03-03T04:49:04.673409Z,1.127,Gold,1606,2,606,,
1877,a4b90abd-8763-49e4-9a15-1276079545e3,103.6599296,#C C puts tin on the table,Walking Outdoors,Object Transfer,Logistics step of placing an object.,silver,4,r002,puts tin on table,9,no,,no,0,0,0.0,606,1,2026-03-03T04:49:07.828449Z,2026-03-03T04:49:07.828466Z,1.86,Gold,1607,2,607,,
3677,a4b90abd-8763-49e4-9a15-1276079545e3,106.2607496,#C C picks soda can,Walking Outdoors,Object Transfer,Picking up an object involves a short burst of hand activity.,silver,4,r002,picks soda can,6,no,,no,0,0,0.0,607,1,2026-03-03T04:49:10.193211Z,2026-03-03T04:49:10.193222Z,1.314,Gold,1608,2,608,,
1667,a4b90abd-8763-49e4-9a15-1276079545e3,108.4299396,#C C dialogues with woman Y,Walking Outdoors,Stationary,"Low body/hand motion, likely involves speaking.",silver,4,r002,dialogues with woman y,9,no,,no,0,0,0.0,608,1,2026-03-03T04:49:12.859676Z,2026-03-03T04:49:12.859694Z,1.27,Gold,1609,2,609,,
