action,annotation_id,annotator,batch,corrected_action,created_at,id,lead_time,narration_text,reasoning,round,scenario,status,status_main,status_secondary,timestamp_sec,updated_at,video_uid
Locomotion,,,2,,,1128922,,#C C climbs down the ladder,Body moving through space (climbing down).,r001,Carpentry,silver,,,703.5170466666666,,7e19388f-8b83-4ea8-bb51-6ae2f58b552e
Locomotion,,,2,,,1128923,,#C C rides the bike around the compound.,"Body moving through space, high body acceleration.",r001,Walking Outdoors,silver,,,752.79352,,7efdc4ce-d5ae-4c9d-be41-9d9736625d67
Stationary,,,2,,,1128924,,#C C applies another tape on the wire,"The action involves a fine, precise task that likely does not involve significant body or hand movement.",r001,Carpentry,silver,,,27.73785,,81c8eef4-6e47-4786-920f-e7f3f6bc970a
Essential Operation,,,2,,,1128925,,#C C cuts the wires with the pliers,Core manual task involving high hand activity.,r001,Carpentry,silver,,,40.8158,,81c8eef4-6e47-4786-920f-e7f3f6bc970a
Object Transfer,,,2,,,1128926,,#C C picks another coil,Logistics step involving picking up an object.,r001,Carpentry,silver,,,69.2196,,81c8eef4-6e47-4786-920f-e7f3f6bc970a
Object Transfer,,,2,,,1128927,,#C C picks another wire,Logistics/Setup step involving picking up an object.,r001,Carpentry,silver,,,110.70261,,81c8eef4-6e47-4786-920f-e7f3f6bc970a
Object Transfer,,,2,,,1128928,,#C C throws the gloves in the bucket,Logistics action involving moving and placing an object.,r001,Carpentry,silver,,,173.99388,,81c8eef4-6e47-4786-920f-e7f3f6bc970a
Essential Operation,,,2,,,1128929,,#C C cuts the tape with the scissor,"Core task, high hand activity.",r001,Carpentry,silver,,,221.19922,,81c8eef4-6e47-4786-920f-e7f3f6bc970a
Stationary,,,2,,,1128930,,#C C holds a computer mouse,"Low body/hand motion, holding an object without moving.",r001,Desk Work,silver,,,45.34147526666667,,856cedd7-b753-4c4a-bc2e-24f5ca0d6f4b
Essential Operation,,,2,,,1128931,,#C C puts left hand on a keyboard,"Setting up for a core task, involves high hand activity.",r001,Desk Work,silver,,,142.98056526666667,,856cedd7-b753-4c4a-bc2e-24f5ca0d6f4b
Stationary,,,2,,,1128932,,#C C holds camera,Holding a camera involves minimal body movement and is generally a static action.,r001,Desk Work,silver,,,522.6456252666667,,856cedd7-b753-4c4a-bc2e-24f5ca0d6f4b
Stationary,,,2,,,1128933,,#C C taps on the table with left fingers,"Low body motion, tapping is a minor hand movement.",r001,Desk Work,silver,,,769.6214752666667,,856cedd7-b753-4c4a-bc2e-24f5ca0d6f4b
Stationary,,,2,,,1128934,,#C C holds the keyboard with a left hand,Holding the keyboard with one hand indicates a stationary action with minimal movement.,r001,Desk Work,silver,,,1389.3568752666663,,856cedd7-b753-4c4a-bc2e-24f5ca0d6f4b
Stationary,,,2,,,1128935,,#C C folds the fingers,"Low body/hand motion, likely idle or contemplative action.",r001,Desk Work,silver,,,1634.299091933333,,856cedd7-b753-4c4a-bc2e-24f5ca0d6f4b
Stationary,,,2,,,1128936,,#C C scratches a knee,"Low body/hand motion, likely seated position.",r001,Desk Work,silver,,,1799.6479019333333,,856cedd7-b753-4c4a-bc2e-24f5ca0d6f4b
Stationary,,,2,,,1128937,,#C C scrolls his mobile phone,"Low body/hand motion, mostly finger movement which doesn't significantly affect IMU readings.",r001,Desk Work,silver,,,1906.6552919333333,,856cedd7-b753-4c4a-bc2e-24f5ca0d6f4b
Stationary,,,2,,,1128938,,#C C places the hand on the bed,"Low body/hand motion, indicating a pause or rest.",r001,Desk Work,silver,,,2205.0187486000004,,856cedd7-b753-4c4a-bc2e-24f5ca0d6f4b
Essential Operation,,,2,,,1128939,,#C C operates the laptop,Core task involving high hand activity.,r001,Desk Work,silver,,,2213.4631886,,856cedd7-b753-4c4a-bc2e-24f5ca0d6f4b
Stationary,,,2,,,1128940,,#C C scratches the finger,"Low body/hand motion, brief action.",r001,Desk Work,silver,,,2231.2949886,,856cedd7-b753-4c4a-bc2e-24f5ca0d6f4b
Essential Operation,,,2,,,1128941,,#C C types the password,Core manual task involving high hand activity.,r001,Desk Work,silver,,,2588.1855586,,856cedd7-b753-4c4a-bc2e-24f5ca0d6f4b
Stationary,,,2,,,1128942,,#C C uses the laptop,"Low body/hand motion, focused activity.",r001,Desk Work,silver,,,2636.6746086000003,,856cedd7-b753-4c4a-bc2e-24f5ca0d6f4b
Stationary,,,2,,,1128943,,#C C swipes a phone,"Low body/hand motion, mostly finger movement.",r001,Desk Work,silver,,,2733.4460086000004,,856cedd7-b753-4c4a-bc2e-24f5ca0d6f4b
Stationary,,,2,,,1128944,,#C C clicks on the mouse,"Low body/hand motion, high likelihood of being seated.",r001,Desk Work,silver,,,3064.5800286000003,,856cedd7-b753-4c4a-bc2e-24f5ca0d6f4b
Essential Operation,,,2,,,1128945,,#C C presses the keyboard,Core manual task involving hands with repetitive motion.,r001,Desk Work,silver,,,3084.2883486,,856cedd7-b753-4c4a-bc2e-24f5ca0d6f4b
Essential Operation,,,2,,,1128946,,#C C operates computer with keyboard and a mouse,Core manual task involving high hand activity.,r001,Desk Work,silver,,,3484.9943086000003,,856cedd7-b753-4c4a-bc2e-24f5ca0d6f4b
Stationary,,,2,,,1128947,,# C C operates desktop with keyboard,Typing and operating a desktop is a low-energy activity with minimal body movement.,r001,Desk Work,silver,,,3560.5261686000003,,856cedd7-b753-4c4a-bc2e-24f5ca0d6f4b
Stationary,,,2,,,1128948,,# C C operates desktop with mouse,"Low body/hand motion, primarily hand movements on a fixed surface.",r001,Desk Work,silver,,,3561.4530986000004,,856cedd7-b753-4c4a-bc2e-24f5ca0d6f4b
Stationary,,,2,,,1128949,,# C C talks,Low body/hand motion.,r001,Desk Work,silver,,,3618.8359186,,856cedd7-b753-4c4a-bc2e-24f5ca0d6f4b
Essential Operation,,,2,,,1128950,,# C C operates desktop with keyboard,Core manual task involving high hand activity.,r001,Desk Work,silver,,,3641.1098286,,856cedd7-b753-4c4a-bc2e-24f5ca0d6f4b
Stationary,,,2,,,1128951,,#C C holds guitar with both hands,"Low body/hand motion, holding position.",r001,Playing Instrument,silver,,,308.74237860000005,,866ef5e0-1989-440d-bbfb-d90c3b29024f
Essential Operation,,,2,,,1128952,,#C C moves the guitar peg to the top,"Adjusting the instrument, involves precise hand movements.",r001,Playing Instrument,silver,,,501.19572860000005,,866ef5e0-1989-440d-bbfb-d90c3b29024f
Essential Operation,,,2,,,1128953,,#C C releases the peg,"Core task involving manipulation, likely with high hand activity.",r001,Playing Instrument,silver,,,502.24403860000007,,866ef5e0-1989-440d-bbfb-d90c3b29024f
Essential Operation,,,2,,,1128954,,#C C moves the peg downwards,Core task involving precise manual adjustments.,r001,Playing Instrument,silver,,,505.36732860000006,,866ef5e0-1989-440d-bbfb-d90c3b29024f
Essential Operation,,,2,,,1128955,,#C C plays the guitar in the room,"Core manual task involving hands, likely with high hand acceleration and irregular motion.",r001,Playing Instrument,silver,,,519.9493186,,866ef5e0-1989-440d-bbfb-d90c3b29024f
Essential Operation,,,2,,,1128956,,#C C touches guitar,Core task involving high hand activity.,r001,Playing Instrument,silver,,,579.0482193600199,,866ef5e0-1989-440d-bbfb-d90c3b29024f
Essential Operation,,,2,,,1128957,,#C C moves his left hand on the guitar,Core task involving high hand activity on the instrument.,r001,Playing Instrument,silver,,,856.0177676136719,,866ef5e0-1989-440d-bbfb-d90c3b29024f
Stationary,,,2,,,1128958,,#C C puts hand on the leg,"Low body/hand motion, preparatory action before playing.",r001,Playing Instrument,silver,,,1219.749617613672,,866ef5e0-1989-440d-bbfb-d90c3b29024f
Essential Operation,,,2,,,1128959,,#C C touches #unsure,"Core task involving hands, likely playing the instrument.",r001,Playing Instrument,silver,,,1853.0602271449216,,866ef5e0-1989-440d-bbfb-d90c3b29024f
Search,,,2,,,1128960,,#c c checks on the tin,"Head movement (visual inspection), hands mostly still.",r001,Mechanical Repair,silver,,,29.097269600000004,,88aaba00-ad94-4e76-9b7d-583cd8744fd2
Object Transfer,,,2,,,1128961,,#c c puts a mug,Logistics/Setup step (putting an object).,r001,Mechanical Repair,silver,,,47.9302696,,88aaba00-ad94-4e76-9b7d-583cd8744fd2
Object Transfer,,,2,,,1128962,,#c c returns other banana in the organizer,Logistics/Setup step (placing an item back).,r001,Mechanical Repair,silver,,,93.9250696,,88aaba00-ad94-4e76-9b7d-583cd8744fd2
Essential Operation,,,2,,,1128963,,#c c cleanses the #unsure part,Core manual task involving cleaning a specific part.,r001,Mechanical Repair,silver,,,270.12206960000003,,88aaba00-ad94-4e76-9b7d-583cd8744fd2
Object Transfer,,,2,,,1128964,,#c c picks blender base lid,"Picking up an object, involves logistics and handling.",r001,Mechanical Repair,silver,,,538.8884209546634,,88aaba00-ad94-4e76-9b7d-583cd8744fd2
Locomotion,,,2,,,1128965,,#c c shakes the blender base and the rubber,"[CtxFixed] The action of shaking the blender base and the rubber does not fit into the categories of Object Transfer, Essential Operation, Search, or Stationary. Shaking involves movement, which aligns with the Locomotion category.",r001,Mechanical Repair,silver,,,548.7521909546634,,88aaba00-ad94-4e76-9b7d-583cd8744fd2
Object Transfer,,,2,,,1128966,,#c c puts the whey,"Logistics step, putting an object in place.",r001,Mechanical Repair,silver,,,764.6489109546634,,88aaba00-ad94-4e76-9b7d-583cd8744fd2
Essential Operation,,,2,,,1128967,,#c c peels the banana,"Core task, high hand activity.",r001,Mechanical Repair,silver,,,835.9081009546634,,88aaba00-ad94-4e76-9b7d-583cd8744fd2
Stationary,,,2,,,1128968,,#c c drinks smoothie,Drinking is a low-energy activity with minimal body motion.,r001,Mechanical Repair,silver,,,1635.5857309546632,,88aaba00-ad94-4e76-9b7d-583cd8744fd2
Object Transfer,,,2,,,1128969,,#c c picks the grapes bowl,"Logistics/Setup step, picking up an object.",r001,Mechanical Repair,silver,,,1870.1891109546632,,88aaba00-ad94-4e76-9b7d-583cd8744fd2
Essential Operation,,,2,,,1128970,,#C C slices a piece of cake on a container plate,Core task involving manual dexterity and hand activity.,r001,Mechanical Repair,silver,,,1891.0123686458328,,88aaba00-ad94-4e76-9b7d-583cd8744fd2
Search,,,2,,,1128971,,#C C looks at a piece of cake on a plate,"Head movement (visual inspection), passive hands.",r001,Mechanical Repair,silver,,,2043.8860386458327,,88aaba00-ad94-4e76-9b7d-583cd8744fd2
Search,,,2,,,1128972,,#C C slightly looks around a dinning table,"Head movement (visual search), hands mostly still.",r001,Mechanical Repair,silver,,,2058.283148645833,,88aaba00-ad94-4e76-9b7d-583cd8744fd2
Object Transfer,,,2,,,1128973,,#C C lids a cake plate by hooking around it,"Action involves picking up or moving an object, indicative of logistics or setup.",r001,Mechanical Repair,silver,,,2094.223888645833,,88aaba00-ad94-4e76-9b7d-583cd8744fd2
Stationary,,,2,,,1128974,,#C C dries his hands on the kitchen towel,"Low body/hand motion, likely standing or sitting still.",r001,Mechanical Repair,silver,,,2254.796720954664,,88aaba00-ad94-4e76-9b7d-583cd8744fd2
Object Transfer,,,2,,,1128975,,#C C puts sandals in the wardrobe,"Logistics step, moving an object to a location.",r001,Mechanical Repair,silver,,,2366.407880954664,,88aaba00-ad94-4e76-9b7d-583cd8744fd2
Object Transfer,,,2,,,1128976,,#C C takes car shampoo from the wardrobe,"Logistics/Setup step, picking up an item.",r001,Mechanical Repair,silver,,,2535.464950954663,,88aaba00-ad94-4e76-9b7d-583cd8744fd2
Object Transfer,,,2,,,1128977,,#C C opens detergent,Logistics action involving opening an object.,r001,Mechanical Repair,silver,,,3099.167710954664,,88aaba00-ad94-4e76-9b7d-583cd8744fd2
Essential Operation,,,2,,,1128978,,#C C wipes bicycle with paper,Core manual task involving hand activity.,r001,Mechanical Repair,silver,,,3789.355230954664,,88aaba00-ad94-4e76-9b7d-583cd8744fd2
Object Transfer,,,2,,,1128979,,#C C picks the papers of carrots and cucumber,Logistics step involving picking up items.,r001,Cooking,silver,,,55.7906386,,8b72b54f-f87c-4fdb-84dc-97e42ab111ac
Essential Operation,,,2,,,1128980,,#C C removes the inner part of the bell pepper,Core task involving manual dexterity and hand activity.,r001,Cooking,silver,,,290.5087209748144,,8b72b54f-f87c-4fdb-84dc-97e42ab111ac
Object Transfer,,,2,,,1128981,,#C C puts the outer part of the onion on the table,Logistics step involving picking up and putting down an object.,r001,Cooking,silver,,,302.79618097481443,,8b72b54f-f87c-4fdb-84dc-97e42ab111ac
Essential Operation,,,2,,,1128982,,#C C peels the outer part of the onion with his hand,Core manual task involving high hand activity.,r001,Cooking,silver,,,316.4650009748144,,8b72b54f-f87c-4fdb-84dc-97e42ab111ac
Object Transfer,,,2,,,1128983,,#C C puts one piece bell pepper on the chocking board,Logistics step involving the placement of an object.,r001,Cooking,silver,,,412.4169009748144,,8b72b54f-f87c-4fdb-84dc-97e42ab111ac
Essential Operation,,,2,,,1128984,,#C C cuts the carrot into pieces,"Core task, high hand activity.",r001,Cooking,silver,,,496.67207097481446,,8b72b54f-f87c-4fdb-84dc-97e42ab111ac
Stationary,,,2,,,1128985,,#C C arranges the carrots in order on the chocking board,"Low body/hand motion, arranging items.",r001,Cooking,silver,,,555.9825976136719,,8b72b54f-f87c-4fdb-84dc-97e42ab111ac
Object Transfer,,,2,,,1128986,,#C C carries the chocking board with the slices of the cucumber,"Logistics step, carrying an object.",r001,Cooking,silver,,,655.0316376136719,,8b72b54f-f87c-4fdb-84dc-97e42ab111ac
Object Transfer,,,2,,,1128987,,#C C carries the chocking board with the slices of the onion,Logistics step of carrying an object.,r001,Cooking,silver,,,756.7728276136719,,8b72b54f-f87c-4fdb-84dc-97e42ab111ac
Essential Operation,,,2,,,1128988,,#C C cleans the Irish potato in the sink,"Core manual task involving cleaning, which involves high hand activity.",r001,Cooking,silver,,,788.202587613672,,8b72b54f-f87c-4fdb-84dc-97e42ab111ac
Object Transfer,,,2,,,1128989,,#C C puts one Irish potato inside the plate,Logistics step of placing an object.,r001,Cooking,silver,,,810.5947576136718,,8b72b54f-f87c-4fdb-84dc-97e42ab111ac
Essential Operation,,,2,,,1128990,,#C C slices the Irish potato into pieces,Core task involving repetitive hand movements.,r001,Cooking,silver,,,859.8987596799911,,8b72b54f-f87c-4fdb-84dc-97e42ab111ac
Object Transfer,,,2,,,1128991,,#C C puts a piece of Irish potato on the table,"Logistics step, moving an object from one place to another.",r001,Cooking,silver,,,888.2344696799912,,8b72b54f-f87c-4fdb-84dc-97e42ab111ac
Essential Operation,,,2,,,1128992,,#C C holds the Irish potato with the knife on the chocking board,Core task involving manual activity with hands.,r001,Cooking,silver,,,898.5471396799912,,8b72b54f-f87c-4fdb-84dc-97e42ab111ac
Object Transfer,,,2,,,1128993,,#C C opens the lid of the cooking oil,"Opening an object, logistics step.",r001,Cooking,silver,,,934.3715496799912,,8b72b54f-f87c-4fdb-84dc-97e42ab111ac
Object Transfer,,,2,,,1128994,,#C C puts the tomato sauce on the table,Logistics step of placing an item on the table.,r001,Cooking,silver,,,948.3040496799912,,8b72b54f-f87c-4fdb-84dc-97e42ab111ac
Object Transfer,,,2,,,1128995,,#C C puts down the pan on the oven,"Logistics step, moving an object to a location.",r001,Cooking,silver,,,955.1577096799912,,8b72b54f-f87c-4fdb-84dc-97e42ab111ac
Object Transfer,,,2,,,1128996,,#C C puts the food into the pan,Logistics step involving picking up and placing the food into the pan.,r001,Cooking,silver,,,990.5813796799912,,8b72b54f-f87c-4fdb-84dc-97e42ab111ac
Essential Operation,,,2,,,1128997,,#C C steers the food in the pan,"Core task involving high hand activity, such as stirring or mixing.",r001,Cooking,silver,,,1000.0859896799911,,8b72b54f-f87c-4fdb-84dc-97e42ab111ac
Essential Operation,,,2,,,1128998,,#C C puts the salt into the food,"Core task, high hand activity.",r001,Cooking,silver,,,1008.2769096799911,,8b72b54f-f87c-4fdb-84dc-97e42ab111ac
Locomotion,,,2,,,1128999,,#C C walks round the kitchen,Body moving through space (walking).,r001,Cooking,silver,,,1049.1772496799913,,8b72b54f-f87c-4fdb-84dc-97e42ab111ac
Object Transfer,,,2,,,1129000,,#C C puts the leaves inside the bowl,Logistics step involving picking up and placing the leaves.,r001,Cooking,silver,,,1064.0267030133243,,8b72b54f-f87c-4fdb-84dc-97e42ab111ac
Essential Operation,,,2,,,1129001,,#C C cleans the leaves inside the bowl,Core task involving high hand activity.,r001,Cooking,silver,,,1065.4853830133245,,8b72b54f-f87c-4fdb-84dc-97e42ab111ac
Object Transfer,,,2,,,1129002,,#C C pours water from the bowl into the sink,"The action involves transferring water from a bowl to a sink, which is a logistics step.",r001,Cooking,silver,,,1071.3490830133244,,8b72b54f-f87c-4fdb-84dc-97e42ab111ac
Stationary,,,2,,,1129003,,#C C holds the cooking stick on the pan,"The action involves holding an object, which is a low energy state with minimal motion.",r001,Cooking,silver,,,1078.0373030133244,,8b72b54f-f87c-4fdb-84dc-97e42ab111ac
Object Transfer,,,2,,,1129004,,#C C returns #unsure on the shelf,Logistics step of placing an item back on a shelf.,r001,Cooking,silver,,,1145.4792116989584,,8b72b54f-f87c-4fdb-84dc-97e42ab111ac
Object Transfer,,,2,,,1129005,,#C C pushes #unsure with the knife,"[CtxFixed] The action of pushing the unsure with the knife suggests that C is moving or positioning the unsure, which aligns with the definition of Object Transfer as a deliberate placement or movement of an object.",r001,Cooking,silver,,,1269.7052216989582,,8b72b54f-f87c-4fdb-84dc-97e42ab111ac
Locomotion,,,2,,,1129006,,#C C moves a round the kitchen,"Body moving through space, likely involves walking or moving around.",r001,Cooking,silver,,,1271.4900816989582,,8b72b54f-f87c-4fdb-84dc-97e42ab111ac
Object Transfer,,,2,,,1129007,,#C C returns #unsure in the drawer,Logistics step involving putting an item back into a drawer.,r001,Cooking,silver,,,1285.4514616989584,,8b72b54f-f87c-4fdb-84dc-97e42ab111ac
Essential Operation,,,2,,,1129008,,#C C removes the outer cover of the onion with his hand,Core manual task involving high hand activity.,r001,Cooking,silver,,,1306.3079816989582,,8b72b54f-f87c-4fdb-84dc-97e42ab111ac
Essential Operation,,,2,,,1129009,,#C C peels the outer cover of the onion with his hand,Core manual task involving high hand activity.,r001,Cooking,silver,,,1333.6770216989582,,8b72b54f-f87c-4fdb-84dc-97e42ab111ac
Object Transfer,,,2,,,1129010,,#C C picks a piece of onion from the table,Logistics action involving picking up an object.,r001,Cooking,silver,,,1338.4570816989583,,8b72b54f-f87c-4fdb-84dc-97e42ab111ac
Object Transfer,,,2,,,1129011,,#c c put the peeling on the table,Logistics/Setup step involving moving the peeling to the table.,r001,Cooking,silver,,,1383.9946307126302,,8b72b54f-f87c-4fdb-84dc-97e42ab111ac
Essential Operation,,,2,,,1129012,,#c c cut the peeling with the knife,"Core task, high hand activity.",r001,Cooking,silver,,,1398.6729207126302,,8b72b54f-f87c-4fdb-84dc-97e42ab111ac
Stationary,,,2,,,1129013,,#c c arrange the chopped garlic together,"Low body/hand motion, arranging items.",r001,Cooking,silver,,,1439.29808071263,,8b72b54f-f87c-4fdb-84dc-97e42ab111ac
Essential Operation,,,2,,,1129014,,#c c wipe the knife with a hand,Core manual task involving high hand activity.,r001,Cooking,silver,,,1484.7416007126303,,8b72b54f-f87c-4fdb-84dc-97e42ab111ac
Stationary,,,2,,,1129015,,#C C reads the notes inside the laptop,"Low body/hand motion, focused activity.",r001,Desk Work,silver,,,64.8305796,,8e9ce0c8-9a8f-414d-b3c4-cebd0fd1d85b
Stationary,,,2,,,1129016,,#C C scrolls the page in the laptop,"Low body/hand motion, primarily finger movement.",r001,Desk Work,silver,,,137.19041959999998,,8e9ce0c8-9a8f-414d-b3c4-cebd0fd1d85b
Stationary,,,2,,,1129017,,#C C moves the mouse pat on the table,"Low body/hand motion, minimal movement.",r001,Desk Work,silver,,,295.0576309546634,,8e9ce0c8-9a8f-414d-b3c4-cebd0fd1d85b
Stationary,,,2,,,1129018,,#C C read the notes in the laptop,"Low body/hand motion, focused activity.",r001,Desk Work,silver,,,758.1686442879968,,8e9ce0c8-9a8f-414d-b3c4-cebd0fd1d85b
Stationary,,,2,,,1129019,,#C C watches the video in the laptop,"Low body/hand motion, focused attention.",r001,Desk Work,silver,,,868.5310342879968,,8e9ce0c8-9a8f-414d-b3c4-cebd0fd1d85b
Object Transfer,,,2,,,1129020,,#C C picks up the packet from the table,"Logistics step, picking up an object.",r001,Desk Work,silver,,,895.1354142879968,,8e9ce0c8-9a8f-414d-b3c4-cebd0fd1d85b
Stationary,,,2,,,1129021,,#C C reads on the laptop,"Low body/hand motion, focused activity.",r001,Desk Work,silver,,,1139.4287042879969,,8e9ce0c8-9a8f-414d-b3c4-cebd0fd1d85b
Essential Operation,,,2,,,1129022,,#C C separates the pieces of cake,"Core manual task involving hands, likely with irregular motion.",r001,Desk Work,silver,,,1787.814054287997,,8e9ce0c8-9a8f-414d-b3c4-cebd0fd1d85b
Stationary,,,2,,,1129023,,#C C scrolls on the laptop,"Low body/hand motion, focused on screen interaction.",r001,Desk Work,silver,,,2137.7007942879973,,8e9ce0c8-9a8f-414d-b3c4-cebd0fd1d85b
Object Transfer,,,2,,,1129024,,#C C moves his left hand to the right,"The action describes a movement of the hand to a different position, which can be classified as a logistics step in playing the instrument.",r001,Playing Instrument,silver,,,460.7120309546634,,9184a7fc-f1bf-42ee-b0f7-d6a76bba84a5
Object Transfer,,,2,,,1129025,,#C C removes his left hand from the keyboard,The action involves moving a body part away from an object (logistics step).,r001,Playing Instrument,silver,,,1193.3389809546634,,9184a7fc-f1bf-42ee-b0f7-d6a76bba84a5
Stationary,,,2,,,1129026,,#C C rests his left hand on the keyboard.,"Low body/hand motion, indicating a pause or preparation.",r001,Playing Instrument,silver,,,3087.7989409546635,,9184a7fc-f1bf-42ee-b0f7-d6a76bba84a5
Stationary,,,2,,,1129027,,#C C removes his right hand from the mouse.,"The action indicates a pause or a change in activity, likely with minimal motion.",r001,Playing Instrument,silver,,,3532.3204909546635,,9184a7fc-f1bf-42ee-b0f7-d6a76bba84a5
Stationary,,,2,,,1129028,,#C C touches his phone,"Low body/hand motion, likely involves minimal movement.",r001,Playing Instrument,silver,,,3537.112302253492,,9184a7fc-f1bf-42ee-b0f7-d6a76bba84a5
Stationary,,,2,,,1129029,,#C C drops hand down,"Low body/hand motion, likely a pause or rest.",r001,Desk Work,silver,,,32.43196526666667,,93f5cc14-13bf-44b3-8cf6-309aaf265a5d
Stationary,,,2,,,1129030,,#C C adjusts finger,"Low body/hand motion, fine adjustment.",r001,Desk Work,silver,,,43.40853526666667,,93f5cc14-13bf-44b3-8cf6-309aaf265a5d
Search,,,2,,,1129031,,#C C looks up,"Head movement (looking up), hands mostly still.",r001,Desk Work,silver,,,138.97647526666665,,93f5cc14-13bf-44b3-8cf6-309aaf265a5d
Stationary,,,2,,,1129032,,#C C presses a button with with a finger,"Low body/hand motion, short burst of finger activity.",r001,Desk Work,silver,,,401.5701152666667,,93f5cc14-13bf-44b3-8cf6-309aaf265a5d
Stationary,,,2,,,1129033,,#C C dials phone,"Low body/hand motion, likely seated.",r001,Desk Work,silver,,,754.8866452666667,,93f5cc14-13bf-44b3-8cf6-309aaf265a5d
Stationary,,,2,,,1129034,,#C C presses the mouse button.,"Low body/hand motion, focused on a stationary task.",r001,Desk Work,silver,,,1072.0441252666667,,93f5cc14-13bf-44b3-8cf6-309aaf265a5d
Essential Operation,,,2,,,1129035,,#C C presses the mouse button.,Core manual task involving high hand activity.,r001,Desk Work,silver,,,1643.6635319333334,,93f5cc14-13bf-44b3-8cf6-309aaf265a5d
Stationary,,,2,,,1129036,,#C C removes his left hand from the keyboard.,"The action involves a hand moving away from the keyboard, which is a low-energy movement.",r001,Desk Work,silver,,,1740.2116619333333,,93f5cc14-13bf-44b3-8cf6-309aaf265a5d
Stationary,,,2,,,1129037,,#C C moves the computer mouse on the table.,"Minimal body movement, focused hand motion (computer mouse use).",r001,Desk Work,silver,,,1760.869251933333,,93f5cc14-13bf-44b3-8cf6-309aaf265a5d
Stationary,,,2,,,1129038,,#C C holds the mouse with the right hand on the table.,"Low body/hand motion, holding an object without movement.",r001,Desk Work,silver,,,1810.291601933333,,93f5cc14-13bf-44b3-8cf6-309aaf265a5d
Stationary,,,2,,,1129039,,#C C looks at his fingers,"Low body/hand motion, focused observation.",r001,Desk Work,silver,,,2391.5291586000003,,93f5cc14-13bf-44b3-8cf6-309aaf265a5d
Stationary,,,2,,,1129040,,#C C touches his hand,"Low body/hand motion, likely idle or thinking.",r001,Desk Work,silver,,,2433.7910986,,93f5cc14-13bf-44b3-8cf6-309aaf265a5d
Stationary,,,2,,,1129041,,#C C operates a desktop with a mouse,"Low body/hand motion, primarily hand movements which are not considered high acceleration.",r001,Desk Work,silver,,,2434.6652186,,93f5cc14-13bf-44b3-8cf6-309aaf265a5d
Essential Operation,,,2,,,1129042,,#C C Operates a keyboard with his both hands,Core manual task involving high hand activity.,r001,Desk Work,silver,,,2497.1417386000003,,93f5cc14-13bf-44b3-8cf6-309aaf265a5d
Locomotion,,,2,,,1129043,,#C C Moves closer to a monitor,Body movement through space to change position.,r001,Desk Work,silver,,,2558.6048186000003,,93f5cc14-13bf-44b3-8cf6-309aaf265a5d
Essential Operation,,,2,,,1129044,,#C C Clicks a mouse with his hand,Core task involving high hand activity.,r001,Desk Work,silver,,,2591.3660786,,93f5cc14-13bf-44b3-8cf6-309aaf265a5d
Search,,,2,,,1129045,,#C C Looks a round the room,"Head movement (visual search), hands mostly still.",r001,Desk Work,silver,,,2695.6555386000005,,93f5cc14-13bf-44b3-8cf6-309aaf265a5d
Stationary,,,2,,,1129046,,#C C Reads on the tablet,"Low body/hand motion, likely involves minimal movement.",r001,Playing Instrument,silver,,,439.6453609546634,,94e0a2a7-b8f3-4677-8360-dbcf7293e621
Stationary,,,2,,,1129047,,#C C operates the iPad,"Low body/hand motion, likely involves finger movements on a small device.",r001,Playing Instrument,silver,,,1255.5954309546632,,94e0a2a7-b8f3-4677-8360-dbcf7293e621
Essential Operation,,,2,,,1129048,,#C C moves the left hand,Core manual task involving high hand activity.,r001,Playing Instrument,silver,,,1391.9312509546633,,94e0a2a7-b8f3-4677-8360-dbcf7293e621
Essential Operation,,,2,,,1129049,,#C is nailing the screw on the fuse.,"Core task involving manual labor, high hand activity.",r001,Carpentry,silver,,,750.2863166666666,,98a3e2dc-5482-4c89-a93b-2780f5bcff07
Object Transfer,,,2,,,1129050,,#C C pick plants with hand,Logistics step involving picking up objects with the hand.,r001,Gardening,silver,,,357.13293109700004,,9c4a113c-87ab-4864-a80d-4b81c5ecda91
Search,,,2,,,1129051,,#C C examine the dry leaf,"Visual inspection, likely involves head movement and minimal hand activity.",r001,Gardening,silver,,,395.008571097,,9c4a113c-87ab-4864-a80d-4b81c5ecda91
Stationary,,,2,,,1129052,,#C C waters the house plant.,"The action involves holding the watering can and watering the plant, which is a low-energy activity with minimal movement.",r001,Gardening,silver,,,658.5753455954427,,9c4a113c-87ab-4864-a80d-4b81c5ecda91
Object Transfer,,,2,,,1129053,,#C C picks up the house plants from the table.,Logistics step involving picking up an object.,r001,Gardening,silver,,,767.4685355954427,,9c4a113c-87ab-4864-a80d-4b81c5ecda91
Stationary,,,2,,,1129054,,#C C moves his hands while driving,"Low body/hand motion, hands moving while driving implies stationary position.",r001,Mechanical Repair,silver,,,420.55737,,9ff8c35c-bd28-436f-b35b-ee460f983a67
Object Transfer,,,2,,,1129055,,#c c picks ludo token,"Logistics/Setup step, picking up an object.",r001,Playing Instrument,silver,,,18.2360186,,a34576fe-35e7-4b5d-8661-200c4ed75f7a
Object Transfer,,,2,,,1129056,,#c c places ludo token,Logistics step of placing an object (ludo token).,r001,Playing Instrument,silver,,,18.813118600000003,,a34576fe-35e7-4b5d-8661-200c4ed75f7a
