batch,video_uid,timestamp_sec,narration_text,scenario,action,reasoning
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,741.8386852666667,#C C carries the items,Cooking,Object Transfer,Logistics of moving items from one place to another.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,742.2390652666667,#C C walks around the house,Cooking,Locomotion,Body moving through space (walking).
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,744.4751052666667,#C C opens the fridge,Cooking,Object Transfer,Logistics action involving opening a drawer or container.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,746.6797052666667,#C C places blue tray in the fridge,Cooking,Object Transfer,Logistics step involving placing an object.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,749.2953352666667,#C C places a containers in the fridge,Cooking,Object Transfer,Logistics step involving picking up and placing down an object.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,755.2304452666667,#C C arranges items in the fridge,Cooking,Object Transfer,Logistics/Setup step involving moving objects.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,757.5767852666667,#C C looks at items in the fridge,Cooking,Search,"Head movement (visual search), hands mostly still."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,758.3926652666668,#C C closes the fridge,Cooking,Object Transfer,Closing the fridge involves a specific action (opening/closing) rather than a continuous task.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,759.0430252666667,#C C walks in the house,Cooking,Locomotion,Body moving through space (walking).
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,764.0656052666667,#C C looks inside a container,Cooking,Search,"Visual inspection, head movement involved."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,766.7784252666667,#C C looks around,Cooking,Search,"Head movement (visual search), hands mostly still."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,767.7690552666667,#C C walks,Cooking,Locomotion,"Body moving through space, involves walking."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,770.3318152666667,#C C looks around the kitchen,Cooking,Search,"Visual search or monitoring, likely involves head movement."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,774.8791952666667,#C C opens the dish washer,Cooking,Object Transfer,Logistics step involving opening a drawer or container.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,777.5095652666668,#C C pulls dish washer rack,Cooking,Object Transfer,Logistics step involving the movement of an object (dish washer rack).
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,780.2111252666667,#C C touches forks in the dishwasher rack,Cooking,Object Transfer,Logistics step involving interaction with objects.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,780.6242052666668,#C C speaks to man X,Cooking,Stationary,Low body/hand motion while speaking.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,782.7209252666668,#C C walks,Cooking,Locomotion,"Body moving through space (walking), high body acceleration."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,785.9075552666667,#C C stirs solution in the cup,Cooking,Essential Operation,Core task involving high hand activity.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,790.5453452666667,#C C looks around,Cooking,Search,"Indicates visual search or monitoring, likely involving head movement."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,791.5856652666668,#C C stirs solution in the cup,Cooking,Essential Operation,Core manual task involving high hand activity.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,803.1282552666668,#O man X picks an oil bottle,Cooking,Object Transfer,Logistics step involving picking up an object.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,803.6596852666668,#C C stirs solution in the cup,Cooking,Essential Operation,Core task involving repetitive hand movements.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,805.7363452666667,#C C looks at man X,Cooking,Stationary,"Low body/hand motion, visual interaction."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,808.5328852666668,#C C stirs solution in the cup,Cooking,Essential Operation,Core task involving high hand activity.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,818.0796452666667,#C C tilt's the cup,Cooking,Stationary,"Low body/hand motion, likely involves minimal movement."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,818.8120552666668,#C C stirs solution in the cup,Cooking,Essential Operation,Core manual task involving high hand activity.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,820.2942852666667,#C C picks the cup,Cooking,Object Transfer,Logistics step involving picking up an object.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,822.0644952666668,#C C pours solution the the jug,Cooking,Essential Operation,Core task involving high hand activity.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,831.6020352666667,#C C puts the cup on the counter,Cooking,Object Transfer,Logistics step involving picking up and placing an object.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,832.6417052666667,#C C puts the spoon in the cup,Cooking,Object Transfer,"Logistics/Setup step, involves picking up and placing the spoon."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,833.1240752666668,#C C opens the milk box,Cooking,Object Transfer,Logistics step involving opening an object.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,834.4958252666668,#C C shakes the milk box,Cooking,Essential Operation,"Shaking involves active hand movement, indicating a core manual task."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,835.5694252666667,#C C pours milk in the blender jug,Cooking,Essential Operation,Core task involving manual operation with high hand activity.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,840.2238652666667,#C C closes the milk box,Cooking,Object Transfer,Logistics/Setup step involving a short burst of hand activity.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,843.2711252666667,#C C moves the milk box,Cooking,Object Transfer,Logistics/movement of an object.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,847.5192552666667,#C C picks the blender lid,Cooking,Object Transfer,"Logistics/Setup step, picking up an object."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,849.3300952666667,#C C covers the blender jug,Cooking,Object Transfer,Logistics step involving placing a lid or cover on an object.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,858.6620452666667,#C C joins the blender parts,Cooking,Object Transfer,Logistics step involving picking up and assembling parts.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,863.4274852666667,#C C operates the blender,Cooking,Essential Operation,Core task involving high hand activity.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,870.1294952666667,#C C picks the cup,Cooking,Object Transfer,Logistics step involving picking up an object.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,872.1447252666667,#C C puts the cup on the counter,Cooking,Object Transfer,Logistics/Setup step involving the placement of an object.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,877.5715552666667,#C C opens the fridge,Cooking,Object Transfer,Logistics step involving opening a drawer or container.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,879.1634452666667,#C C puts the milk box in the fridge,Cooking,Object Transfer,Logistics step involving picking up and putting down an object.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,880.6481252666667,#C C closes the fridge,Cooking,Object Transfer,Logistics step involving closing an object (the fridge door).
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,881.1313452666667,#C C walks in the room,Cooking,Locomotion,"Body moving through space (walking), high body acceleration."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,890.3123552666667,#C C carries a laptop,Cooking,Object Transfer,Carrying an object from one place to another.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,892.8280652666667,#C C puts the laptop on the table,Cooking,Object Transfer,"Logistics/Setup step, moving the laptop to the table."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,894.8348452666668,#C C picks a glass,Cooking,Object Transfer,Logistics step involving picking up an object.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,896.8435252666667,#C C drinks the content in the glass,Cooking,Stationary,Drinking involves minimal movement and is generally a stationary action.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,903.8041052666669,#C C puts a phone on the couch,Cooking,Object Transfer,Logistics step involving the placement of an object.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,905.4291752666668,#C C walks in the room,Cooking,Locomotion,"Body moving through space, indicative of walking."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,914.3491452666668,#C C drinks the content of a water bottle,Cooking,Stationary,"Drinking involves minimal movement, mostly holding the bottle and sipping."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,919.1505452666668,#C C puts the water bottle on the counter,Cooking,Object Transfer,Logistics step involving picking up and placing an object.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,921.9444752666668,#C C touches the blender,Cooking,Stationary,"Low body/hand motion, likely inspection or preparation."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,922.2003852666668,#C C operates the blender,Cooking,Essential Operation,Core task involving high hand activity.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,923.4033752666668,#C C turns the blender jug,Cooking,Essential Operation,"Core task involving manipulation, high hand activity."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,923.9840952666668,#C C carries the blender jug,Cooking,Object Transfer,Movement of an object from one place to another.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,925.4234552666668,#C C opens the blender jug,Cooking,Object Transfer,Logistics step involving opening an object.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,927.3909652666669,#C C puts the blender jug on the counter,Cooking,Object Transfer,Logistics step involving the placement of an object.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,928.3147752666669,#C C carries the blender jug,Cooking,Object Transfer,"Logistics of moving the blender jug, short bursts of hand acceleration."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,929.2091652666668,#C C places the blender lid on the counter,Cooking,Object Transfer,Logistics step of placing an object.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,930.8929052666668,#C C picks a cup,Cooking,Object Transfer,Logistics step involving picking up an object.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,932.2905952666669,#C C puts the cup on top of a cooker,Cooking,Object Transfer,Logistics step involving placing an object.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,933.6276952666668,#C C pours the content of the blender in the cup,Cooking,Essential Operation,Core task involving high hand activity.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,938.8900152666668,#C C lifts the blender jug up,Cooking,Object Transfer,"Action involves picking up an object, which is a logistics step."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,940.1544152666668,#C C looks at the blender jug,Cooking,Search,"Head movement (visual search), hands mostly still."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,941.6016152666668,#C C puts the blender jug on the counter,Cooking,Object Transfer,Logistics step involving the placement of an object.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,943.3611952666668,#C C stirs the content in the cup,Cooking,Essential Operation,Core task involving repetitive hand movements.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,945.5163152666668,#C C opens a cabinet,Cooking,Object Transfer,Logistics action involving opening a cabinet.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,947.1936552666668,#C C takes a cup,Cooking,Object Transfer,"Logistics step, picking up an object."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,948.0790352666668,#C C closes the cabinet,Cooking,Object Transfer,Logistics step involving closing a cabinet.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,949.6929952666668,#C C puts the cup on top of a cooker,Cooking,Object Transfer,Logistics step involving picking up and placing an object.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,950.4919052666668,#C C takes the blender jug,Cooking,Object Transfer,"Logistics step, picking up and moving an object."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,952.2159252666668,#C C pours the content of the blender jug in the cup,Cooking,Object Transfer,"Logistics step involving pouring, which is a short burst of hand activity."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,956.3500052666668,#C C takes a spoon from the cup,Cooking,Object Transfer,Logistics/Setup step involving picking up and transferring an object.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,960.6123752666668,#C C removes the content in the blender jug using the spoon,Cooking,Object Transfer,Logistics step involving the transfer of content from one object to another.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,971.7875552666668,#C C puts the blender jug on the counter,Cooking,Object Transfer,Logistics step involving placing an object.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,972.9827052666668,#C C puts the spoon in the cup,Cooking,Object Transfer,Logistics/Setup step involving placing an object.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,974.0212652666668,#C C turns the cup,Cooking,Stationary,Turning an object with minimal body movement.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,975.5124352666668,#C C picks a paper,Cooking,Object Transfer,Logistics/Setup step (picking up an object).
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,976.8001152666668,#C C wipes the top of the cooker,Cooking,Stationary,Low energy activity with minimal movement.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,979.5414052666669,#C C puts the paper on the counter,Cooking,Object Transfer,Logistics step involving picking up and placing down an object.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,981.3088752666667,#C C takes the blender jug,Cooking,Object Transfer,Logistics/Setup step.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,983.6291552666668,#C C opens the tap,Cooking,Object Transfer,"Logistics action (opening the tap), short burst of hand activity."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,989.2947452666668,#C C pours water in the blender jug,Cooking,Essential Operation,Core task involving high hand activity.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,990.0809052666668,#C C washes the hand,Cooking,Essential Operation,Core task involving high hand activity.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,990.8410552666668,#C C wipes the blender jug with the hand,Cooking,Essential Operation,"Core cleaning task, high hand activity."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,991.9673052666668,#C C closes the tap,Cooking,Essential Operation,"Core task, high hand activity."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,992.3595152666668,#C C shakes the blender jug,Cooking,Essential Operation,Shaking involves active hand movement for a core task.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,996.3482552666668,#C C pours the water in the sink,Cooking,Essential Operation,Core task involving high hand activity.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,998.2100352666668,#C C opens the tap,Cooking,Object Transfer,"Opening an object, a logistical step."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,998.8638752666668,#C C washes his hands,Cooking,Essential Operation,Core manual task involving high hand activity.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,999.1531052666668,#C C shakes the blender,Cooking,Essential Operation,"High hand activity, core task."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1001.2321552666668,#C C puts the blender jug in the sink,Cooking,Object Transfer,Logistics step involving moving an object (blender jug) to a specific location (sink).
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1004.7344752666668,#C C picks a cup,Cooking,Object Transfer,Logistics/Setup step involving picking up an object.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1005.8845552666668,#C C puts the cup on the counter,Cooking,Object Transfer,"Logistics step, moving an object to a location."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1007.1851552666668,#C C touches the spoon in the cup,Cooking,Object Transfer,"Logistics step, interacting with an object."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1007.7664952666668,#C C picks a cup,Cooking,Object Transfer,Logistics action involving picking up an object.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1008.6835152666667,#C C drinks the content in the cup,Cooking,Stationary,Drinking is a low-energy activity with minimal body movement.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1011.6142452666668,#C C puts the cup on the cooker top,Cooking,Object Transfer,Logistics step involving picking up and placing an object.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1013.9342452666668,#C C stirs the content in the cup,Cooking,Essential Operation,Core manual task involving high hand activity.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1023.9958052666668,#C C puts the cup on the counter,Cooking,Object Transfer,Logistics step involving picking up and placing an object.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1027.694265266667,#C C touches a strainer bowl,Cooking,Stationary,"Low body/hand motion, likely inspecting or feeling the object."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1028.5511952666666,#C C moves the oven gloves,Cooking,Object Transfer,Logistics/moving an object (oven gloves).
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1029.793415266667,#C C picks a spoon,Cooking,Object Transfer,Logistics step of picking up an object.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1033.9811552666663,#C C touches #unsure,Cooking,Stationary,"Low body/hand motion, indicates a pause or touch without movement."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1036.7261952666668,#C C rubs #unsure on the hands,Cooking,Stationary,"Low body/hand motion, likely involves rubbing hands together which doesn't involve significant movement."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1070.9548052666669,#C C opens a drawer,Cooking,Object Transfer,Logistics/Setup step involving opening a drawer.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1076.3211952666666,#C C closes the drawer,Cooking,Object Transfer,Logistics step involving the drawer.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1078.0234352666666,#C C picks a bowl,Cooking,Object Transfer,Logistics/Setup step (picking up an object).
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1080.6889852666666,#C C puts the bowl on the counter,Cooking,Object Transfer,Logistics step involving picking up and placing an object.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1082.328805266667,#C C rubs #unsure on the hands,Cooking,Stationary,"Low body/hand motion, likely involves rubbing hands together which does not involve significant movement."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1091.7928152666666,#C C puts #unsure in the bowl,Cooking,Object Transfer,Refined via regex fallback
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1094.930845266667,#C C rubs #unsure on the hands,Cooking,Stationary,"Low body/hand motion, likely rubbing hands together or on an object."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1096.2768352666667,#C C takes the peel,Cooking,Essential Operation,"Core task, high hand activity."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1097.4346352666666,#C C drops a chickpea in the bowl,Cooking,Object Transfer,Refined via regex fallback
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1098.3508952666666,#C C drops the peel into the strainer,Cooking,Object Transfer,Logistics step involving the placement of an object.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1099.1525552666667,#C C picks a chickpea,Cooking,Object Transfer,"Logistics step, picking up an object."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1101.7689452666666,#C C picks a chickpea,Cooking,Object Transfer,Logistics step involving picking up an object.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1102.7070852666666,#C C rubs the chickpea with the hands,Cooking,Essential Operation,Core task involving high hand activity.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1104.5405052666663,#C C drops a chickpea in the bowl,Cooking,Object Transfer,Refined via regex fallback
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1105.8995752666667,#C C scoops chickpeas with the hand,Cooking,Object Transfer,Logistics step involving picking up and transferring the chickpeas.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1107.3568852666665,#C C removes the peel,Cooking,Essential Operation,"Core task, high hand activity."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1107.6784852666667,#C C drops the peel in the strainer,Cooking,Object Transfer,"[CtxFixed] The action involves deliberately placing the peel into the strainer, which fits the definition of Object Transfer."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1108.3839852666663,#C C rubs the chickpeas with the hands,Cooking,Essential Operation,Core manual task involving high hand activity.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1110.4124452666665,#O Man A interacts with C,Cooking,Stationary,Interaction without specific action description implies low energy activity.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1116.2092552666666,#C C removes the peel,Cooking,Essential Operation,Core task involving manual dexterity and hand activity.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1117.1034752666667,#C C puts the peel into the bowl,Cooking,Object Transfer,Logistics step involving the transfer of an object.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1119.5033152666665,#C C removes the peel,Cooking,Essential Operation,Core task involving high hand activity.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1120.6659652666665,#C C puts the peel into the bowl,Cooking,Object Transfer,"Logistics/Setup step, moving an object to a destination."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1121.9419252666669,#C C removes the peel,Cooking,Essential Operation,Core task involving manual dexterity and high hand activity.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1122.8856952666663,#C C puts the peel into the bowl,Cooking,Object Transfer,"Logistics step, moving an object to a location."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1123.2695252666665,#C C picks peels from the bowl,Cooking,Object Transfer,Logistics step involving picking up and removing items.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1125.0612852666666,#C C drops the peels in the strainer,Cooking,Object Transfer,Logistics step involving the transfer of the peels to the strainer.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1126.7524052666663,#C C rubs the chickpeas with the hands,Cooking,Essential Operation,Core manual task involving high hand activity.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1130.3121052666663,#C C takes the peel with the left hand,Cooking,Object Transfer,Logistics/Setup step involving picking up an object.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1131.1922052666666,#C C drops the chickpeas into the bowl,Cooking,Object Transfer,Logistics step involving the transfer of an object.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1131.8785552666666,#C C takes the peel with the right hand,Cooking,Object Transfer,Logistics/Setup step (taking the peel).
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1132.5440252666665,#C C drops the chickpea in the bowl,Cooking,Object Transfer,Refined via regex fallback
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1133.3406752666667,#C C collects peels from the left hand,Cooking,Object Transfer,Logistics step involving the transfer of peels from one hand to another.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1135.101325266667,#C C puts the peels in the strainer,Cooking,Object Transfer,Logistics step involving the transfer of an object.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1139.1094952666665,#C C scoops chickpeas with the hand,Cooking,Object Transfer,Logistics step involving picking up and transferring an object.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1140.9104552666663,#C C rubs the chickpeas with the hands,Cooking,Essential Operation,Core task involving manual work with hands.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1144.2143052666663,#C C removes peels with the left hand,Cooking,Essential Operation,Core task involving high hand activity.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1145.6985252666666,#C C drops the peels in the strainer,Cooking,Object Transfer,Logistics step involving the placement of an object.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1147.8099752666667,#C C picks the peel,Cooking,Essential Operation,Core task involving manual dexterity and high hand activity.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1148.3689252666666,#C C drops the peel in the strainer,Cooking,Object Transfer,"[CtxFixed] The action involves deliberately placing the peel into the strainer, which fits the definition of a deliberate placement."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1148.9886252666663,#C C rubs the chickpeas with the hands,Cooking,Essential Operation,Core manual task involving high hand activity.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1155.4393652666663,#C C removes the peel,Cooking,Essential Operation,"Core task, high hand activity."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1157.6928452666666,#C C drops the peel in the strainer,Cooking,Object Transfer,"[CtxFixed] The action of dropping the peel into the strainer is a deliberate placement of the object, which fits the definition of 'Object Transfer'."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1158.9718052666667,#C C removes the peel,Cooking,Essential Operation,Core task involving high hand activity.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1160.9305152666666,#C C drops the peel in the strainer,Cooking,Object Transfer,"[CtxFixed] The action of dropping the peel into the strainer is a deliberate placement of the peel onto the surface of the strainer, which fits the criteria for 'Object Transfer'."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1161.3733252666666,#C C removes the peel,Cooking,Essential Operation,Core task involving high hand activity.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1163.5320052666666,#C C drops the peel in the strainer,Cooking,Object Transfer,"[CtxFixed] The action of dropping the peel into the strainer is a deliberate placement of the peel onto a surface (the strainer), which fits the definition of an Object Transfer."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1165.0823552666666,#C C removes the peel,Cooking,Essential Operation,Core task involving high hand activity.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1166.6322752666665,#C C drops the peel in the strainer,Cooking,Object Transfer,"[CtxFixed] The action of dropping the peel into the strainer is a deliberate placement of the peel onto the surface of the strainer, which fits the definition of 'Object Transfer'."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1167.7196252666663,#C C removes the peel,Cooking,Essential Operation,Core task involving fine hand movements.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1168.8793852666663,#C C drops the peel in the strainer,Cooking,Object Transfer,"[CtxFixed] The action of dropping the peel into the strainer is a deliberate placement of the peel onto a surface (the strainer), which fits the definition of 'Object Transfer'."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1170.0364052666666,#C C picks a chickpea,Cooking,Object Transfer,Logistics step of picking up an object.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1171.060525266667,#C C removes the peel,Cooking,Essential Operation,Core task involving high hand activity.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1173.8595052666667,#C C drops the peel in the strainer,Cooking,Object Transfer,"[CtxFixed] The action involves deliberately placing the peel into the strainer, which fits the definition of an Object Transfer."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1175.7075252666666,#C C removes the peel,Cooking,Essential Operation,"Core task, high hand activity."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1178.6656952666665,#C C drops the peel in the strainer,Cooking,Object Transfer,"[CtxFixed] The action of dropping the peel into the strainer is a deliberate placement of the peel onto a surface (the strainer), which fits the definition of an Object Transfer."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1181.0300152666666,#C C removes the peel,Cooking,Essential Operation,Core task involving high hand activity.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1183.1397052666666,#C C puts the peel in the strainer,Cooking,Object Transfer,Logistics/Setup step involving the movement of an object.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1184.7306152666663,#C C picks a peel,Cooking,Object Transfer,"Logistics step, picking up an object."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1186.4509852666663,#C C drops the chickpeas in the bowl,Cooking,Object Transfer,Logistics step involving picking up and placing the chickpeas.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1188.3698252666666,#C C takes chickpeas from the strainer,Cooking,Object Transfer,Logistics/Setup step involving picking up and transferring an object.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1187.6063952666666,#C C puts the peel in the strainer,Cooking,Object Transfer,Logistics step involving the placement of an object.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1190.5466452666667,#C C removes the peels from the chickpeas,Cooking,Essential Operation,Core task involving fine hand movements.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1195.136445266667,#C C puts the peels in the strainer,Cooking,Object Transfer,"Logistics step, moving the peels to the strainer."
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1196.370505266667,#C C drops the chickpeas in the bowl,Cooking,Object Transfer,Logistics step of moving the chickpeas from one location to the bowl.
0,b1b01372-64c3-4a6a-93fc-a86409f518ab,1197.5067452666665,#C C scoops chickpeas with the hand,Cooking,Object Transfer,"The action involves picking up and transferring an object, which is characteristic of logistics and setup steps in a task."
