video_uid,timestamp_sec,narration_text,scenario,action,reasoning,status
223a838a-385b-46c8-b750-b590580e6cab,230.8407196,#C C picks a bowl from the cabinet,Cooking,Object Transfer,Logistics step involving picking up an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,232.7701096,#C C walks around the kitchen,Cooking,Locomotion,"Body moving through space, involves walking.",silver
223a838a-385b-46c8-b750-b590580e6cab,235.5770796,#C C places bowl on the countertop,Cooking,Object Transfer,Logistics step of placing an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,236.4798796,#C C picks the chopping board,Cooking,Object Transfer,Logistics step involving picking up an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,238.2462396,#C C transfers fruit #unsure on the bowl,Cooking,Object Transfer,"Logistics/Setup step, involves picking up and placing the fruit.",silver
223a838a-385b-46c8-b750-b590580e6cab,237.0537996,#C C moves the bowl,Cooking,Object Transfer,"Moving an object, short bursts of hand acceleration.",silver
223a838a-385b-46c8-b750-b590580e6cab,248.3842096,#C C picks the bowl,Cooking,Object Transfer,Logistics/Setup step involving picking up an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,249.1643396,#C C places bowl on the countertop,Cooking,Object Transfer,Logistics step involving placing an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,249.8003496,#C C picks fruit #unsure from the bowl,Cooking,Object Transfer,"Logistics step, picking up an object.",silver
223a838a-385b-46c8-b750-b590580e6cab,252.0618996,#C C chops the fruit #unsure on the chopping board,Cooking,Essential Operation,Core task involving high hand activity.,silver
223a838a-385b-46c8-b750-b590580e6cab,275.3133596,#C C picks fruit #unsure from the bowl,Cooking,Object Transfer,Logistics step involving picking an object from a location.,silver
223a838a-385b-46c8-b750-b590580e6cab,276.6857296,#C C chops the fruit #unsure on the chopping board,Cooking,Essential Operation,Core task involving high hand activity and repetitive motion.,silver
223a838a-385b-46c8-b750-b590580e6cab,287.9285309546634,#C C stares at the television,Cooking,Stationary,"Low body/hand motion, focused attention.",silver
223a838a-385b-46c8-b750-b590580e6cab,291.3445609546634,#C C chops the apple,Cooking,Essential Operation,Core task involving high hand activity.,silver
223a838a-385b-46c8-b750-b590580e6cab,291.9303709546634,#C C picks apple from the bowl,Cooking,Object Transfer,Logistics action involving picking up an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,294.1203509546634,#C C wipes knife with his hand,Cooking,Essential Operation,Core task involving high hand activity.,silver
223a838a-385b-46c8-b750-b590580e6cab,295.4762209546634,#C C picks apple from the bowl,Cooking,Object Transfer,"Logistics step, picking up an object.",silver
223a838a-385b-46c8-b750-b590580e6cab,296.4332509546634,#C C chops the apple,Cooking,Essential Operation,Core task involving repetitive hand movements.,silver
223a838a-385b-46c8-b750-b590580e6cab,297.8346809546634,#C C eats the apple,Cooking,Stationary,"Low body/hand motion, eating involves minimal movement.",silver
223a838a-385b-46c8-b750-b590580e6cab,298.5790009546634,#C C puts apple on the countertop,Cooking,Object Transfer,Logistics step involving picking up and placing an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,299.5655109546634,#C C picks apple from the bowl,Cooking,Object Transfer,Logistics step involving picking up an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,300.7723809546634,#C C chops the apple,Cooking,Essential Operation,"Core task, high hand activity.",silver
223a838a-385b-46c8-b750-b590580e6cab,309.2521809546634,#C C stares at the television,Cooking,Stationary,"Low body/hand motion, focused attention.",silver
223a838a-385b-46c8-b750-b590580e6cab,310.1341209546634,#C C chops the apple,Cooking,Essential Operation,Core task involving repetitive hand movements.,silver
223a838a-385b-46c8-b750-b590580e6cab,318.40815095466337,#C C eats the apple,Cooking,Stationary,"Low body/hand motion, eating is a stationary activity.",silver
223a838a-385b-46c8-b750-b590580e6cab,319.6386209546634,#C C stares at the television,Cooking,Stationary,"Low body/hand motion, passive observation.",silver
223a838a-385b-46c8-b750-b590580e6cab,323.9958309546634,#C C chops the apple,Cooking,Essential Operation,Core task involving repetitive hand movements.,silver
223a838a-385b-46c8-b750-b590580e6cab,322.1938809546634,#C C picks apple from the bowl,Cooking,Object Transfer,Logistics step involving picking up an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,338.4287509546634,#C C picks apple from the bowl,Cooking,Object Transfer,Logistics step involving picking up an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,339.4148409546634,#C C wipes knife with his hand,Cooking,Essential Operation,Core manual task involving high hand activity.,silver
223a838a-385b-46c8-b750-b590580e6cab,341.78986095466337,#C C chops the apple,Cooking,Essential Operation,"Core task, high hand activity.",silver
223a838a-385b-46c8-b750-b590580e6cab,361.92373095466337,#C C picks apple from the bowl,Cooking,Object Transfer,Logistics step of picking up an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,363.1401609546634,#C C chops the apple,Cooking,Essential Operation,"Core task, high hand activity.",silver
223a838a-385b-46c8-b750-b590580e6cab,385.4982509546634,#C C wipes knife with his hand,Cooking,Essential Operation,Core manual task involving high hand activity.,silver
223a838a-385b-46c8-b750-b590580e6cab,386.54828095466337,#C C picks apple from the bowl,Cooking,Object Transfer,Logistics step of picking up an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,387.1729509546634,#C C eats the apple,Cooking,Stationary,"Eating involves minimal movement, primarily stationary hand and mouth activity.",silver
223a838a-385b-46c8-b750-b590580e6cab,388.5120909546634,#C C puts apple on the countertop,Cooking,Object Transfer,"Logistics step, moving an object to a location.",silver
223a838a-385b-46c8-b750-b590580e6cab,389.5040709546634,#C C picks the chopping board,Cooking,Object Transfer,Logistics step involving picking up an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,391.0139609546634,#C C transfers chopped apple in a bowl,Cooking,Object Transfer,"The action involves picking up and moving an object, which corresponds to logistics and transfer of items.",silver
223a838a-385b-46c8-b750-b590580e6cab,397.1301609546634,#C C put chopping board on the countertop,Cooking,Object Transfer,Logistics step involving moving an object to a location.,silver
223a838a-385b-46c8-b750-b590580e6cab,398.4740709546634,#C C stares at the television,Cooking,Stationary,"Low body/hand motion, eyes focused on television.",silver
223a838a-385b-46c8-b750-b590580e6cab,399.6868109546634,#C C chops the apple,Cooking,Essential Operation,"Core task, high hand activity.",silver
223a838a-385b-46c8-b750-b590580e6cab,418.4686909546634,#C C stares at the television,Cooking,Stationary,"Low body/hand motion, focused attention.",silver
223a838a-385b-46c8-b750-b590580e6cab,419.4346809546634,#C C picks apple from the bowl,Cooking,Object Transfer,"Logistics step, picking up an object.",silver
223a838a-385b-46c8-b750-b590580e6cab,420.4814809546634,#C C chops the apple,Cooking,Essential Operation,Core task involving repetitive hand movements.,silver
223a838a-385b-46c8-b750-b590580e6cab,441.2350009546634,#C C picks the chopping board,Cooking,Object Transfer,Logistics step involving picking up an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,442.5286909546634,#C C transfers chopped apple in a bowl,Cooking,Object Transfer,Logistics step involving pick up and put down actions.,silver
223a838a-385b-46c8-b750-b590580e6cab,446.5863009546634,#C C walks around the kitchen,Cooking,Locomotion,Body moving through space (walking).,silver
223a838a-385b-46c8-b750-b590580e6cab,449.2872209546634,#C C puts bowl in the kitchen sink,Cooking,Object Transfer,Logistics step involving picking up and placing the bowl.,silver
223a838a-385b-46c8-b750-b590580e6cab,450.6929509546634,#C CC picks a spoon,Cooking,Object Transfer,"Logistics/Setup step, picking up an object.",silver
223a838a-385b-46c8-b750-b590580e6cab,451.83300095466336,#C C walks around the kitchen,Cooking,Locomotion,"Body moving through space, indicative of walking.",silver
223a838a-385b-46c8-b750-b590580e6cab,454.9871109546634,#C C picks a jar,Cooking,Object Transfer,Logistics/Setup step involving picking up an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,457.16423095466337,#C C opens the jar,Cooking,Object Transfer,Logistics step involving opening a container.,silver
223a838a-385b-46c8-b750-b590580e6cab,458.2811809546634,#C C scoops an ingredient with a spoon,Cooking,Object Transfer,Logistics step involving picking up and transferring an ingredient.,silver
223a838a-385b-46c8-b750-b590580e6cab,460.3855409546634,#C C sprinkles the ingredient on the apple,Cooking,Essential Operation,"Core task, high hand activity.",silver
223a838a-385b-46c8-b750-b590580e6cab,461.9853209546634,#C C scoops an ingredient with a spoon,Cooking,Object Transfer,Logistics step involving picking up and transferring an ingredient.,silver
223a838a-385b-46c8-b750-b590580e6cab,463.3974709546634,#C C sprinkles the ingredient on the apple,Cooking,Essential Operation,Core task involving fine hand movements.,silver
223a838a-385b-46c8-b750-b590580e6cab,465.2062609546634,#C C puts spoon in the bowl,Cooking,Object Transfer,"Logistics step, moving the spoon to the bowl.",silver
223a838a-385b-46c8-b750-b590580e6cab,466.1231609546634,#C C closes the jar,Cooking,Object Transfer,"Closing an object, involves picking up and manipulating the jar.",silver
223a838a-385b-46c8-b750-b590580e6cab,467.5911409546634,#C C places jar on the countertop,Cooking,Object Transfer,Logistics step involving placing an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,468.3618309546634,#C C walks around the kitchen,Cooking,Locomotion,"Body moving through space, indicative of walking.",silver
223a838a-385b-46c8-b750-b590580e6cab,471.36236095466336,#C C opens the cabinet,Cooking,Object Transfer,Logistics step involving opening a cabinet.,silver
223a838a-385b-46c8-b750-b590580e6cab,472.9187409546634,#C C stares at the cabinet,Cooking,Stationary,"Low body/hand motion, focused gaze.",silver
223a838a-385b-46c8-b750-b590580e6cab,477.62339095466336,#C C inspects the cabinet,Cooking,Search,"Head movement (visual inspection), hands mostly still.",silver
223a838a-385b-46c8-b750-b590580e6cab,481.8532709546634,#C C closes the cabinet,Cooking,Object Transfer,Closing a cabinet involves a specific action to manipulate an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,483.1358709546634,#C C opens the cabinet,Cooking,Object Transfer,Logistics/Setup step involving opening a cabinet.,silver
223a838a-385b-46c8-b750-b590580e6cab,485.15955095466336,#C C inspects the cabinet,Cooking,Search,"Head movement (visual inspection), hands mostly still.",silver
223a838a-385b-46c8-b750-b590580e6cab,487.6906609546634,#C C picks a jar,Cooking,Object Transfer,Logistics step involving picking up an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,489.0368609546634,#C C walks around the kitchen,Cooking,Locomotion,Body moving through space (walking).,silver
223a838a-385b-46c8-b750-b590580e6cab,491.5962109546634,#C C adds spice on the chopped apple,Cooking,Essential Operation,Core task involving manual operation with the hand.,silver
223a838a-385b-46c8-b750-b590580e6cab,495.3029309546634,#C C closes the spice,Cooking,Object Transfer,"Closing an object, which involves logistics.",silver
223a838a-385b-46c8-b750-b590580e6cab,496.4572509546634,#C C places container on the countertop,Cooking,Object Transfer,"Logistics step, placing an object.",silver
223a838a-385b-46c8-b750-b590580e6cab,497.1136809546634,#C C walks around the kitchen,Cooking,Locomotion,"Movement through space, high body acceleration.",silver
223a838a-385b-46c8-b750-b590580e6cab,498.9263709546634,#C C opens the cabinet,Cooking,Object Transfer,Logistics action involving opening a cabinet.,silver
223a838a-385b-46c8-b750-b590580e6cab,505.3945509546634,#C C picks a container from the cabinet,Cooking,Object Transfer,Logistics step involving picking up an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,505.9951309546634,#C C walks around the kitchen,Cooking,Locomotion,Body moving through space (walking).,silver
223a838a-385b-46c8-b750-b590580e6cab,509.4548609546634,#C C opens the container,Cooking,Object Transfer,Logistics step involving opening a container.,silver
223a838a-385b-46c8-b750-b590580e6cab,510.1664109546634,#C C places container on the countertop,Cooking,Object Transfer,Logistics step involving placing an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,513.0583309546633,#C C opens the container,Cooking,Object Transfer,Logistics step involving the opening of a container.,silver
223a838a-385b-46c8-b750-b590580e6cab,516.1342909546634,#C C walks around the kitchen,Cooking,Locomotion,Body moving through space (walking).,silver
223a838a-385b-46c8-b750-b590580e6cab,520.4907909546633,#C C picks a chopping board,Cooking,Object Transfer,"Logistics/Setup step, picking up an object.",silver
223a838a-385b-46c8-b750-b590580e6cab,521.8554009546634,#C C picks a knife,Cooking,Object Transfer,Logistics/Setup step.,silver
223a838a-385b-46c8-b750-b590580e6cab,522.5896709546633,#C C walks around the kitchen,Cooking,Locomotion,"Body moving through space, indicative of walking.",silver
223a838a-385b-46c8-b750-b590580e6cab,524.8474309546634,#C C places chopping board on the countertop,Cooking,Object Transfer,Logistics step involving placing an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,525.5024509546635,#C C picks fruit #unsure from the container,Cooking,Object Transfer,Logistics step involving picking up an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,527.3385509546634,#C C places fruit #unsure on the chopping board,Cooking,Object Transfer,Logistics step of placing fruit on the chopping board.,silver
223a838a-385b-46c8-b750-b590580e6cab,529.9389009546634,#C C holds the fruit #unsure in place,Cooking,Stationary,"Low body/hand motion, holding in place.",silver
223a838a-385b-46c8-b750-b590580e6cab,531.3378309546634,#C C chops the fruit #unsure,Cooking,Essential Operation,Core task involving high hand activity.,silver
223a838a-385b-46c8-b750-b590580e6cab,560.2329409546634,#C C picks food #unsure from a container,Cooking,Object Transfer,Logistics step involving picking up an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,560.6861309546634,#C C eats the food #unsure,Cooking,Stationary,"Eating involves minimal movement, primarily occurring in the mouth and hands holding utensils.",silver
223a838a-385b-46c8-b750-b590580e6cab,561.7684409546634,#C C moves the chopping board,Cooking,Object Transfer,Logistics step involving moving an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,564.4380009546634,#C C holds the food #unsure in place,Cooking,Stationary,"Low body/hand motion, holding in place.",silver
223a838a-385b-46c8-b750-b590580e6cab,567.2567209546634,#C C chops food #unsure,Cooking,Essential Operation,Core task involving high hand activity.,silver
223a838a-385b-46c8-b750-b590580e6cab,591.0781309546634,#C C picks food #unsure from a container,Cooking,Object Transfer,Logistics step involving picking up an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,591.7516009546634,#C C eats the food #unsure,Cooking,Stationary,Eating involves minimal body movement and is generally a stationary activity.,silver
223a838a-385b-46c8-b750-b590580e6cab,592.6315709546634,#C C looks around the apartment,Cooking,Search,"Visual search or monitoring, likely involves head movement.",silver
223a838a-385b-46c8-b750-b590580e6cab,596.9671809546634,#C C chops food #unsure,Cooking,Essential Operation,Core task involving high hand activity.,silver
223a838a-385b-46c8-b750-b590580e6cab,600.5581209546634,#C C looks around the apartment,Cooking,Search,"Head movement (visual search), hands mostly still.",silver
223a838a-385b-46c8-b750-b590580e6cab,602.2919009546633,#C C picks food #unsure from a container,Cooking,Object Transfer,Logistics step involving picking up an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,603.3017509546634,#C C chops food #unsure,Cooking,Essential Operation,Core task involving high hand activity.,silver
223a838a-385b-46c8-b750-b590580e6cab,609.6435309546634,#C C picks food #unsure from a container,Cooking,Object Transfer,Logistics step involving picking up an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,612.7071409546634,#C C chops food #unsure,Cooking,Essential Operation,Core task involving high hand activity.,silver
223a838a-385b-46c8-b750-b590580e6cab,616.2290509546634,#C C picks food #unsure from a container,Cooking,Object Transfer,Logistics step involving picking up an item.,silver
223a838a-385b-46c8-b750-b590580e6cab,617.1566109546634,#C C chops food #unsure,Cooking,Essential Operation,Core task involving repetitive hand movements.,silver
223a838a-385b-46c8-b750-b590580e6cab,619.0151809546634,#C C looks around the apartment,Cooking,Search,"Head movement (visual search), hands mostly still.",silver
223a838a-385b-46c8-b750-b590580e6cab,622.4422409546634,#C C chops food #unsure,Cooking,Essential Operation,Core task involving high hand activity.,silver
223a838a-385b-46c8-b750-b590580e6cab,623.8786009546634,#C C picks food #unsure from a container,Cooking,Object Transfer,Logistics step involving picking up an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,624.8455709546633,#C C chops food #unsure,Cooking,Essential Operation,Core task involving repetitive hand movements.,silver
223a838a-385b-46c8-b750-b590580e6cab,631.2378609546633,#C C picks food #unsure from a container,Cooking,Object Transfer,Logistics step of picking up an item.,silver
223a838a-385b-46c8-b750-b590580e6cab,633.3396109546634,#C C chops food #unsure,Cooking,Essential Operation,Core task involving high hand activity.,silver
223a838a-385b-46c8-b750-b590580e6cab,644.8392209546633,#C C places knife on the countertop,Cooking,Object Transfer,Logistics step involving placing an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,645.7443309546634,#C C picks the chopping board,Cooking,Object Transfer,Logistics/Setup step.,silver
223a838a-385b-46c8-b750-b590580e6cab,647.2496609546633,#C C picks a bowl,Cooking,Object Transfer,Logistics step involving picking up an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,648.3781809546634,#C C places bowl on the countertop,Cooking,Object Transfer,Logistics step involving the placement of an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,649.5673209546634,#C C puts food in the bowl,Cooking,Object Transfer,Logistics step involving picking up and placing the food.,silver
223a838a-385b-46c8-b750-b590580e6cab,656.2667709546633,#C C walks around the kitchen,Cooking,Locomotion,"Body moving through space, involves walking.",silver
223a838a-385b-46c8-b750-b590580e6cab,658.5892309546634,#C C puts chopping board in the sink,Cooking,Object Transfer,Logistics step involving moving an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,659.1500009546634,#C C opens the tap,Cooking,Object Transfer,"Logistics action, opening an object (tap).",silver
223a838a-385b-46c8-b750-b590580e6cab,659.7502409546635,#C C rinses the chopping board,Cooking,Essential Operation,Core task involving high hand activity.,silver
223a838a-385b-46c8-b750-b590580e6cab,663.8299709546634,#C C closes the tap,Cooking,Essential Operation,Closing the tap is a core manual task involving fine motor skills.,silver
223a838a-385b-46c8-b750-b590580e6cab,666.7425609546634,#C C puts chopping board on a dish rack,Cooking,Object Transfer,Logistics step involving placing an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,669.3593009546634,#C C inspects the sink strainer,Cooking,Search,"Visual inspection, head movement, hands mostly still.",silver
223a838a-385b-46c8-b750-b590580e6cab,670.0046809546634,#C C picks a bowl,Cooking,Object Transfer,Logistics/Setup step involving picking up an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,671.4684009546634,#C C opens the tap,Cooking,Object Transfer,Logistics/Setup step (opening a tap).,silver
223a838a-385b-46c8-b750-b590580e6cab,672.0950009546634,#C C rinses the bowl,Cooking,Essential Operation,Core task involving high hand activity.,silver
223a838a-385b-46c8-b750-b590580e6cab,673.3651709546634,#C C picks a sponge,Cooking,Object Transfer,Logistics step involving picking up an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,674.1124709546634,#C C washes the bowl,Cooking,Essential Operation,Core task involving manual activity with the hands.,silver
223a838a-385b-46c8-b750-b590580e6cab,681.9316209546635,#C C closes the tap,Cooking,Essential Operation,Core task involving hand activity to stop the flow of water.,silver
223a838a-385b-46c8-b750-b590580e6cab,681.4612409546634,#C C puts sponge in the sink,Cooking,Object Transfer,Logistics step involving moving an object (sponge).,silver
223a838a-385b-46c8-b750-b590580e6cab,683.8441509546634,#C C puts bowl in a dish rack,Cooking,Object Transfer,"Logistics step, involves placing an object.",silver
223a838a-385b-46c8-b750-b590580e6cab,687.5467609546633,#C C walks around the kitchen,Cooking,Locomotion,Body moving through space (walking).,silver
223a838a-385b-46c8-b750-b590580e6cab,692.9393009546634,#C C picks a towel,Cooking,Object Transfer,Logistics step involving picking up an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,693.7340009546634,#C C dries her hands,Cooking,Stationary,"Low body/hand motion, likely idle or minimal movement.",silver
223a838a-385b-46c8-b750-b590580e6cab,696.2468909546634,#C C picks a knife,Cooking,Object Transfer,"Logistics step, picking up an object.",silver
223a838a-385b-46c8-b750-b590580e6cab,698.2046309546633,#C C scrapes knife on the bowl,Cooking,Essential Operation,Core task involving high hand activity.,silver
223a838a-385b-46c8-b750-b590580e6cab,699.9679509546634,#C C places knife on the countertop,Cooking,Object Transfer,Logistics step involving placing an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,700.6415509546634,#C C stirs food in a bowl,Cooking,Essential Operation,Core manual task involving high hand activity.,silver
223a838a-385b-46c8-b750-b590580e6cab,715.5923609546634,#C C picks the bowl,Cooking,Object Transfer,Logistics/Setup step involving picking up an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,716.0684409546634,#C C puts bowl on the countertop,Cooking,Object Transfer,Logistics step of placing an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,717.0576509546634,#C C picks food #unsure from a container,Cooking,Object Transfer,Logistics step involving picking up an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,720.1311409546634,#C C seals the container,Cooking,Essential Operation,Core task involving manual operation to seal the container.,silver
223a838a-385b-46c8-b750-b590580e6cab,722.0597209546634,#C C picks the container,Cooking,Object Transfer,Logistics step involving picking up an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,722.6195809546634,#C C walks around the kitchen,Cooking,Locomotion,Body moving through space (walking).,silver
223a838a-385b-46c8-b750-b590580e6cab,725.7504809546634,#C C opens the cabinet,Cooking,Object Transfer,Logistics step involving opening a cabinet.,silver
223a838a-385b-46c8-b750-b590580e6cab,726.6733509546634,#C C puts container in the cabinet,Cooking,Object Transfer,Logistics step involving placing an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,729.2889309546633,#C C closes the cabinet,Cooking,Object Transfer,"Logistics step involving closing a cabinet, short burst of hand activity.",silver
223a838a-385b-46c8-b750-b590580e6cab,730.1728309546634,#C C walks around the kitchen,Cooking,Locomotion,Body moving through space (walking).,silver
223a838a-385b-46c8-b750-b590580e6cab,732.4347009546634,#C C opens the cabinet,Cooking,Object Transfer,Logistics/Setup step involving opening a cabinet.,silver
223a838a-385b-46c8-b750-b590580e6cab,733.6640609546635,#C C stares at the cabinet,Cooking,Stationary,"Low body/hand motion, focused gaze.",silver
223a838a-385b-46c8-b750-b590580e6cab,734.5946209546634,#C C closes the cabinet,Cooking,Object Transfer,Logistics step involving closing an object (cabinet).,silver
223a838a-385b-46c8-b750-b590580e6cab,735.8522009546634,#C C pulls the drawer,Cooking,Object Transfer,Logistics step involving drawer manipulation.,silver
223a838a-385b-46c8-b750-b590580e6cab,738.0606009546634,#C C inspects the drawer,Cooking,Search,"Head movement (visual inspection), hands mostly still.",silver
223a838a-385b-46c8-b750-b590580e6cab,742.8996809546634,#C C closes the drawer,Cooking,Object Transfer,Logistics action involving closing a drawer.,silver
223a838a-385b-46c8-b750-b590580e6cab,739.6444609546634,#C C picks a plastic mat,Cooking,Object Transfer,Logistics step involving picking up an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,743.6957109546634,#C C walks around the kitchen,Cooking,Locomotion,"Body moving through space, indicative of walking.",silver
223a838a-385b-46c8-b750-b590580e6cab,746.0138909546633,#C C places the plastic mat on the countertop,Cooking,Object Transfer,Logistics step involving placing an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,749.9173109546634,#C C unfolds the plastic mat,Cooking,Stationary,The action involves setting up an item without significant body or hand movement.,silver
223a838a-385b-46c8-b750-b590580e6cab,752.0499109546633,#C C places the plastic mat on the countertop,Cooking,Object Transfer,Logistics step involving placing an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,754.7589409546633,#C C picks knife from the countertop,Cooking,Object Transfer,Logistics/Setup step involving picking up an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,756.3927909546634,#C C walks around the kitchen,Cooking,Locomotion,"Body moving through space, indicative of walking.",silver
223a838a-385b-46c8-b750-b590580e6cab,758.7195409546634,#C C places knife on the sink,Cooking,Object Transfer,Logistics step involving placing an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,759.8357209546634,#C C walks around the kitchen,Cooking,Locomotion,"Body moving through space, indicative of walking.",silver
223a838a-385b-46c8-b750-b590580e6cab,762.0936509546634,#C C pulls the oven drawer,Cooking,Object Transfer,Logistics action involving the manipulation of an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,764.2906109546634,#C C picks a tray,Cooking,Object Transfer,Logistics action involving picking up an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,766.1058509546634,#C C closes the oven drawer,Cooking,Object Transfer,Closing a drawer involves logistics and setup actions.,silver
223a838a-385b-46c8-b750-b590580e6cab,766.8355209546634,#C C walks around the kitchen,Cooking,Locomotion,"Movement through space, high body acceleration.",silver
223a838a-385b-46c8-b750-b590580e6cab,769.6308609546634,#C C puts tray on the countertop,Cooking,Object Transfer,"Logistics step, moving an object to a location.",silver
223a838a-385b-46c8-b750-b590580e6cab,770.4173209546634,#C C picks a mat,Cooking,Object Transfer,Logistics/Setup step.,silver
223a838a-385b-46c8-b750-b590580e6cab,773.4965609546634,#C C places mat on the tray,Cooking,Object Transfer,Logistics step involving placement of an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,774.8896509546635,#C C picks the tray,Cooking,Object Transfer,Logistics/Setup step involving picking up an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,776.5983609546633,#C C walks around the kitchen,Cooking,Locomotion,Body moving through space (walking).,silver
223a838a-385b-46c8-b750-b590580e6cab,778.5611309546634,#C C places tray on the countertop,Cooking,Object Transfer,Logistics step involving placing an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,779.5872309546634,#C C walks around the kitchen,Cooking,Locomotion,"Body moving through space, high body acceleration.",silver
223a838a-385b-46c8-b750-b590580e6cab,781.3489209546634,#C C picks a remote,Cooking,Object Transfer,Logistics/Setup step involving picking up an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,783.0527509546635,#C C places remote on the countertop,Cooking,Object Transfer,Logistics step involving placing an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,783.8478209546633,#C C picks a carton,Cooking,Object Transfer,Logistics step involving picking up an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,784.9543509546634,#C C opens the carton,Cooking,Object Transfer,Logistics/Setup step involving opening an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,790.5967109546634,#C C removes paper from the carton,Cooking,Object Transfer,Logistics step involving picking up and removing an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,791.4631909546633,#C C walks around the kitchen,Cooking,Locomotion,"Body moving through space, involves walking.",silver
223a838a-385b-46c8-b750-b590580e6cab,792.6741309546634,#C C places carton on the countertop,Cooking,Object Transfer,"Logistics step of placing an object, short burst of hand activity.",silver
223a838a-385b-46c8-b750-b590580e6cab,793.3492909546634,#C C stares at the bag,Cooking,Stationary,"Low body/hand motion, focused gaze.",silver
223a838a-385b-46c8-b750-b590580e6cab,796.6712209546633,#C C picks knife from the sink,Cooking,Object Transfer,"Logistics/Setup step, picking up an object.",silver
223a838a-385b-46c8-b750-b590580e6cab,797.4820509546635,#C C cuts the bag,Cooking,Essential Operation,"Core task, high hand activity.",silver
223a838a-385b-46c8-b750-b590580e6cab,798.7393909546633,#C C places knife in the sink,Cooking,Object Transfer,Logistics step involving placing an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,799.9004309546634,#C C tears the bag,Cooking,Object Transfer,Logistics action of opening or tearing a bag.,silver
223a838a-385b-46c8-b750-b590580e6cab,803.1492809546634,#C C walks around the kitchen,Cooking,Locomotion,"Movement through space, high body acceleration.",silver
223a838a-385b-46c8-b750-b590580e6cab,806.1227009546634,#C C places paper on countertop,Cooking,Object Transfer,Logistics step involving placing an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,807.7532809546634,#C C looks around the apartment,Cooking,Search,"Visual search or monitoring, likely involves head movement.",silver
223a838a-385b-46c8-b750-b590580e6cab,814.0789809546634,#C C pulls a paper,Cooking,Object Transfer,"Logistics step, likely picking up or moving an object.",silver
223a838a-385b-46c8-b750-b590580e6cab,818.9836409546633,#C C places paper on the countertop,Cooking,Object Transfer,Logistics step involving placing an object.,silver
223a838a-385b-46c8-b750-b590580e6cab,820.2034609546633,#C C picks the paper,Cooking,Object Transfer,Logistics step involving picking up an object.,silver
