action,batch,narration_text,reasoning,round,scenario,status,timestamp_sec,video_uid
Essential Operation,6,#C C opens page in the book.,"Action involves opening a page, which is a logistics step.",r001,Cooking,Gold,2485.183185266667,555ff1a5-c30b-434c-a251-b5105cdc1fb9
Search,6,#C C views photos of flowers in the book.,"Visual search through the book, minimal body movement.",r001,Cooking,Gold,2545.503895266667,555ff1a5-c30b-434c-a251-b5105cdc1fb9
Stationary,6,#O person Y gestures.,"Low body/hand motion, likely involves minimal movement.",r001,Cooking,Gold,2655.722575266667,555ff1a5-c30b-434c-a251-b5105cdc1fb9
Stationary,6,#O person X looks at person Y.,"Low body/hand motion, focused on observation.",r001,Cooking,Gold,2656.8182552666667,555ff1a5-c30b-434c-a251-b5105cdc1fb9
Search,6,#O person X looks around.,"Head movement (looking around), hands mostly still.",r001,Cooking,Gold,2664.6353252666668,555ff1a5-c30b-434c-a251-b5105cdc1fb9
Locomotion,6,#O person Y walks around.,"Movement through space, high body acceleration.",r001,Cooking,Gold,2673.496685266667,555ff1a5-c30b-434c-a251-b5105cdc1fb9
Object Transfer,6,#C C takes a book on a table.,Logistics step involving picking up and placing an object.,r001,Cooking,Gold,2699.362045266667,555ff1a5-c30b-434c-a251-b5105cdc1fb9
Essential Operation,6,#C C Turns a page of a book,"Head movement (visual search), hands mostly still.",r001,Cooking,Gold,2798.748545266667,555ff1a5-c30b-434c-a251-b5105cdc1fb9
Object Transfer,6,#C C Picks up a towel,Logistics step involving picking up an object.,r001,Cooking,Gold,2918.043695266667,555ff1a5-c30b-434c-a251-b5105cdc1fb9
Essential Operation,6,#C C scrapes the draining tray with his left hand. #Unsure,Core task involving high hand activity.,r001,Cooking,Gold,26.421699600000004,55cf338b-c86b-4f6e-85fd-dc4b722d1967
Object Transfer,6,#C C places the container on the kitchen counter.,Logistics step of placing an object.,r001,Cooking,Gold,206.8616696,55cf338b-c86b-4f6e-85fd-dc4b722d1967
Object Transfer,6,#C C places half of the avocado in a sink with his left hand. #unsure,Logistics step of moving the avocado to the sink.,r001,Cooking,Gold,215.0986596,55cf338b-c86b-4f6e-85fd-dc4b722d1967
Object Transfer,6,#C C puts the pieces of avocado into the container with his right hand.,Logistics step involving picking up and placing items.,r001,Cooking,Gold,228.9681096,55cf338b-c86b-4f6e-85fd-dc4b722d1967
Object Transfer,6,#C C adjusts the food in the plate with his right hand.,Logistics step involving picking up and placing food.,r001,Cooking,Gold,361.7290409546634,55cf338b-c86b-4f6e-85fd-dc4b722d1967
Essential Operation,6,#C C folds the pack with his left hand.,Core manual task involving hand activity.,r001,Cooking,Gold,437.2949609546634,55cf338b-c86b-4f6e-85fd-dc4b722d1967
Object Transfer,6,#C C lifts a grape pack up with his left hand. #Unsure,Logistics step involving picking up an object.,r001,Cooking,Gold,449.05121095466336,55cf338b-c86b-4f6e-85fd-dc4b722d1967
Object Transfer,6,#C C moves the container with his left hand.,Logistics step involving moving an object.,r001,Cooking,Gold,700.3465209546634,55cf338b-c86b-4f6e-85fd-dc4b722d1967
Essential Operation,6,#C C rinses the blender collar in the sink with both hands.,Core task involving high hand activity.,r001,Cooking,Gold,724.1434509546634,55cf338b-c86b-4f6e-85fd-dc4b722d1967
Object Transfer,6,#C C drops the needle brush in the container on the cabinet with his right hand.,"[CtxFixed] The action of dropping the needle brush into the container on the cabinet is a deliberate placement of the object, which fits the criteria for 'Object Transfer'.",r001,Cooking,Gold,765.7595509546634,55cf338b-c86b-4f6e-85fd-dc4b722d1967
Object Transfer,6,#C C pours beef on the plate on the cabinet with a spoon in his right hand.,Logistics action involving pouring and transferring the spoon.,r001,Cooking,Gold,1011.9629809546634,55cf338b-c86b-4f6e-85fd-dc4b722d1967
Essential Operation,6,#C C opens a microwave with his right hand.,Logistics action involving opening a microwave.,r001,Cooking,Gold,1102.9400309546634,55cf338b-c86b-4f6e-85fd-dc4b722d1967
Stationary,6,#C C holds a knife on the plate on the table with his left hand.,"Low body/hand motion, holding position.",r001,Cooking,Gold,1263.9939809546634,55cf338b-c86b-4f6e-85fd-dc4b722d1967
Locomotion,6,#C C walks to the laundry,Body moving through space (walking).,r001,Cleaning,Gold,77.48919526666666,56a3b49c-6979-4253-9ff5-2733c3e2f229
Object Transfer,6,#C C scoops the powder soap with a jug from the box,Logistics step involving picking up and transferring the soap.,r001,Cleaning,Gold,83.87433526666666,56a3b49c-6979-4253-9ff5-2733c3e2f229
Object Transfer,6,#C C puts the jug on top of laundry,Logistics step involving moving an object (jug) to a new location.,r001,Cleaning,Gold,88.71690526666666,56a3b49c-6979-4253-9ff5-2733c3e2f229
Stationary,6,#C C looks at the knob,"Head movement (visual inspection), hands mostly still.",r001,Cleaning,Gold,91.60802526666666,56a3b49c-6979-4253-9ff5-2733c3e2f229
Object Transfer,6,#C C removes the cap with right hand,Logistics step involving the removal of a cap.,r001,Cleaning,Gold,193.31431526666665,56a3b49c-6979-4253-9ff5-2733c3e2f229
Locomotion,6,#C C walks to the supermarket entrance,Body moving through space (walking).,r001,Cleaning,Gold,477.4543252666667,56a3b49c-6979-4253-9ff5-2733c3e2f229
Object Transfer,6,#C C opens the supermarket door,Logistics action involving opening a door.,r001,Cleaning,Gold,478.52248526666665,56a3b49c-6979-4253-9ff5-2733c3e2f229
Locomotion,6,#C C walks to the cashier desk,Body moving through space (walking).,r001,Cleaning,Gold,606.3747352666667,56a3b49c-6979-4253-9ff5-2733c3e2f229
Search,6,#O man D scans #unsure,"Visual search or monitoring, indicated by the unsure state.",r001,Cleaning,Gold,621.9552852666667,56a3b49c-6979-4253-9ff5-2733c3e2f229
Locomotion,6,#C C Goes up the stairs,"Body moving through space (going up stairs), high body acceleration.",r001,Cleaning,Gold,937.1479652666668,56a3b49c-6979-4253-9ff5-2733c3e2f229
Stationary,6,#C C Sits,"Low body/hand motion, indicates a resting or idle state.",r001,Cleaning,Gold,1244.3103352666667,56a3b49c-6979-4253-9ff5-2733c3e2f229
Stationary,6,#C C Watches a football match on the computer,"Low body/hand motion, focused activity.",r001,Cleaning,Gold,1328.4730552666665,56a3b49c-6979-4253-9ff5-2733c3e2f229
Locomotion,6,#C C bends down,"Body movement through space, specifically a change in body posture (bending down) which involves significant body acceleration.",r001,Cleaning,Gold,271.9657986,575dbff3-44c8-4fda-92f7-fbf3070f8789
Object Transfer,6,#C C places one container down,Logistics step involving the placement of an object.,r001,Cleaning,Gold,33.6227386,58365f2a-f88a-46f8-9572-3fdbfd693c82
Essential Operation,6,#C C empty's water in soap dish,"Core task involving manual effort to empty water, high hand activity.",r001,Cleaning,Gold,180.9568186,58365f2a-f88a-46f8-9572-3fdbfd693c82
Object Transfer,6,#C C puts down the detergent,Logistics step involving placing an object down.,r001,Cleaning,Gold,192.9024586,58365f2a-f88a-46f8-9572-3fdbfd693c82
Object Transfer,6,#C C places the spoon in a utensil rack,Logistics step involving the placement of an object.,r001,Cleaning,Gold,286.3453857855829,58365f2a-f88a-46f8-9572-3fdbfd693c82
Object Transfer,6,#C C places the scouring pad on a sink top,Logistics step involving picking up and placing an object.,r001,Cleaning,Gold,298.9343757855829,58365f2a-f88a-46f8-9572-3fdbfd693c82
Object Transfer,6,#C C places a bowl on the other,Logistics step involving picking up and putting down an object.,r001,Cleaning,Gold,301.4511557855829,58365f2a-f88a-46f8-9572-3fdbfd693c82
Essential Operation,6,#C C washes the spoon with a scouring pad,Core manual task involving high hand activity.,r001,Cleaning,Gold,345.4945157855829,58365f2a-f88a-46f8-9572-3fdbfd693c82
Stationary,6,#C C holds the spoon with his right hand,"Low body/hand motion, holding an object without movement.",r001,Cleaning,Gold,349.5715757855829,58365f2a-f88a-46f8-9572-3fdbfd693c82
Object Transfer,6,#C C puts the container and lid in a bag,Logistics step involving picking up and placing objects.,r001,Cleaning,Gold,411.7676357855829,58365f2a-f88a-46f8-9572-3fdbfd693c82
Object Transfer,6,#C C picks a knife and plate from the sink table,"Logistics of picking up objects, involves short bursts of hand acceleration.",r001,Cleaning,Gold,457.8910557855829,58365f2a-f88a-46f8-9572-3fdbfd693c82
Stationary,6,#C C holds a plate in the sink,"Low body/hand motion, holding an object without movement.",r001,Cleaning,Gold,470.2987957855829,58365f2a-f88a-46f8-9572-3fdbfd693c82
Essential Operation,6,#C C dips the peeling knife in water,Core task involving a manual action with the hand.,r001,Cleaning,Gold,482.5986157855829,58365f2a-f88a-46f8-9572-3fdbfd693c82
Essential Operation,6,#C C washes the peeling knife with a scouring pad,Core task involving high hand activity.,r001,Cleaning,Gold,483.9567957855829,58365f2a-f88a-46f8-9572-3fdbfd693c82
Object Transfer,6,#C C places the peeling knife on a sink top,Logistics step involving placing an object.,r001,Cleaning,Gold,491.7200157855829,58365f2a-f88a-46f8-9572-3fdbfd693c82
Essential Operation,6,#C C removes a wet wipe,Core manual task involving hand activity.,r001,Cleaning,Gold,907.8422458298178,58365f2a-f88a-46f8-9572-3fdbfd693c82
Object Transfer,6,#C C places the wet wipes pack on the cabinet,Logistics step involving picking up and placing an object.,r001,Cleaning,Gold,918.5386758298176,58365f2a-f88a-46f8-9572-3fdbfd693c82
Essential Operation,6,#C C wipes kitchen service,Core task involving high hand activity.,r001,Cleaning,Gold,923.9739858298178,58365f2a-f88a-46f8-9572-3fdbfd693c82
Locomotion,6,#c c walks down the stairs,"Body moving through space (walking), high body acceleration.",r001,Carpentry,Gold,1.9921,586cb628-4f39-468b-b561-7e3e3e8e2125
Essential Operation,6,#C C lifts cloths,Core task involving high hand activity.,r001,Cleaning,Gold,24.0122886,589fd5f5-bccb-4820-b248-87054fcade25
Object Transfer,6,#C C removes cloths from the bag,Logistics/Setup step.,r001,Cleaning,Gold,88.8661986,589fd5f5-bccb-4820-b248-87054fcade25
Object Transfer,6,#C C puts the cloths in the machine,Logistics step of placing an object.,r001,Cleaning,Gold,278.0261386,589fd5f5-bccb-4820-b248-87054fcade25
Search,6,#C C looks at the bag,"Head movement (visual inspection), passive hands.",r001,Cleaning,Gold,328.97618958632813,589fd5f5-bccb-4820-b248-87054fcade25
Object Transfer,6,#C C removes the stuff inside the bag,Logistics step involving picking up and removing objects.,r001,Cleaning,Gold,368.3567795863282,589fd5f5-bccb-4820-b248-87054fcade25
Object Transfer,6,#C C picks up a jacket,Logistics step involving picking up an object.,r001,Cleaning,Gold,424.11520958632815,589fd5f5-bccb-4820-b248-87054fcade25
Object Transfer,6,#C C puts the cloth down,Logistics/Setup step involving the placement of an object.,r001,Cleaning,Gold,470.94154958632816,589fd5f5-bccb-4820-b248-87054fcade25
Object Transfer,6,#C C puts the pillow down,Logistics step of placing an object.,r001,Cleaning,Gold,499.1427095863281,589fd5f5-bccb-4820-b248-87054fcade25
Object Transfer,6,#C C puts the pillow case down,Logistics step involving picking up and placing down an object.,r001,Cleaning,Gold,520.9151895863281,589fd5f5-bccb-4820-b248-87054fcade25
Locomotion,6,#C C Moves back,"Body moving through space, indicating movement.",r001,Cleaning,Gold,580.4182496931163,589fd5f5-bccb-4820-b248-87054fcade25
Locomotion,6,#C C Kneels on the bed,"Body movement to change position, involves kneeling which is a form of locomotion.",r001,Cleaning,Gold,691.4524396931163,589fd5f5-bccb-4820-b248-87054fcade25
Essential Operation,6,#C C Spreads the blanket,Core manual task involving high hand activity.,r001,Cleaning,Gold,715.9705396931163,589fd5f5-bccb-4820-b248-87054fcade25
Locomotion,6,#C C Walks towards the bathroom,"Body moving through space, indicative of walking.",r001,Cleaning,Gold,790.2064496931163,589fd5f5-bccb-4820-b248-87054fcade25
Locomotion,6,#C C walks around the bedroom,Body moving through space (walking).,r001,Cleaning,Gold,815.0820996931163,589fd5f5-bccb-4820-b248-87054fcade25
Object Transfer,6,#C C opens the closet,Logistics step involving opening a closet.,r001,Cleaning,Gold,883.4276173792969,589fd5f5-bccb-4820-b248-87054fcade25
Object Transfer,6,#C C picks up a hanger,Logistics step involving picking up an object.,r001,Cleaning,Gold,898.2045373792969,589fd5f5-bccb-4820-b248-87054fcade25
Essential Operation,6,#C C buttons up the dress,Core manual task involving fine motor skills.,r001,Cleaning,Gold,939.0836473792968,589fd5f5-bccb-4820-b248-87054fcade25
Locomotion,6,#C C rides the bicycle along the road.,Body moving through space via a vehicle (bicycle).,r001,Walking Outdoors,Gold,36.35805,615edb9e-bfc7-4080-afb3-d29e98ce2216
Locomotion,6,#O man C rides past C on a bicycle.,Body moving through space (riding a bicycle).,r001,Walking Outdoors,Gold,614.73927,615edb9e-bfc7-4080-afb3-d29e98ce2216
Stationary,6,#C C turns the head cam in his hands towards his face.,The action involves adjusting the head cam without significant body movement.,r001,Walking Outdoors,Gold,1911.7523633333333,615edb9e-bfc7-4080-afb3-d29e98ce2216
Search,6,#C C Looks around a restaurant,"Head movement (visual search), hands mostly still.",r001,Walking Outdoors,Gold,983.11923,64049385-6855-4eed-8b3c-ce3e8d704008
Search,6,#O A man x looks around a restaurant,"Head movement (visual search), hands mostly still.",r001,Walking Outdoors,Gold,1015.12707,64049385-6855-4eed-8b3c-ce3e8d704008
Object Transfer,6,#C C drops the carrot on the cutting board.,"The action involves a core task, likely preparing the carrot for cutting or use in a recipe, which involves high hand activity.",r001,Cooking,Gold,101.65301,64b355f3-ef49-4990-8622-9e9eef68b495
Essential Operation,6,#C C packs the small carrot pieces with her left hand.,Logistics step involving the handling and packing of objects.,r001,Cooking,Gold,172.56362,64b355f3-ef49-4990-8622-9e9eef68b495
Object Transfer,6,#C C drops the carrot pieces in the pot.,Refined via regex fallback,r001,Cooking,Gold,174.39993,64b355f3-ef49-4990-8622-9e9eef68b495
Essential Operation,6,#C C wipes the carrot on the knife with her left hand.,Core task involving high hand activity.,r001,Cooking,Gold,185.63523,64b355f3-ef49-4990-8622-9e9eef68b495
Essential Operation,6,#C C packs the small carrot pieces on the cutting board with her left hand.,Core manual task involving high hand activity.,r001,Cooking,Gold,332.77879,64b355f3-ef49-4990-8622-9e9eef68b495
Object Transfer,6,#C C puts the spoon in the jar with her right hand.,Logistics step involving placing an object.,r001,Cooking,Gold,405.74772,64b355f3-ef49-4990-8622-9e9eef68b495
Essential Operation,6,#C C pulls a carrot peel on the peeler with her right hand.,Core task involving high hand activity.,r001,Cooking,Gold,531.29538,64b355f3-ef49-4990-8622-9e9eef68b495
Object Transfer,6,#C C lifts up the carton of milk from the bowl,Logistics step involving picking up an object.,r001,Cooking,Gold,110.90308,672c902a-7871-4e8f-bae5-6e12e2a4e342
Locomotion,6,#C C exercises squats,"Body moving through space (standing up, sitting down), involves high body acceleration.",r001,Desk Work,Gold,54.9195186,6a1bdcdb-0def-4cbb-87ab-0da83b63552c
Stationary,6,#C C pauses the legs,"Low body/hand motion, likely indicating a pause or wait.",r001,Desk Work,Gold,533.1470185333402,6a1bdcdb-0def-4cbb-87ab-0da83b63552c
Search,6,#C C looks at the smart watch,"Head movement (looking), passive hands.",r001,Desk Work,Gold,902.42918065303,6a1bdcdb-0def-4cbb-87ab-0da83b63552c
Essential Operation,6,#C C paints the wood rod with a brush,Core task involving manual activity with the hands.,r001,Mechanical Repair,Gold,41.52431864583333,6a513338-0c76-418f-b842-e89547decacf
Object Transfer,6,#C C switches the brush to the other hand,Switching the brush to the other hand involves logistics and setup.,r001,Mechanical Repair,Gold,61.40154864583333,6a513338-0c76-418f-b842-e89547decacf
Stationary,6,#C C switches the brush to the other hand,Switching the brush to the other hand involves minimal body movement and is a preparatory action rather than a core task.,r001,Mechanical Repair,Gold,69.34863864583335,6a513338-0c76-418f-b842-e89547decacf
Essential Operation,6,#C C wipes his pants with his hand,"Low body/hand motion, cleaning action without movement.",r001,Mechanical Repair,Gold,243.7881886458333,6a513338-0c76-418f-b842-e89547decacf
Object Transfer,6,#C C pulls the brush off the paint container,Logistics step involving picking up or taking an object.,r001,Mechanical Repair,Gold,264.3738586458333,6a513338-0c76-418f-b842-e89547decacf
Stationary,6,#C C shifts on the ground,Shifting position on the ground indicates a change in posture but does not involve significant movement.,r001,Mechanical Repair,Gold,321.62454864583333,6a513338-0c76-418f-b842-e89547decacf
Stationary,6,#C C stares at the wooden rail,"Low body/hand motion, likely observing.",r001,Mechanical Repair,Gold,475.9837586458333,6a513338-0c76-418f-b842-e89547decacf
Locomotion,6,#C C kneels on the floor,Kneeling is a static position with low energy.,r001,Mechanical Repair,Gold,551.7330686458333,6a513338-0c76-418f-b842-e89547decacf
Object Transfer,6,#C c puts the cap on the container,Logistics/Setup step involving a short burst of hand activity.,r001,Cooking,Gold,29.0372896,6fd90f8d-7a4d-425d-a812-3268db0b0342
Essential Operation,6,#C c spreads the oil in the pan,"Core task, high hand activity.",r001,Cooking,Gold,139.8573696,6fd90f8d-7a4d-425d-a812-3268db0b0342
Essential Operation,6,#C c chops the sausages into small pieces,Core task involving repeated hand movements for chopping.,r001,Cooking,Gold,157.0240996,6fd90f8d-7a4d-425d-a812-3268db0b0342
Essential Operation,6,#C c chops the sausages with a knife,Core task involving precise hand movements.,r001,Cooking,Gold,192.1618896,6fd90f8d-7a4d-425d-a812-3268db0b0342
Object Transfer,6,#C c picks up the container with sausages,Logistics step involving picking up an object.,r001,Cooking,Gold,269.3634096,6fd90f8d-7a4d-425d-a812-3268db0b0342
Essential Operation,6,#C c pours the egg on the food,Core task involving a specific manual action with the hands.,r001,Cooking,Gold,400.5764009546634,6fd90f8d-7a4d-425d-a812-3268db0b0342
Object Transfer,6,#C c throws the shell in the bin,Logistics step involving picking up and disposing of an object.,r001,Cooking,Gold,414.5062409546634,6fd90f8d-7a4d-425d-a812-3268db0b0342
Object Transfer,6,#C c picks up the cooking spoon,Logistics step involving picking up an object.,r001,Cooking,Gold,535.3584309546634,6fd90f8d-7a4d-425d-a812-3268db0b0342
Object Transfer,6,#C c picks up the bread,Logistics step of picking up an object.,r001,Cooking,Gold,588.1092509546634,6fd90f8d-7a4d-425d-a812-3268db0b0342
Object Transfer,6,#O x puts the cap on the table,"Logistics/Setup step, placing an object.",r001,Cooking,Gold,830.1939309546634,6fd90f8d-7a4d-425d-a812-3268db0b0342
Stationary,6,#C c smells the juice,"Low body/hand motion, likely sniffing which involves minimal movement.",r001,Cooking,Gold,831.1024709546634,6fd90f8d-7a4d-425d-a812-3268db0b0342
Object Transfer,6,#C c picks up the bottle cap,Logistics step involving picking up an object.,r001,Cooking,Gold,848.8122609546633,6fd90f8d-7a4d-425d-a812-3268db0b0342
Essential Operation,6,#O x opens the juice bottle,Logistics/Setup step involving opening an object.,r001,Cooking,Gold,859.4153209546635,6fd90f8d-7a4d-425d-a812-3268db0b0342
Object Transfer,6,#O x picks up the fork and knife,"Logistics step, picking up objects.",r001,Cooking,Gold,878.0390709546634,6fd90f8d-7a4d-425d-a812-3268db0b0342
Essential Operation,6,#C c removes the utensils from each other,Logistics step involving picking up and putting down utensils.,r001,Cooking,Gold,1176.4475309546633,6fd90f8d-7a4d-425d-a812-3268db0b0342
Object Transfer,6,#C c puts the cup aside the table,Logistics step involving placing an object.,r001,Cooking,Gold,1178.7412309546633,6fd90f8d-7a4d-425d-a812-3268db0b0342
Object Transfer,6,#C c picks up the coffee from the table,Logistics step involving picking up an object.,r001,Cooking,Gold,1238.4878509546634,6fd90f8d-7a4d-425d-a812-3268db0b0342
Essential Operation,6,#O x stirs the coffee with the spoon,Core manual task involving high hand activity.,r001,Cooking,Gold,1292.1456109546632,6fd90f8d-7a4d-425d-a812-3268db0b0342
Object Transfer,6,#O x picks up the glass from the table,Logistics/Setup step involving picking up an object.,r001,Cooking,Gold,1307.608100954663,6fd90f8d-7a4d-425d-a812-3268db0b0342
Stationary,6,#O x bites the piece of bread,"Low body/hand motion, eating action.",r001,Cooking,Gold,1462.778120954663,6fd90f8d-7a4d-425d-a812-3268db0b0342
Stationary,6,#O x sips some coffee,"Low body/hand motion, sipping is a minimal action.",r001,Cooking,Gold,1481.7753709546632,6fd90f8d-7a4d-425d-a812-3268db0b0342
Object Transfer,6,#C c picks up some medicines,Logistics step involving picking up an object.,r001,Cooking,Gold,1697.2829809546631,6fd90f8d-7a4d-425d-a812-3268db0b0342
Object Transfer,6,#C c puts the plate in the dryer,Logistics step involving placing an object.,r001,Cooking,Gold,1847.3100809546631,6fd90f8d-7a4d-425d-a812-3268db0b0342
Essential Operation,6,#C c washes the cooking spoon,Core task involving manual operation with high hand activity.,r001,Cooking,Gold,1875.395300954663,6fd90f8d-7a4d-425d-a812-3268db0b0342
Essential Operation,6,#C c washes the chopping board,Core task involving high hand activity.,r001,Cooking,Gold,2018.2410809546632,6fd90f8d-7a4d-425d-a812-3268db0b0342
Object Transfer,6,#C c picks up the #unsure from the table,Logistics step involving picking up an object.,r001,Cooking,Gold,2233.836830954664,6fd90f8d-7a4d-425d-a812-3268db0b0342
Object Transfer,6,#C c puts the shawl in the box,Logistics step involving picking up and placing the shawl in a box.,r001,Cooking,Gold,2297.848040954664,6fd90f8d-7a4d-425d-a812-3268db0b0342
Object Transfer,6,#C c takes the box cover,"Logistics/Setup step, picking up an object.",r001,Cooking,Gold,2351.819180954664,6fd90f8d-7a4d-425d-a812-3268db0b0342
Object Transfer,6,#C c lifts up the board game,Logistics step involving picking up an object.,r001,Cooking,Gold,2356.205420954664,6fd90f8d-7a4d-425d-a812-3268db0b0342
Object Transfer,6,#O x picks up #unsure from the table,Logistics step involving picking up an object.,r001,Cooking,Gold,2678.582630954664,6fd90f8d-7a4d-425d-a812-3268db0b0342
Stationary,6,#C C talks to man Q,"Low body/hand motion, involves speaking.",r001,Cooking,Gold,2719.1166609546635,6fd90f8d-7a4d-425d-a812-3268db0b0342
Object Transfer,6,#C C puts flask in the sink,Logistics step involving moving an object to a location.,r001,Cooking,Gold,2839.9074709546635,6fd90f8d-7a4d-425d-a812-3268db0b0342
Stationary,6,#C C talks on the phone,Low body/hand motion.,r001,Cooking,Gold,3203.649330954663,6fd90f8d-7a4d-425d-a812-3268db0b0342
Stationary,6,#C C Holds the earphone,"Low body/hand motion, indicates a pause or holding an object without movement.",r001,Playing Instrument,Gold,33.3322686,725afa52-ac60-4a17-b416-9a830fa8fc7b
Object Transfer,6,#C C places phone on the table,Logistics step involving placing an object.,r001,Playing Instrument,Gold,321.5742095155274,725afa52-ac60-4a17-b416-9a830fa8fc7b
Stationary,6,#C C stares at the drum,"Low body/hand motion, focused attention.",r001,Playing Instrument,Gold,323.2076595155274,725afa52-ac60-4a17-b416-9a830fa8fc7b
Object Transfer,6,#C C picks a tire hammer from the ground with his right hand.,Logistics step involving picking up an object.,r001,Mechanical Repair,Gold,58.13754,75141dec-d6b3-4e2e-a144-5a126abf7dac
Object Transfer,6,#C C picks the second piece of cloth from the ground with his left hand.,Logistics step involving picking up an object.,r001,Mechanical Repair,Gold,63.23601,75141dec-d6b3-4e2e-a144-5a126abf7dac
Object Transfer,6,#C C takes out a nut from the tire with his right hand.,Logistics step involving picking up an object.,r001,Mechanical Repair,Gold,118.74985,75141dec-d6b3-4e2e-a144-5a126abf7dac
Object Transfer,6,#C C drops the tire to the ground with his left hand.,"[CtxFixed] The action involves deliberately placing the tire onto the ground, which fits the criteria for Object Transfer.",r001,Mechanical Repair,Gold,155.32189,75141dec-d6b3-4e2e-a144-5a126abf7dac
Essential Operation,6,#C C loosens a nut from the tire with the tubular wrench in his left hand.,Core manual task involving high hand activity.,r001,Mechanical Repair,Gold,171.33566,75141dec-d6b3-4e2e-a144-5a126abf7dac
Essential Operation,6,#C C hits the tubular wrench on the tire rim.,"[CtxFixed] The action of hitting the tubular wrench on the tire rim is likely part of the process of loosening or tightening the nuts on the tire, which is an essential operation.",r001,Mechanical Repair,Gold,172.59736,75141dec-d6b3-4e2e-a144-5a126abf7dac
Essential Operation,6,#C C removes the nuts on the tire with his left hand.,Core manual task involving high hand activity.,r001,Mechanical Repair,Gold,173.70812,75141dec-d6b3-4e2e-a144-5a126abf7dac
Object Transfer,6,#C C removes a nut from the tire with his right hand.,"The action involves picking up and removing an object, which is a logistics step.",r001,Mechanical Repair,Gold,182.97439,75141dec-d6b3-4e2e-a144-5a126abf7dac
Stationary,6,#C C swipes his finger on the tire rim.,"Visual inspection or tactile search, minimal body motion.",r001,Mechanical Repair,Gold,260.17332,75141dec-d6b3-4e2e-a144-5a126abf7dac
Essential Operation,6,#C C hits the tire hammer on the tire iron.,Core task involving high hand activity and repetitive striking motion.,r001,Mechanical Repair,Gold,277.87729,75141dec-d6b3-4e2e-a144-5a126abf7dac
Object Transfer,6,#C C places the iron in between the rim of the tire and the rubber.,Logistics step involving placing an object.,r001,Mechanical Repair,Gold,285.48497,75141dec-d6b3-4e2e-a144-5a126abf7dac
Object Transfer,6,#C C picks up the tire from the floor with his left hand.,Logistics step involving picking up an object.,r001,Mechanical Repair,Gold,293.19682,75141dec-d6b3-4e2e-a144-5a126abf7dac
Object Transfer,6,#C C places the iron on the floor.,"The action involves placing an object, which is a logistics step.",r001,Mechanical Repair,Gold,358.22874,75141dec-d6b3-4e2e-a144-5a126abf7dac
Object Transfer,6,#C C takes the tire out from the gear machine. #unsure,"The action involves taking an object (tire) from a location (gear machine), which is a logistics step.",r001,Mechanical Repair,Gold,479.76751,75141dec-d6b3-4e2e-a144-5a126abf7dac
Object Transfer,6,#C C drops the rim of the tire on the floor.,Refined via regex fallback,r001,Mechanical Repair,Gold,592.65921,75141dec-d6b3-4e2e-a144-5a126abf7dac
Essential Operation,6,#C C loosens the screws on the tire of the motorcycle with his both hands.,Core manual task involving high hand activity.,r001,Mechanical Repair,Gold,643.61125,75141dec-d6b3-4e2e-a144-5a126abf7dac
Object Transfer,6,#C C picks a wheel wrench from the wall with his left hand.,"The action involves picking an object, which is a logistics step.",r001,Mechanical Repair,Gold,712.27118,75141dec-d6b3-4e2e-a144-5a126abf7dac
Essential Operation,6,#C C opens a tap water,Logistics step involving opening a tap.,r001,Cleaning,Gold,52.3555486,75e9d719-d542-4b9e-9e2a-54d9b3957cf7
Essential Operation,6,#C C sprays on the sink,Core task involving high hand activity.,r001,Cleaning,Gold,60.1492886,75e9d719-d542-4b9e-9e2a-54d9b3957cf7
Object Transfer,6,#C C puts a bottle of soap on a sink,Logistics step involving picking up and placing an object.,r001,Cleaning,Gold,71.90179859999999,75e9d719-d542-4b9e-9e2a-54d9b3957cf7
Essential Operation,6,#C C closes the tap water,Core task involving a manual action to stop the flow of water.,r001,Cleaning,Gold,96.6895786,75e9d719-d542-4b9e-9e2a-54d9b3957cf7
Essential Operation,6,#C C squeezes a towel in a sink,Core manual task involving high hand activity.,r001,Cleaning,Gold,123.9891786,75e9d719-d542-4b9e-9e2a-54d9b3957cf7
Object Transfer,6,#C C picks a towel on a sink,Logistics step involving picking up an object.,r001,Cleaning,Gold,223.8576086,75e9d719-d542-4b9e-9e2a-54d9b3957cf7
Essential Operation,6,#C C wipes the sink using a towel,Core task involving high hand activity.,r001,Cleaning,Gold,286.3610698207032,75e9d719-d542-4b9e-9e2a-54d9b3957cf7
Object Transfer,6,#C C aligns a towel in a sink,Logistics step involving placement of an object.,r001,Cleaning,Gold,287.5396798207032,75e9d719-d542-4b9e-9e2a-54d9b3957cf7
Locomotion,6,#C C walks in a bathroom,Body moving through space (walking).,r001,Cleaning,Gold,295.60672982070315,75e9d719-d542-4b9e-9e2a-54d9b3957cf7
Essential Operation,6,#C C rinses a towel in the sink,Core manual task involving hand activity.,r001,Cleaning,Gold,357.5999698207031,75e9d719-d542-4b9e-9e2a-54d9b3957cf7
Essential Operation,6,#C C wipes on the window,Core task involving high hand activity.,r001,Cleaning,Gold,372.77320982070313,75e9d719-d542-4b9e-9e2a-54d9b3957cf7
Essential Operation,6,#C C wipes a bottle of soap on a towel,Core task involving high hand activity.,r001,Cleaning,Gold,490.3164898207032,75e9d719-d542-4b9e-9e2a-54d9b3957cf7
