"action","annotation_id","annotator","batch","corrected_action","created_at","id","lead_time","narration_text","reasoning","round","scenario","status_main","status_secondary","timestamp_sec","updated_at","video_uid"
"Essential Operation",2048,"5",4,"","2026-02-23T03:24:43.627260Z",1104428,1.547,"#C C cuts the carrot","Core task, high hand activity.","r001","Cooking","Gold","",357.0080686,"2026-02-23T03:24:43.627285Z","15d2dc4a-b935-49f4-ae91-4c9100b681c8"
"Stationary",2050,"5",4,"","2026-02-23T03:24:45.313148Z",1104429,0.748,"#C C turns off the mixer machine","Turning off a machine is a brief action with minimal motion.","r001","Cooking","Gold","",364.6800786,"2026-02-23T03:24:45.313183Z","15d2dc4a-b935-49f4-ae91-4c9100b681c8"
"Stationary",2053,"5",4,"","2026-02-23T03:24:51.884118Z",1104430,4.647,"#C C holds the carrot remain with the other hand","Low body/hand motion, holding object without moving.","r001","Cooking","Gold","",433.4134486,"2026-02-23T03:24:51.884151Z","15d2dc4a-b935-49f4-ae91-4c9100b681c8"
"Object Transfer",2055,"5",4,"","2026-02-23T03:24:53.714669Z",1104431,0.86,"#C C opens the mixer","Logistics step, opening an object.","r001","Cooking","Gold","",578.0335994843899,"2026-02-23T03:24:53.714703Z","15d2dc4a-b935-49f4-ae91-4c9100b681c8"
"Locomotion",2057,"5",4,"","2026-02-23T03:24:55.443921Z",1104432,0.965,"#C C walks away from the mixer","Body moving through space (walking).","r001","Cooking","Gold","",590.1744794843898,"2026-02-23T03:24:55.443944Z","15d2dc4a-b935-49f4-ae91-4c9100b681c8"
"Locomotion",2060,"5",4,"","2026-02-23T03:24:58.707164Z",1104433,1.524,"#C C walks away from the cabinet","Body moving through space (walking).","r001","Cooking","Gold","",622.5453094843899,"2026-02-23T03:24:58.707179Z","15d2dc4a-b935-49f4-ae91-4c9100b681c8"
"Stationary",2062,"5",4,"","2026-02-23T03:25:01.174803Z",1104434,1.267,"#C C lifts his hand","Minimal motion, likely a small gesture or idle movement.","r001","Cooking","Gold","",631.3200994843899,"2026-02-23T03:25:01.174826Z","15d2dc4a-b935-49f4-ae91-4c9100b681c8"
"Object Transfer",2064,"5",4,"","2026-02-23T03:25:03.140770Z",1104435,0.909,"#C C moves the packet","Logistics step involving moving an object.","r001","Cooking","Gold","",640.1952094843899,"2026-02-23T03:25:03.140794Z","15d2dc4a-b935-49f4-ae91-4c9100b681c8"
"Essential Operation",2066,"5",4,"Object Transfer","2026-02-23T03:25:04.700632Z",1104436,6.618,"#C C pushes the cutting board","Core task, high hand activity.","r001","Cooking","Bad","",641.7241294843899,"2026-02-23T03:25:11.035450Z","15d2dc4a-b935-49f4-ae91-4c9100b681c8"
"Object Transfer",2068,"5",4,"","2026-02-23T03:25:14.574534Z",1104437,1.241,"#C C puts down the phone","Logistics step involving placing down an object.","r001","Cooking","Gold","",698.8500394843899,"2026-02-23T03:25:14.574557Z","15d2dc4a-b935-49f4-ae91-4c9100b681c8"
"Object Transfer",2069,"5",4,"","2026-02-23T03:25:16.471911Z",1104438,1.041,"#C C opens the container","Logistics step involving opening an object.","r001","Cooking","Gold","",703.3205394843899,"2026-02-23T03:25:16.471944Z","15d2dc4a-b935-49f4-ae91-4c9100b681c8"
"Object Transfer",2072,"5",4,"","2026-02-23T03:25:19.278036Z",1104439,0.884,"#C C puts down the lid","Logistics/Setup step, short burst of hand activity.","r001","Cooking","Gold","",704.0585194843899,"2026-02-23T03:25:19.278069Z","15d2dc4a-b935-49f4-ae91-4c9100b681c8"
"Object Transfer",2074,"5",4,"","2026-02-23T03:25:21.472619Z",1104440,1.202,"#C C picks a spoon","Logistics step involving picking up an object.","r001","Cooking","Gold","",713.6149894843899,"2026-02-23T03:25:21.472633Z","15d2dc4a-b935-49f4-ae91-4c9100b681c8"
"Object Transfer",2076,"5",4,"","2026-02-23T03:25:22.938384Z",1104441,0.585,"#C C picks a container","Logistics step involving picking up an object.","r001","Cooking","Gold","",762.7553094843898,"2026-02-23T03:25:22.938417Z","15d2dc4a-b935-49f4-ae91-4c9100b681c8"
"Object Transfer",3114,"5",4,"","2026-02-23T04:25:10.385415Z",1104442,4.031,"#C C puts down the container","Logistics/Setup step involving the placement of an object.","r001","Cooking","Gold","",778.7583794843899,"2026-02-23T04:25:10.385430Z","15d2dc4a-b935-49f4-ae91-4c9100b681c8"
"Locomotion",3115,"5",4,"","2026-02-23T04:25:13.353652Z",1104443,1.83,"#C C walks away from the countertop","Movement through space, indicative of walking.","r001","Cooking","Gold","",804.8714094843899,"2026-02-23T04:25:13.353666Z","15d2dc4a-b935-49f4-ae91-4c9100b681c8"
"Stationary",3116,"5",4,"","2026-02-23T04:25:15.343649Z",1104444,1.266,"#C C rubs his hands","Low body/hand motion, likely a brief action with minimal movement.","r001","Cooking","Gold","",808.4985894843899,"2026-02-23T04:25:15.343691Z","15d2dc4a-b935-49f4-ae91-4c9100b681c8"
"Object Transfer",3117,"5",4,"","2026-02-23T04:25:17.621802Z",1104445,1.579,"#C C pulls the drawer","Logistics action involving drawer manipulation.","r001","Cooking","Gold","",855.218067144922,"2026-02-23T04:25:17.621837Z","15d2dc4a-b935-49f4-ae91-4c9100b681c8"
"Stationary",3118,"5",4,"","2026-02-23T04:25:19.847237Z",1104446,1.424,"#C C holds the mixing device","Low body/hand motion, holding position.","r001","Cooking","Gold","",931.949537144922,"2026-02-23T04:25:19.847274Z","15d2dc4a-b935-49f4-ae91-4c9100b681c8"
"Locomotion",3119,"5",4,"","2026-02-23T04:25:22.383167Z",1104447,1.773,"#C C walks away from the countertop","Body moving through space (walking).","r001","Cooking","Gold","",1043.042367144922,"2026-02-23T04:25:22.383181Z","15d2dc4a-b935-49f4-ae91-4c9100b681c8"
"Object Transfer",3120,"5",4,"","2026-02-23T04:25:24.512069Z",1104448,1.158,"#C C puts down the packet","Logistics step, short burst of hand motion.","r001","Cooking","Gold","",1063.252817144922,"2026-02-23T04:25:24.512096Z","15d2dc4a-b935-49f4-ae91-4c9100b681c8"
"Object Transfer",3121,"5",4,"","2026-02-23T04:25:26.797863Z",1104449,1.573,"#C C puts down the container","Logistics step involving placing an object.","r001","Cooking","Gold","",1082.477727144922,"2026-02-23T04:25:26.797886Z","15d2dc4a-b935-49f4-ae91-4c9100b681c8"
"Object Transfer",3122,"5",4,"","2026-02-23T04:25:29.789486Z",1104450,1.87,"#C C puts down the bowl","Logistics step, placing an object down.","r001","Cooking","Gold","",1087.261677144922,"2026-02-23T04:25:29.789511Z","15d2dc4a-b935-49f4-ae91-4c9100b681c8"
"Stationary",3123,"5",4,"","2026-02-23T04:25:32.778045Z",1104451,2.06,"#C C holds the mixing machine","Low body/hand motion, holding position.","r001","Cooking","Gold","",1088.954397144922,"2026-02-23T04:25:32.778078Z","15d2dc4a-b935-49f4-ae91-4c9100b681c8"
"Locomotion",3124,"5",4,"","2026-02-23T04:25:35.125515Z",1104452,1.273,"#C C walks towards the sink","Movement through space, high body acceleration.","r001","Cooking","Gold","",1136.4333553138672,"2026-02-23T04:25:35.125540Z","15d2dc4a-b935-49f4-ae91-4c9100b681c8"
"Object Transfer",3125,"5",4,"","2026-02-23T04:25:37.159778Z",1104453,1.339,"#C C puts the spoon in the bowl","Logistics step, short burst of hand activity.","r001","Cooking","Gold","",1190.216535313867,"2026-02-23T04:25:37.159800Z","15d2dc4a-b935-49f4-ae91-4c9100b681c8"
"Object Transfer",3126,"5",4,"","2026-02-23T04:25:40.283020Z",1104454,1.208,"#C C opens the dish holder","Logistics action involving opening a drawer or holder.","r001","Cooking","Gold","",1200.2977753138673,"2026-02-23T04:25:40.283035Z","15d2dc4a-b935-49f4-ae91-4c9100b681c8"
"Locomotion",3127,"5",4,"","2026-02-23T04:25:42.228425Z",1104455,1.227,"#C C walks away from the countertop","Movement through space, indicative of walking.","r001","Cooking","Gold","",1207.4323753138674,"2026-02-23T04:25:42.228440Z","15d2dc4a-b935-49f4-ae91-4c9100b681c8"
"Stationary",3128,"5",4,"","2026-02-23T04:25:45.801956Z",1104456,2.0,"#C C holds the cloths","Low body/hand motion, holding an object without active manipulation.","r001","Cooking","Gold","",1212.065865313867,"2026-02-23T04:25:45.801980Z","15d2dc4a-b935-49f4-ae91-4c9100b681c8"
"Locomotion",3129,"5",4,"","2026-02-23T04:25:48.259662Z",1104457,1.523,"#C C walks away from the countertop","Body moving through space, indicative of walking.","r001","Cooking","Gold","",1235.022645313867,"2026-02-23T04:25:48.259694Z","15d2dc4a-b935-49f4-ae91-4c9100b681c8"
"Object Transfer",3130,"5",4,"","2026-02-23T04:25:50.352021Z",1104458,1.167,"#C C puts down the plastic paper","Logistics step involving placing an object.","r001","Cooking","Gold","",1246.8118753138674,"2026-02-23T04:25:50.352044Z","15d2dc4a-b935-49f4-ae91-4c9100b681c8"
"Object Transfer",1618,"5",4,"","2026-02-23T02:45:08.733451Z",1104459,1.073,"#C C moves the plastic","Logistics step involving moving an object.","r001","Cooking","Gold","",1251.4292353138671,"2026-02-23T02:45:08.733474Z","15d2dc4a-b935-49f4-ae91-4c9100b681c8"
"Stationary",1619,"5",4,"","2026-02-23T02:45:13.289705Z",1104460,2.438,"#C C lifts his hand","Minimal body motion, likely a small gesture or idle action.","r001","Cooking","Gold","",1294.7597853138673,"2026-02-23T02:45:13.289728Z","15d2dc4a-b935-49f4-ae91-4c9100b681c8"
"Locomotion",1620,"5",4,"","2026-02-23T02:45:15.647417Z",1104461,1.422,"#C C moves around the rooms","Movement through space, likely involves walking or moving from one room to another.","r001","Cooking","Gold","",13.6265396,"2026-02-23T02:45:15.647440Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Search",1621,"5",4,"","2026-02-23T02:45:17.699215Z",1104462,1.273,"#C C looks around","Head movement (visual search), hands mostly still.","r001","Cooking","Gold","",63.006009600000006,"2026-02-23T02:45:17.699237Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Stationary",1622,"5",4,"","2026-02-23T02:45:19.293890Z",1104463,0.912,"#C C drinks water","Low body/hand motion, drinking is a passive action.","r001","Cooking","Gold","",65.7211696,"2026-02-23T02:45:19.293913Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Locomotion",1623,"5",4,"","2026-02-23T02:45:21.881383Z",1104464,1.59,"#C C walks in the kitchen","Body moving through space (walking).","r001","Cooking","Gold","",69.4383096,"2026-02-23T02:45:21.881407Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Search",1624,"5",4,"","2026-02-23T02:45:24.834713Z",1104465,2.069,"#C C goes through plastic lids","Implies visual search through items, head movement likely.","r001","Cooking","Gold","",80.41926959999999,"2026-02-23T02:45:24.834737Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Locomotion",1625,"5",4,"","2026-02-23T02:45:53.616549Z",1104466,1.155,"#C C moves around the kitchen","Body moving through space, likely involves walking or moving around.","r001","Cooking","Gold","",106.3664196,"2026-02-23T02:45:53.616573Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Essential Operation",1626,"5",4,"","2026-02-23T02:46:02.784156Z",1104467,7.162,"#C C closes the tap","Core task involving manual operation to stop the flow of water.","r001","Cooking","Gold","",127.0712096,"2026-02-23T02:46:02.784192Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Object Transfer",1627,"5",4,"","2026-02-23T02:46:04.899390Z",1104468,1.23,"#C C picks plates","Logistics step involving picking up objects.","r001","Cooking","Gold","",134.63462959999998,"2026-02-23T02:46:04.899415Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Search",1628,"5",4,"","2026-02-23T02:46:06.649587Z",1104469,0.862,"#C C looks around","Head movement (visual search), hands mostly still.","r001","Cooking","Gold","",226.3549996,"2026-02-23T02:46:06.649601Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Stationary",1629,"5",4,"","2026-02-23T02:46:08.768048Z",1104470,0.914,"#C C interacts with man X","Low body/hand motion, likely involves talking or gesturing.","r001","Cooking","Gold","",271.78576960000004,"2026-02-23T02:46:08.768062Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Locomotion",1630,"5",4,"","2026-02-23T02:46:12.504233Z",1104471,1.282,"#O child A walks","Body moving through space (walking).","r001","Cooking","Gold","",323.7630709546634,"2026-02-23T02:46:12.504257Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Stationary",1631,"5",4,"","2026-02-23T02:46:14.069153Z",1104472,0.766,"#O man X talks to C","Low body/hand motion, likely involves speaking.","r001","Cooking","Gold","",340.2626509546634,"2026-02-23T02:46:14.069176Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Locomotion",1632,"5",4,"","2026-02-23T02:46:15.795090Z",1104473,0.819,"#O man X walks","Body moving through space, indicative of walking.","r001","Cooking","Gold","",350.4933809546634,"2026-02-23T02:46:15.795114Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Stationary",1633,"5",4,"","2026-02-23T02:46:18.379931Z",1104474,1.831,"#O man X talks to C","Low body/hand motion, likely involves speaking.","r001","Cooking","Gold","",356.1503509546634,"2026-02-23T02:46:18.379946Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Search",1634,"5",4,"","2026-02-23T02:46:20.691777Z",1104475,0.94,"#C C looks around","Visual search involves head movement.","r001","Cooking","Gold","",363.5973809546634,"2026-02-23T02:46:20.691801Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Search",1635,"5",4,"","2026-02-23T02:46:22.716551Z",1104476,1.287,"#C C looks around","Indicates visual search or monitoring, likely with head movement.","r001","Cooking","Gold","",376.0903009546634,"2026-02-23T02:46:22.716575Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Locomotion",1636,"5",4,"","2026-02-23T02:46:24.450546Z",1104477,0.852,"#O man X walks","Movement through space, indicative of walking.","r001","Cooking","Gold","",379.6201109546634,"2026-02-23T02:46:24.450570Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Locomotion",1644,"5",4,"","2026-02-23T02:47:50.781909Z",1104478,85.486,"#O man X walks","Body moving through space (walking).","r001","Cooking","Gold","",382.8562609546634,"2026-02-23T02:47:50.781942Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Stationary",1646,"5",4,"","2026-02-23T02:47:53.230893Z",1104479,1.043,"#C C talks to man X","Low body/hand motion.","r001","Cooking","Gold","",411.7657409546634,"2026-02-23T02:47:53.230927Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Stationary",1648,"5",4,"","2026-02-23T02:47:54.943624Z",1104480,0.865,"#O child A talks to C","Low body/hand motion, likely involves speaking.","r001","Cooking","Gold","",431.6755109546634,"2026-02-23T02:47:54.943647Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Stationary",1650,"5",4,"","2026-02-23T02:47:57.153836Z",1104481,0.803,"#C C talks to child A","Low body/hand motion.","r001","Cooking","Gold","",479.7275509546634,"2026-02-23T02:47:57.153860Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Essential Operation",1652,"5",4,"","2026-02-23T02:48:01.521691Z",1104482,3.545,"#O man X spreads the butter on the yorkshire pudding","Core task involving hands with high activity.","r001","Cooking","Gold","",479.7275509546634,"2026-02-23T02:48:01.521715Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Essential Operation",1653,"5",4,"","2026-02-23T02:48:07.642987Z",1104483,4.654,"#O man X spreads the butter on the yorkshire pudding","Core task involving manual operation with high hand activity.","r001","Cooking","Gold","",490.1377009546634,"2026-02-23T02:48:07.643001Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Stationary",1654,"5",4,"","2026-02-23T02:48:09.675573Z",1104484,1.045,"#C C talks to man X","Low body/hand motion.","r001","Cooking","Gold","",559.1308242879968,"2026-02-23T02:48:09.675596Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Stationary",1655,"5",4,"","2026-02-23T02:48:12.871993Z",1104485,0.823,"#O man X eats","Eating involves minimal movement and is generally a stationary activity.","r001","Cooking","Gold","",559.1308242879968,"2026-02-23T02:48:12.872016Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Stationary",1656,"5",4,"","2026-02-23T02:48:14.812725Z",1104486,4.7700000000000005,"#O man X talks to C","Low body/hand motion, likely involves speaking.","r001","Cooking","Gold","",576.1330042879968,"2026-02-23T02:48:20.117353Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Object Transfer",1657,"5",4,"","2026-02-23T02:48:22.828415Z",1104487,1.892,"#O man X picks the yorkshire pudding in the plate","Logistics step involving picking up an object.","r001","Cooking","Gold","",588.4212842879967,"2026-02-23T02:48:22.828440Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Object Transfer",1658,"5",4,"","2026-02-23T02:48:27.348823Z",1104488,1.359,"#O man X scoops the peanut in the bowl","Logistics step involving picking up and putting down the peanut.","r001","Cooking","Gold","",589.7420742879967,"2026-02-23T02:48:27.348860Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Stationary",3131,"5",4,"","2026-02-23T04:25:52.634286Z",1104489,1.394,"#O man X points C","Low body/hand motion, pointing involves minimal movement.","r001","Cooking","Gold","",598.0472642879968,"2026-02-23T04:25:52.634320Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Object Transfer",3132,"5",4,"","2026-02-23T04:25:59.032559Z",1104490,5.666,"#C C opens the tap","Opening the tap is a logistics action involving a change in the state of an object.","r001","Cooking","Gold","",633.3095642879967,"2026-02-23T04:25:59.032592Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Essential Operation",3133,"5",4,"","2026-02-23T04:26:02.043223Z",1104491,2.022,"#O man X scoops the butter the knife","Core task involving scooping with a knife, high hand activity.","r001","Cooking","Gold","",656.8125642879968,"2026-02-23T04:26:02.043238Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Stationary",3134,"5",4,"","2026-02-23T04:26:04.674660Z",1104492,1.762,"#O man X talks to child A","Low body/hand motion, likely involves speaking.","r001","Cooking","Gold","",663.0544542879968,"2026-02-23T04:26:04.674684Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Object Transfer",2077,"5",4,"","2026-02-23T03:25:25.161848Z",1104493,1.295,"#O man X puts the yorkshire pudding in the plate","Logistics step involving picking up and placing the yorkshire pudding.","r001","Cooking","Gold","",670.3405842879968,"2026-02-23T03:25:25.161868Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Object Transfer",2079,"5",4,"","2026-02-23T03:25:27.413720Z",1104494,1.333,"#O man X puts the seed on the plate","Logistics step, transferring the seed to the plate.","r001","Cooking","Gold","",689.2452442879967,"2026-02-23T03:25:27.413733Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Essential Operation",2080,"5",4,"","2026-02-23T03:25:29.478792Z",1104495,0.785,"#O man X spreads the peanut on the yorkshire pudding","Core manual task involving hand movements.","r001","Cooking","Gold","",693.6378342879967,"2026-02-23T03:25:29.478816Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Search",2081,"5",4,"","2026-02-23T03:25:44.536830Z",1104496,1.157,"#C C looks around","Head movement (visual search), hands mostly still.","r001","Cooking","Gold","",709.5947342879967,"2026-02-23T03:25:44.536845Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Object Transfer",2082,"5",4,"","2026-02-23T03:25:46.694243Z",1104497,1.21,"#O man X picks the yorkshire pudding in the plate","Logistics step involving picking up an object.","r001","Cooking","Gold","",716.9380042879968,"2026-02-23T03:25:46.694271Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Essential Operation",2084,"5",4,"","2026-02-23T03:25:54.517583Z",1104498,1.342,"#O man X scoops the butter","Core task involving high hand activity.","r001","Cooking","Gold","",740.3238942879967,"2026-02-23T03:25:54.517616Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Stationary",2085,"5",4,"","2026-02-23T03:25:56.845229Z",1104499,1.019,"#O man X eats","Low body/hand motion, eating involves minimal movement.","r001","Cooking","Gold","",756.6130942879968,"2026-02-23T03:25:56.845282Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Essential Operation",2086,"5",4,"","2026-02-23T03:25:58.503452Z",1104500,0.825,"#C C cuts the butter","Core task, high hand activity.","r001","Cooking","Gold","",811.8681042879967,"2026-02-23T03:25:58.503466Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Object Transfer",2087,"5",4,"","2026-02-23T03:26:00.384764Z",1104501,0.973,"#O man X picks the yorkshire pudding on the plate","Logistics step involving picking up an object.","r001","Cooking","Gold","",811.8681042879967,"2026-02-23T03:26:00.384788Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Object Transfer",2089,"5",4,"","2026-02-23T03:26:02.752132Z",1104502,1.392,"#O man X puts the spoon in the bowl","Logistics step involving placing the spoon in the bowl.","r001","Cooking","Gold","",817.2782042879967,"2026-02-23T03:26:02.752167Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Stationary",2091,"5",4,"","2026-02-23T03:26:04.989295Z",1104503,1.297,"#O child A wipes the nose with the hand","Low body/hand motion, likely a brief and localized action.","r001","Cooking","Gold","",823.3536942879967,"2026-02-23T03:26:04.989308Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Essential Operation",2093,"5",4,"","2026-02-23T03:26:07.102053Z",1104504,0.895,"#O man X scoops peanut butter","Core task involving high hand activity.","r001","Cooking","Gold","",875.5223342879967,"2026-02-23T03:26:07.102067Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Essential Operation",2094,"5",4,"","2026-02-23T03:26:08.693766Z",1104505,0.846,"#O man X scoops peanut butter","Core manual task, high hand activity.","r001","Cooking","Gold","",899.8024842879968,"2026-02-23T03:26:08.693781Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Object Transfer",2097,"5",4,"","2026-02-23T03:26:10.668241Z",1104506,1.072,"#C C picks a Yorkshire pudding","Logistics step involving picking up an object.","r001","Cooking","Gold","",909.5327842879968,"2026-02-23T03:26:10.668278Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Essential Operation",2099,"5",4,"","2026-02-23T03:26:13.593349Z",1104507,1.209,"#O girl X plays with cucumber","Core manual task involving manipulation of the cucumber.","r001","Cooking","Gold","",1023.2140242879968,"2026-02-23T03:26:13.593373Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Essential Operation",2101,"5",4,"","2026-02-23T03:26:15.924075Z",1104508,1.119,"#O man X scoops peanut butter","Core manual task involving scooping, high hand activity.","r001","Cooking","Gold","",1038.2024842879969,"2026-02-23T03:26:15.924109Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Stationary",2102,"5",4,"","2026-02-23T03:26:17.578245Z",1104509,0.842,"#O child A eats","Low body/hand motion, focused on eating.","r001","Cooking","Gold","",1109.80146762133,"2026-02-23T03:26:17.578269Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Essential Operation",2104,"5",4,"","2026-02-23T03:26:22.299596Z",1104510,3.848,"#O child A wipes the hands","Core task involving hand activity, such as wiping.","r001","Cooking","Gold","",1204.78659762133,"2026-02-23T03:26:22.299620Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Stationary",2108,"5",4,"","2026-02-23T03:26:28.601984Z",1104511,1.334,"#O child A touches the plate","Low body/hand motion, likely exploring or resting hand on the plate.","r001","Cooking","Gold","",1240.93179762133,"2026-02-23T03:26:28.602008Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Object Transfer",2110,"5",4,"","2026-02-23T03:26:30.761048Z",1104512,1.207,"#O child A touches the plate","Logistics action involving touching an object.","r001","Cooking","Gold","",1242.73009762133,"2026-02-23T03:26:30.761082Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Stationary",2112,"5",4,"","2026-02-23T03:26:32.883035Z",1104513,1.105,"#O child A talks to C","Low body/hand motion, likely involves speaking.","r001","Cooking","Gold","",1254.51381762133,"2026-02-23T03:26:32.883067Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Stationary",2113,"5",4,"","2026-02-23T03:26:34.252783Z",1104514,0.65,"#C C talks to man X","Low body/hand motion.","r001","Cooking","Gold","",1267.41186762133,"2026-02-23T03:26:34.252816Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Search",2115,"5",4,"","2026-02-23T03:26:36.727334Z",1104515,0.528,"#C C looks around","Head movement (visual search), hands mostly still.","r001","Cooking","Gold","",1274.49540762133,"2026-02-23T03:26:36.727373Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Search",2116,"5",4,"","2026-02-23T03:26:38.275338Z",1104516,0.697,"#C C looks around","Head movement (visual search), hands mostly still.","r001","Cooking","Gold","",1290.92137762133,"2026-02-23T03:26:38.275361Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Search",1659,"5",4,"","2026-02-23T02:48:30.968007Z",1104517,0.939,"#O man X looks around","Head movement (visual search), hands mostly still.","r001","Cooking","Gold","",1302.63299762133,"2026-02-23T02:48:30.968033Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Search",1660,"5",4,"","2026-02-23T02:48:33.150232Z",1104518,1.245,"#C C looks around","Head movement (visual search), hands mostly still.","r001","Cooking","Gold","",1305.18771762133,"2026-02-23T02:48:33.150257Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Stationary",1661,"5",4,"","2026-02-23T02:48:34.973709Z",1104519,1.065,"#C C talks to child A","Low body/hand motion, speaking.","r001","Cooking","Gold","",1324.70955762133,"2026-02-23T02:48:34.973723Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Search",1662,"5",4,"","2026-02-23T02:48:36.771706Z",1104520,1.028,"#C C looks around","Head movement (visual search), hands mostly still.","r001","Cooking","Gold","",1393.17620762133,"2026-02-23T02:48:36.771730Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Locomotion",1663,"5",4,"","2026-02-23T02:48:38.485441Z",1104521,0.931,"#C C walks","Body moving through space, high body acceleration.","r001","Cooking","Gold","",1406.94822762133,"2026-02-23T02:48:38.485464Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Search",1664,"5",4,"","2026-02-23T02:48:40.314817Z",1104522,1.029,"#C C looks around","Head movement (visual search), hands mostly still.","r001","Cooking","Gold","",1430.65577762133,"2026-02-23T02:48:40.314832Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Object Transfer",1665,"5",4,"","2026-02-23T02:48:43.354944Z",1104523,0.846,"#C C opens the freezer","Logistics action involving opening a drawer or container.","r001","Cooking","Gold","",1441.29135762133,"2026-02-23T02:48:43.354958Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Locomotion",1666,"5",4,"","2026-02-23T02:48:50.967608Z",1104524,3.967,"#C C walks","Body moving through space, indicative of walking.","r001","Cooking","Gold","",1451.39140762133,"2026-02-23T02:48:50.967632Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Search",1667,"5",4,"","2026-02-23T02:48:52.753453Z",1104525,0.912,"#C C looks at the oven","Head movement (visual search), passive hands.","r001","Cooking","Gold","",1453.73463762133,"2026-02-23T02:48:52.753471Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
"Search",1668,"5",4,"","2026-02-23T02:48:54.463607Z",1104526,0.832,"#C C looks around","Head movement (visual search), hands mostly still.","r001","Cooking","Gold","",1457.54893762133,"2026-02-23T02:48:54.463631Z","1635447d-f96f-4f1b-8e02-faaebcd8a6d2"
