"action","annotation_id","annotator","batch","corrected_action","created_at","id","lead_time","narration_text","reasoning","round","scenario","status_main","status_secondary","timestamp_sec","updated_at","video_uid"
"Essential Operation",704,"4",3,"","2026-02-21T23:56:54.002244Z",1102101,13.172,"#C C mopes the floor with the mopper","Core task involving high hand activity.","r001","Cleaning","Gold","",1244.4355919333334,"2026-02-21T23:56:54.002276Z","256701cd-3317-47ee-b6e3-439dc2ad2bd5"
"Search",705,"4",3,"","2026-02-21T23:57:17.047076Z",1102102,21.98,"#C C flashes the toilet bowl","Visual inspection of the toilet bowl.","r001","Cleaning","Gold","",1411.5300819333331,"2026-02-21T23:57:17.047097Z","256701cd-3317-47ee-b6e3-439dc2ad2bd5"
"Locomotion",706,"4",3,"","2026-02-21T23:57:20.058060Z",1102103,1.844,"#C C walks on the house corridor","Body moving through space, indicative of walking.","r001","Cleaning","Gold","",1495.177691933333,"2026-02-21T23:57:20.058094Z","256701cd-3317-47ee-b6e3-439dc2ad2bd5"
"Essential Operation",707,"4",3,"","2026-02-21T23:57:26.943913Z",1102104,6.279,"#C C washes the hands","Core task involving high hand activity.","r001","Cleaning","Gold","",1533.3909919333332,"2026-02-21T23:57:26.943936Z","256701cd-3317-47ee-b6e3-439dc2ad2bd5"
"Locomotion",709,"4",3,"Object Transfer","2026-02-21T23:57:48.708494Z",1102105,20.89,"#C C pushes in the egg tray","Movement of the body to push in the egg tray, involves significant body acceleration.","r001","Cleaning","Bad","",1558.6416819333333,"2026-02-21T23:57:48.708508Z","256701cd-3317-47ee-b6e3-439dc2ad2bd5"
"Locomotion",711,"4",3,"","2026-02-21T23:57:51.879128Z",1102106,1.978,"#C C walks around the room","Body moving through space, indicative of walking.","r001","Cleaning","Gold","",1671.4591819333334,"2026-02-21T23:57:51.879144Z","256701cd-3317-47ee-b6e3-439dc2ad2bd5"
"Essential Operation",712,"4",3,"","2026-02-21T23:57:58.755915Z",1102107,5.676,"#C C dips the brush into the paint.","Core manual task involving fine motor skills.","r001","Mechanical Repair","Gold","",95.3725896,"2026-02-21T23:57:58.755930Z","2991b1be-bdae-4fa4-a529-ac46cefb4487"
"Essential Operation",713,"4",3,"","2026-02-21T23:58:01.501132Z",1102108,1.684,"#C C paints the wood","Core task involving high hand activity.","r001","Mechanical Repair","Gold","",255.3997196,"2026-02-21T23:58:01.501156Z","2991b1be-bdae-4fa4-a529-ac46cefb4487"
"Locomotion",714,"4",3,"","2026-02-21T23:58:08.564347Z",1102109,6.238,"#C C bends","Body movement through space, changing posture.","r001","Mechanical Repair","Gold","",357.1911209546634,"2026-02-21T23:58:08.564372Z","2991b1be-bdae-4fa4-a529-ac46cefb4487"
"Essential Operation",715,"4",3,"","2026-02-21T23:58:12.674097Z",1102110,3.367,"#C C dips the paint brush into a paint.","Core manual task involving high hand activity.","r001","Mechanical Repair","Gold","",401.5649109546634,"2026-02-21T23:58:12.674119Z","2991b1be-bdae-4fa4-a529-ac46cefb4487"
"Stationary",716,"4",3,"","2026-02-21T23:58:17.481252Z",1102111,4.003,"#C C removes her left hand on the nylon.","The action describes a hand removal, which is a low energy, stationary action.","r001","Mechanical Repair","Gold","",402.4803509546634,"2026-02-21T23:58:17.481279Z","2991b1be-bdae-4fa4-a529-ac46cefb4487"
"Object Transfer",726,"4",3,"","2026-02-22T00:01:30.888362Z",1102112,18.569,"#C C switches the paint brush from her left hand to her right hand.","Logistics step involving the transfer of an object between hands.","r001","Mechanical Repair","Gold","",424.20174095466336,"2026-02-22T00:01:30.888380Z","2991b1be-bdae-4fa4-a529-ac46cefb4487"
"Locomotion",727,"4",3,"","2026-02-22T00:01:33.832898Z",1102113,2.127,"#C C bends","Body movement, changing posture (bending).","r001","Mechanical Repair","Gold","",437.2122509546634,"2026-02-22T00:01:33.832912Z","2991b1be-bdae-4fa4-a529-ac46cefb4487"
"Locomotion",728,"4",3,"","2026-02-22T00:01:35.947927Z",1102114,1.009,"#C C bends.","Body movement through space (bending).","r001","Mechanical Repair","Gold","",640.3957476213301,"2026-02-22T00:01:35.947960Z","2991b1be-bdae-4fa4-a529-ac46cefb4487"
"Essential Operation",729,"4",3,"","2026-02-22T00:01:38.620033Z",1102115,1.529,"#C C paints the wood.","Core task involving high hand activity.","r001","Mechanical Repair","Gold","",698.7470176213301,"2026-02-22T00:01:38.620056Z","2991b1be-bdae-4fa4-a529-ac46cefb4487"
"Essential Operation",730,"4",3,"","2026-02-22T00:01:40.243663Z",1102116,0.864,"#C C paints the wood.","Core task involving high hand activity.","r001","Mechanical Repair","Gold","",730.21988762133,"2026-02-22T00:01:40.243696Z","2991b1be-bdae-4fa4-a529-ac46cefb4487"
"Essential Operation",731,"4",3,"Stationary","2026-02-22T00:01:48.600126Z",1102117,7.682,"#C C touches her face with her left hand. #unsure","[CtxFixed] Touching one's face is often an essential operation such as wiping one's face or adjusting glasses, which are necessary for comfort or vision.","r001","Mechanical Repair","Bad","",772.0062076213301,"2026-02-22T00:01:48.600141Z","2991b1be-bdae-4fa4-a529-ac46cefb4487"
"Object Transfer",732,"4",3,"","2026-02-22T00:01:59.026663Z",1102118,7.066,"#C C puts aside avocado seed","Logistics step of putting an object aside.","r001","Cooking","Gold","",24.3632486,"2026-02-22T00:01:59.026697Z","2ba0becb-58c2-43a1-97bb-7e153a34eb47"
"Locomotion",733,"4",3,"","2026-02-22T00:02:05.436668Z",1102119,5.615,"#C C walks towards dustbin","Body moving through space, indicative of walking.","r001","Cooking","Gold","",36.2187686,"2026-02-22T00:02:05.436701Z","2ba0becb-58c2-43a1-97bb-7e153a34eb47"
"Object Transfer",734,"4",3,"","2026-02-22T00:02:07.848718Z",1102120,1.632,"#C C removes avocado from the fork with hand","Logistics step involving picking up and putting down objects.","r001","Cooking","Gold","",283.9947843701523,"2026-02-22T00:02:07.848741Z","2ba0becb-58c2-43a1-97bb-7e153a34eb47"
"Object Transfer",735,"4",3,"","2026-02-22T00:02:13.474978Z",1102121,4.839,"#C C moves a packet in the countertop","Logistics step involving moving an object.","r001","Cooking","Gold","",314.5848643701524,"2026-02-22T00:02:13.475013Z","2ba0becb-58c2-43a1-97bb-7e153a34eb47"
"Locomotion",736,"4",3,"","2026-02-22T00:02:15.460989Z",1102122,0.958,"#C C walks in the kitchen","Body moving through space, indicative of walking.","r001","Cooking","Gold","",317.5226043701523,"2026-02-22T00:02:15.461022Z","2ba0becb-58c2-43a1-97bb-7e153a34eb47"
"Object Transfer",737,"4",3,"Essential Operation","2026-02-22T00:04:44.449680Z",1102123,148.102,"#C C opens a bottle of oil","Logistics step involving the manipulation of an object.","r001","Cooking","Bad","",350.0553443701523,"2026-02-22T00:04:44.449695Z","2ba0becb-58c2-43a1-97bb-7e153a34eb47"
"Object Transfer",738,"4",3,"","2026-02-22T00:04:47.977484Z",1102124,2.302,"#C C returns a bottle #oil on the counter top","Logistics step involving placing an object.","r001","Cooking","Gold","",364.2624843701523,"2026-02-22T00:04:47.977500Z","2ba0becb-58c2-43a1-97bb-7e153a34eb47"
"Locomotion",739,"4",3,"","2026-02-22T00:04:49.987594Z",1102125,1.122,"#C C walks in the kitchen","Body moving through space (walking).","r001","Cooking","Gold","",384.1247243701523,"2026-02-22T00:04:49.987619Z","2ba0becb-58c2-43a1-97bb-7e153a34eb47"
"Object Transfer",740,"4",3,"","2026-02-22T00:04:57.184060Z",1102126,5.988,"#C C puts bread on the fridge","Logistics step involving picking up and placing an object.","r001","Cooking","Gold","",500.1036343701523,"2026-02-22T00:04:57.184092Z","2ba0becb-58c2-43a1-97bb-7e153a34eb47"
"Essential Operation",741,"4",3,"","2026-02-22T00:04:59.746681Z",1102127,1.456,"#C c paints chocolate brown on wood stand","Core task involving manual application, high hand activity.","r001","Mechanical Repair","Gold","",367.991,"2026-02-22T00:04:59.746705Z","2d9e0fc0-2cc7-4cab-8006-4bc530e252cb"
"Object Transfer",742,"4",3,"Stationary","2026-02-22T00:05:07.624328Z",1102128,7.124,"#C C removes his left hand from the keyboard","Logistics/Removing hand from the keyboard.","r001","Playing Instrument","Bad","",2692.476460954664,"2026-02-22T00:05:07.624343Z","2ef8d712-0024-4be2-af93-691699953343"
"Essential Operation",743,"4",3,"","2026-02-22T00:05:12.058955Z",1102129,3.492,"#C C spreads the matt.","Core task involving manual activity with hands.","r001","Desk Work","Gold","",299.65134,"2026-02-22T00:05:12.058977Z","325e1bf8-56d8-414b-9e78-07eebe04c13e"
"Search",744,"4",3,"Essential Operation","2026-02-22T00:05:32.048170Z",1102130,60.04900000000001,"#C C reads the book","Head movement (visual search), hands mostly still.","r001","Desk Work","Bad","",361.65256,"2026-02-22T00:07:56.349607Z","325e1bf8-56d8-414b-9e78-07eebe04c13e"
"Object Transfer",745,"4",3,"","2026-02-22T00:05:35.783525Z",1102131,2.832,"#C C picks the phone","Logistics step of picking up an object.","r001","Desk Work","Gold","",652.72452,"2026-02-22T00:05:35.783550Z","325e1bf8-56d8-414b-9e78-07eebe04c13e"
"Search",748,"4",3,"Essential Operation","2026-02-22T00:06:09.335528Z",1102132,8.972999999999999,"#C C reads the book","Visual search or monitoring (reading), head movement involved, hands mostly still.","r001","Desk Work","Bad","",1625.1902626666665,"2026-02-22T00:08:03.448630Z","325e1bf8-56d8-414b-9e78-07eebe04c13e"
"Stationary",750,"4",3,"","2026-02-22T00:06:20.126637Z",1102133,9.336,"#c c raises the hand","Raising the hand is a minor movement and does not involve significant body or hand acceleration.","r001","Desk Work","Gold","",2382.9493700000003,"2026-02-22T00:06:20.126652Z","325e1bf8-56d8-414b-9e78-07eebe04c13e"
"Search",752,"4",3,"Essential Operation","2026-02-22T00:06:28.470448Z",1102134,10.622,"#c c reads the book","Head movement (visual search), hands mostly still.","r001","Desk Work","Bad","",2860.7520693333336,"2026-02-22T00:08:09.484791Z","325e1bf8-56d8-414b-9e78-07eebe04c13e"
"Stationary",755,"4",3,"","2026-02-22T00:06:50.962886Z",1102135,7.608,"#c c reads the book in the mosque","Reading involves minimal body movement and is a low-energy activity.","r001","Desk Work","Gold","",3380.5825133333333,"2026-02-22T00:06:50.962920Z","325e1bf8-56d8-414b-9e78-07eebe04c13e"
"Stationary",765,"4",3,"Essential Operation","2026-02-22T00:09:16.752389Z",1102136,41.93,"#c c holds the book with both hands","Low body/hand motion, holding the book indicates a static position.","r001","Desk Work","Bad","",3392.159403333333,"2026-02-22T00:09:16.752402Z","325e1bf8-56d8-414b-9e78-07eebe04c13e"
"Search",766,"4",3,"","2026-02-22T00:09:20.249299Z",1102137,2.419,"#c c looks at the phone","Head movement (visual search), passive hands.","r001","Desk Work","Gold","",3395.873413333333,"2026-02-22T00:09:20.249334Z","325e1bf8-56d8-414b-9e78-07eebe04c13e"
"Stationary",767,"4",3,"","2026-02-22T00:09:28.252089Z",1102138,7.286,"#c c reads the book in the mosque","Reading involves minimal body movement, primarily focused on visual engagement.","r001","Desk Work","","Skip",3537.340422666666,"2026-02-22T00:09:28.252104Z","325e1bf8-56d8-414b-9e78-07eebe04c13e"
"Stationary",768,"4",3,"","2026-02-22T00:09:31.464752Z",1102139,2.341,"#c c speaks to man y","Low body/hand motion, likely involves speaking.","r001","Desk Work","Gold","",3677.801412666666,"2026-02-22T00:09:31.464775Z","325e1bf8-56d8-414b-9e78-07eebe04c13e"
"Object Transfer",769,"4",3,"","2026-02-22T00:09:34.564694Z",1102140,2.266,"#c c puts the helmet on the bike handle","Logistics step involving picking up and placing the helmet.","r001","Desk Work","Gold","",3894.9921666666655,"2026-02-22T00:09:34.564717Z","325e1bf8-56d8-414b-9e78-07eebe04c13e"
"Essential Operation",770,"4",3,"","2026-02-22T00:09:36.265350Z",1102141,0.999,"#C C washes a spoon","Core manual task involving hand movement.","r001","Cleaning","Gold","",3.0272686,"2026-02-22T00:09:36.265366Z","36224c74-dfb0-44c0-a59e-e35d874f39e7"
"Stationary",771,"4",3,"","2026-02-22T00:09:37.968489Z",1102142,0.985,"#C C talks to a woman X","Low body/hand motion.","r001","Cleaning","Gold","",12.5671886,"2026-02-22T00:09:37.968523Z","36224c74-dfb0-44c0-a59e-e35d874f39e7"
"Essential Operation",772,"4",3,"","2026-02-22T00:09:41.662539Z",1102143,2.668,"#C C washes a cooking pan","Core task involving high hand activity.","r001","Cleaning","Gold","",51.1610086,"2026-02-22T00:09:41.662553Z","36224c74-dfb0-44c0-a59e-e35d874f39e7"
"Object Transfer",773,"4",3,"","2026-02-22T00:09:43.902988Z",1102144,1.559,"#C C takes a chop board","Logistics/Setup step (taking an object).","r001","Cleaning","Gold","",114.4753886,"2026-02-22T00:09:43.903021Z","36224c74-dfb0-44c0-a59e-e35d874f39e7"
"Essential Operation",774,"4",3,"","2026-02-22T00:09:45.443271Z",1102145,0.895,"#C C washes a lid","Core manual task involving high hand activity.","r001","Cleaning","Gold","",134.75951859999998,"2026-02-22T00:09:45.443294Z","36224c74-dfb0-44c0-a59e-e35d874f39e7"
"Essential Operation",775,"4",3,"","2026-02-22T00:09:47.483211Z",1102146,1.425,"#C C washes his hand","Core manual task involving high hand activity.","r001","Cleaning","Gold","",141.54890859999998,"2026-02-22T00:09:47.483235Z","36224c74-dfb0-44c0-a59e-e35d874f39e7"
"Essential Operation",776,"4",3,"","2026-02-22T00:09:49.205933Z",1102147,0.995,"#C C moves a grater","Core task involving manual operation with high hand activity.","r001","Cleaning","Gold","",198.4800986,"2026-02-22T00:09:49.205956Z","36224c74-dfb0-44c0-a59e-e35d874f39e7"
"Essential Operation",777,"4",3,"Object Transfer","2026-02-22T00:09:50.714201Z",1102148,10.67,"#C C puts dirt on his hand","Core manual task involving high hand activity.","r001","Cleaning","Bad","",239.3493186,"2026-02-22T00:10:00.930272Z","36224c74-dfb0-44c0-a59e-e35d874f39e7"
"Locomotion",778,"4",3,"","2026-02-22T00:10:03.884387Z",1102149,2.19,"#O a woman X walks in the kitchen","Movement through space, indicative of walking.","r001","Cleaning","Gold","",241.4828686,"2026-02-22T00:10:03.884409Z","36224c74-dfb0-44c0-a59e-e35d874f39e7"
"Essential Operation",779,"4",3,"","2026-02-22T00:10:10.150584Z",1102150,5.469,"#C C dries the lid.","Core task involving manual activity with hands.","r001","Cleaning","Gold","",317.7524940931641,"2026-02-22T00:10:10.150608Z","36224c74-dfb0-44c0-a59e-e35d874f39e7"
"Object Transfer",780,"4",3,"Essential Operation","2026-02-22T00:10:19.820698Z",1102151,8.731,"#C C piles the lids.","Logistics of moving and organizing objects.","r001","Cleaning","Bad","",322.2407640931641,"2026-02-22T00:10:19.820722Z","36224c74-dfb0-44c0-a59e-e35d874f39e7"
"Object Transfer",781,"4",3,"","2026-02-22T00:10:26.449665Z",1102152,5.795,"#C C drops container in the food warmer.","[CtxFixed] The action of dropping the container into the food warmer indicates a deliberate placement of the object, which fits the definition of Object Transfer.","r001","Cleaning","Gold","",325.0061840931641,"2026-02-22T00:10:26.449689Z","36224c74-dfb0-44c0-a59e-e35d874f39e7"
"Essential Operation",782,"4",3,"","2026-02-22T00:10:36.611539Z",1102153,9.106,"#C C wipes measuring cap.","Core manual task, high hand activity.","r001","Cleaning","Gold","",402.85512409316414,"2026-02-22T00:10:36.611554Z","36224c74-dfb0-44c0-a59e-e35d874f39e7"
"Essential Operation",783,"4",3,"","2026-02-22T00:10:39.627497Z",1102154,2.132,"#C C disconnects vacuum cleaner.","Core task involving manual operation with high hand activity.","r001","Cleaning","Gold","",472.3893940931641,"2026-02-22T00:10:39.627531Z","36224c74-dfb0-44c0-a59e-e35d874f39e7"
"Locomotion",784,"4",3,"","2026-02-22T00:10:41.659103Z",1102155,1.085,"#C C walks around","Body moving through space, indicative of walking.","r001","Walking Outdoors","Gold","",0.0,"2026-02-22T00:10:41.659128Z","3c630fe7-c982-4789-a633-99d296763141"
"Object Transfer",785,"4",3,"","2026-02-22T00:10:47.235558Z",1102156,4.783,"#C C opens a door","Logistics action involving opening a door.","r001","Walking Outdoors","Gold","",0.51837,"2026-02-22T00:10:47.235589Z","3c630fe7-c982-4789-a633-99d296763141"
"Stationary",786,"4",3,"","2026-02-22T00:10:52.185230Z",1102157,4.309,"#O man D plays a card.","Playing a card is a low-energy, stationary action.","r001","Playing Instrument","Gold","",71.44137959999999,"2026-02-22T00:10:52.185245Z","3cbd049a-0d7d-410b-b9b0-761efb801c8a"
"Stationary",787,"4",3,"","2026-02-22T00:11:05.449320Z",1102158,0.965,"#O man E plays a card.","The action of playing a card is typically a low-energy, stationary activity.","r001","Playing Instrument","Gold","",114.6488196,"2026-02-22T00:11:05.449353Z","3cbd049a-0d7d-410b-b9b0-761efb801c8a"
"Object Transfer",788,"4",3,"","2026-02-22T00:11:08.065684Z",1102159,1.852,"#C C picks card from the deck.","Logistics step involving picking up an object.","r001","Playing Instrument","Gold","",158.4228496,"2026-02-22T00:11:08.065698Z","3cbd049a-0d7d-410b-b9b0-761efb801c8a"
"Stationary",789,"4",3,"","2026-02-22T00:11:16.439193Z",1102160,7.614,"#O man A shares card for B.","The action described seems to involve a static interaction, likely passing an item or sharing information without significant body or hand movement.","r001","Playing Instrument","Gold","",256.41571960000005,"2026-02-22T00:11:16.439207Z","3cbd049a-0d7d-410b-b9b0-761efb801c8a"
"Stationary",790,"4",3,"","2026-02-22T00:11:20.221301Z",1102161,2.892,"#O touches head cam.","The action 'touches head cam' suggests a stationary activity with minimal body or hand movement.","r001","Playing Instrument","Gold","",416.9591409546634,"2026-02-22T00:11:20.221325Z","3cbd049a-0d7d-410b-b9b0-761efb801c8a"
"Object Transfer",791,"4",3,"","2026-02-22T00:11:22.655865Z",1102162,1.67,"#O man B drops cards on the table.","Refined via regex fallback","r001","Playing Instrument","Gold","",470.2662909546634,"2026-02-22T00:11:22.655881Z","3cbd049a-0d7d-410b-b9b0-761efb801c8a"
"Object Transfer",792,"4",3,"","2026-02-22T00:11:27.975765Z",1102163,4.203,"#O man D gives man E some cards","Logistics of giving cards, short bursts of hand activity.","r001","Playing Instrument","Gold","",557.5999236213302,"2026-02-22T00:11:27.975798Z","3cbd049a-0d7d-410b-b9b0-761efb801c8a"
"Object Transfer",793,"4",3,"","2026-02-22T00:11:30.006143Z",1102164,1.156,"#O man D drops card on the table.","Refined via regex fallback","r001","Playing Instrument","Gold","",695.7847136213302,"2026-02-22T00:11:30.006166Z","3cbd049a-0d7d-410b-b9b0-761efb801c8a"
"Object Transfer",794,"4",3,"","2026-02-22T00:11:31.815692Z",1102165,1.026,"#O man D picks card from the deck,","Logistics of picking up an object from a deck.","r001","Playing Instrument","Gold","",700.7143436213302,"2026-02-22T00:11:31.815715Z","3cbd049a-0d7d-410b-b9b0-761efb801c8a"
"Object Transfer",811,"4",3,"","2026-02-22T00:18:09.573559Z",1102166,170.797,"#O man E drops card on the table.","Refined via regex fallback","r001","Playing Instrument","Gold","",705.0185236213301,"2026-02-22T00:18:09.573574Z","3cbd049a-0d7d-410b-b9b0-761efb801c8a"
"Object Transfer",812,"4",3,"","2026-02-22T00:18:11.910325Z",1102167,1.516,"#O man B drops card on the table.","Refined via regex fallback","r001","Playing Instrument","Gold","",710.3278536213302,"2026-02-22T00:18:11.910339Z","3cbd049a-0d7d-410b-b9b0-761efb801c8a"
"Stationary",813,"4",3,"","2026-02-22T00:18:30.275399Z",1102168,17.552,"#O man D picks a card for the deck.","The action of picking a card is a quick motion and does not involve significant body movement or sustained activity.","r001","Playing Instrument","","Skip",828.2806676213302,"2026-02-22T00:18:30.275422Z","3cbd049a-0d7d-410b-b9b0-761efb801c8a"
"Object Transfer",814,"4",3,"","2026-02-22T00:18:33.638889Z",1102169,2.402,"#C C drops card on the table.","Refined via regex fallback","r001","Playing Instrument","Gold","",852.5684376213301,"2026-02-22T00:18:33.638911Z","3cbd049a-0d7d-410b-b9b0-761efb801c8a"
"Object Transfer",815,"4",3,"","2026-02-22T00:18:35.419695Z",1102170,0.977,"#O man D drops a card on the table.","The action involves placing a card on the table, which is a logistics step.","r001","Playing Instrument","Gold","",988.78871762133,"2026-02-22T00:18:35.419718Z","3cbd049a-0d7d-410b-b9b0-761efb801c8a"
"Object Transfer",816,"4",3,"","2026-02-22T00:18:36.924983Z",1102171,0.69,"#C C drops a card.","[CtxFixed] The action of dropping a card onto a surface is a deliberate placement, which fits the definition of an Object Transfer.","r001","Playing Instrument","Gold","",1000.55030762133,"2026-02-22T00:18:36.924998Z","3cbd049a-0d7d-410b-b9b0-761efb801c8a"
"Object Transfer",817,"4",3,"","2026-02-22T00:18:38.606968Z",1102172,0.808,"#O man B drops a card on the table.","Refined via regex fallback","r001","Playing Instrument","Gold","",1069.09878762133,"2026-02-22T00:18:38.606992Z","3cbd049a-0d7d-410b-b9b0-761efb801c8a"
"Stationary",818,"4",3,"","2026-02-22T00:18:45.909171Z",1102173,6.363,"#O man B picks a card.","The action involves a static interaction, such as picking a card, which does not involve significant body or hand movement.","r001","Playing Instrument","Gold","",1114.85338762133,"2026-02-22T00:18:45.909205Z","3cbd049a-0d7d-410b-b9b0-761efb801c8a"
"Object Transfer",819,"4",3,"","2026-02-22T00:18:48.531386Z",1102174,1.645,"#O man B drops a card.","[CtxFixed] The action of dropping a card can be interpreted as a deliberate placement, which fits the 'Object Transfer' category.","r001","Playing Instrument","Gold","",1328.6448749546632,"2026-02-22T00:18:48.531408Z","3cbd049a-0d7d-410b-b9b0-761efb801c8a"
"Stationary",820,"4",3,"","2026-02-22T00:18:50.829457Z",1102175,164.29899999999998,"#O man D picks a game.","The action described does not involve significant movement, suggesting a low-energy, stationary activity.","r001","Playing Instrument","Gold","",1360.1870249546632,"2026-02-22T00:21:40.324137Z","3cbd049a-0d7d-410b-b9b0-761efb801c8a"
"Object Transfer",821,"4",3,"","2026-02-22T00:21:42.619071Z",1102176,1.376,"#O man E drops cards on the table.","Refined via regex fallback","r001","Playing Instrument","Gold","",1503.0901309546634,"2026-02-22T00:21:42.619094Z","3cbd049a-0d7d-410b-b9b0-761efb801c8a"
"Object Transfer",822,"4",3,"","2026-02-22T00:21:44.519191Z",1102177,1.17,"#O man A drops cards on the table.","Refined via regex fallback","r001","Playing Instrument","Gold","",1519.7381909546634,"2026-02-22T00:21:44.519220Z","3cbd049a-0d7d-410b-b9b0-761efb801c8a"
"Object Transfer",823,"4",3,"","2026-02-22T00:21:46.493742Z",1102178,1.281,"#C C picks up a card.","Logistics step of picking up an object.","r001","Playing Instrument","Gold","",1562.6289509546632,"2026-02-22T00:21:46.493767Z","3cbd049a-0d7d-410b-b9b0-761efb801c8a"
"Object Transfer",824,"4",3,"","2026-02-22T00:21:48.386610Z",1102179,0.964,"#O man A drops cards on the table.","Refined via regex fallback","r001","Playing Instrument","Gold","",1584.6769209546633,"2026-02-22T00:21:48.386637Z","3cbd049a-0d7d-410b-b9b0-761efb801c8a"
"Object Transfer",825,"4",3,"","2026-02-22T00:21:50.109687Z",1102180,0.93,"#C C picks up a card.","The action involves picking up an object, which is a logistics step.","r001","Playing Instrument","Gold","",1609.7190909546634,"2026-02-22T00:21:50.109714Z","3cbd049a-0d7d-410b-b9b0-761efb801c8a"
"Object Transfer",826,"4",3,"","2026-02-22T00:21:59.380058Z",1102181,8.402,"#O The man A picks a card on the table with his right hand.","The action involves picking up an object (card), which is a logistics step.","r001","Playing Instrument","Gold","",1687.4800409546633,"2026-02-22T00:21:59.380073Z","3cbd049a-0d7d-410b-b9b0-761efb801c8a"
"Essential Operation",827,"4",3,"","2026-02-22T00:22:12.027852Z",1102182,11.098,"#O The man B moves the card on the table with his right hand.","The action involves a core manual task with high hand activity.","r001","Playing Instrument","Gold","",1693.9326109546632,"2026-02-22T00:22:12.027883Z","3cbd049a-0d7d-410b-b9b0-761efb801c8a"
"Object Transfer",828,"4",3,"","2026-02-22T00:22:24.445025Z",1102183,11.516,"#O The man D takes a card from his left hand with his right hand.","The action involves picking up an object, which is a logistics step.","r001","Playing Instrument","Gold","",1703.6480009546633,"2026-02-22T00:22:24.445040Z","3cbd049a-0d7d-410b-b9b0-761efb801c8a"
"Object Transfer",829,"4",3,"","2026-02-22T00:22:39.250106Z",1102184,13.915,"#O The man A picks a card on the table with his right hand.","The action involves picking up an object (card), which is a logistics step.","r001","Playing Instrument","Gold","",1726.6074909546633,"2026-02-22T00:22:39.250121Z","3cbd049a-0d7d-410b-b9b0-761efb801c8a"
"Stationary",830,"4",3,"","2026-02-22T00:22:42.622262Z",1102185,2.429,"#O The man A interacts with C and men B,D,E.","The action description does not specify any specific motion or interaction that would indicate movement or high activity.","r001","Playing Instrument","Gold","",1753.1025209546633,"2026-02-22T00:22:42.622286Z","3cbd049a-0d7d-410b-b9b0-761efb801c8a"
"Object Transfer",831,"4",3,"","2026-02-22T00:22:44.664108Z",1102186,1.185,"#O The man D drops a card on the table with his right hand.","Refined via regex fallback","r001","Playing Instrument","Gold","",1769.1154109546633,"2026-02-22T00:22:44.664131Z","3cbd049a-0d7d-410b-b9b0-761efb801c8a"
"Object Transfer",832,"4",3,"","2026-02-22T00:22:47.480063Z",1102187,1.879,"#O The man D picks a card on the table with his right hand.","The action involves picking up an object, which is a logistics step.","r001","Playing Instrument","Gold","",1788.8189309546633,"2026-02-22T00:22:47.480079Z","3cbd049a-0d7d-410b-b9b0-761efb801c8a"
"Object Transfer",795,"4",3,"","2026-02-22T00:11:33.774933Z",1102188,1.336,"#O The man E drops cards on the table with his right hand.","Refined via regex fallback","r001","Playing Instrument","Gold","",1796.1800109546634,"2026-02-22T00:11:33.774955Z","3cbd049a-0d7d-410b-b9b0-761efb801c8a"
"Essential Operation",796,"4",3,"Stationary","2026-02-22T00:11:58.842149Z",1102189,37.097,"#O The man B interacts with man A.","Playing an instrument involves repetitive and focused hand movements.","r001","Playing Instrument","Bad","",1830.820080954664,"2026-02-22T00:13:24.999184Z","3cbd049a-0d7d-410b-b9b0-761efb801c8a"
"Stationary",797,"4",3,"","2026-02-22T00:13:28.731219Z",1102190,2.72,"#C C interacts with man B.","Interacting with another person typically involves low body/hand motion.","r001","Playing Instrument","Gold","",1847.3080609546632,"2026-02-22T00:13:28.731243Z","3cbd049a-0d7d-410b-b9b0-761efb801c8a"
"Object Transfer",798,"4",3,"","2026-02-22T00:13:56.866564Z",1102191,27.091,"#C C picks a foam from the metal","The action involves picking up an object, which is a logistics step.","r001","Mechanical Repair","Gold","",111.19841,"2026-02-22T00:13:56.866579Z","3fc288bb-1082-4ec5-96a7-75bb61144b11"
"Object Transfer",799,"4",3,"","2026-02-22T00:13:58.868810Z",1102192,1.023,"#C C drops the foam on the metal","[CtxFixed] The action of dropping the foam onto the metal appears to be a deliberate placement, which fits the criteria for 'Object Transfer'.","r001","Mechanical Repair","Gold","",145.53639,"2026-02-22T00:13:58.868824Z","3fc288bb-1082-4ec5-96a7-75bb61144b11"
"Essential Operation",800,"4",3,"","2026-02-22T00:14:01.020229Z",1102193,1.361,"#C C turns the foam","Core manual task involving hand movement.","r001","Mechanical Repair","Gold","",156.67888,"2026-02-22T00:14:01.020253Z","3fc288bb-1082-4ec5-96a7-75bb61144b11"
"Essential Operation",801,"4",3,"","2026-02-22T00:14:05.464143Z",1102194,3.841,"#C C cleans the wheel with the piece of paper","Core manual task involving hand activity.","r001","Mechanical Repair","Gold","",177.3952,"2026-02-22T00:14:05.464167Z","3fc288bb-1082-4ec5-96a7-75bb61144b11"
"Essential Operation",802,"4",3,"","2026-02-22T00:14:08.441093Z",1102195,2.267,"#C C adjusts the wheel","Core manual task involving fine motor skills.","r001","Mechanical Repair","Gold","",269.63234,"2026-02-22T00:14:08.441125Z","3fc288bb-1082-4ec5-96a7-75bb61144b11"
