video_uid,timestamp_sec,narration_text,scenario,action,reasoning,batch,round,normalized_narration_stage2,dataset_rows_covered_if_validated,high_priority_review,high_priority_reason,watchlist_hit,historical_bad_count,historical_checked_count,historical_bad_rate,Status,inner_id,secondary_action
25c59c93-11c5-4240-bbc3-c4dc74e6620c,1637.292437144922,#C C passes the bottle to the left hand.,Cleaning,Object Transfer,Transfer of an object from one hand to another.,7,r002,passes bottle to left hand,3,no,,no,0,0,0.0,Gold,,
25c59c93-11c5-4240-bbc3-c4dc74e6620c,1698.708577144922,#C C wipes the books.,Cleaning,Task Operation,Core task involving high hand activity.,7,r002,wipes books,10,no,,no,0,0,0.0,Gold,,
25c59c93-11c5-4240-bbc3-c4dc74e6620c,1701.490097144922,#C C wipes the paper.,Cleaning,Task Operation,Core task involving manual effort with the hands.,7,r002,wipes paper,7,no,,no,0,0,0.0,Gold,,
25c59c93-11c5-4240-bbc3-c4dc74e6620c,1739.760747144922,#C C puts the books down.,Cleaning,Object Transfer,"Logistics step of placing objects, short burst of hand activity.",7,r002,puts books down,4,no,,no,0,0,0.0,Gold,,
25c59c93-11c5-4240-bbc3-c4dc74e6620c,1880.1879071449216,#C C passes the book to the left hand.,Cleaning,Object Transfer,Transferring an object from one hand to another.,7,r002,passes book to left hand,6,no,,no,0,0,0.0,Gold,,
26f1c77e-814e-4609-ad67-12447d1627e1,81.46234862659821,#C C Places the cooking stick on top of the cooker,Cooking,Object Transfer,Logistics step involving placing an object.,7,r002,places cooking stick on top of cooker,3,no,,no,0,0,0.0,Gold,,
26f1c77e-814e-4609-ad67-12447d1627e1,699.9231569004949,#C C Places a cooking stick on the cooker,Cooking,Object Transfer,Logistics step involving placing an object.,7,r002,places cooking stick on cooker,3,no,,no,0,0,0.0,Gold,,
26f1c77e-814e-4609-ad67-12447d1627e1,723.4045169004949,#C C Looks at the sausages,Cooking,Search,"Head movement (visual inspection), hands mostly still.",7,r002,looks at sausages,3,no,,no,0,0,0.0,Gold,,
26f1c77e-814e-4609-ad67-12447d1627e1,805.3612669004948,#C C Picks a slice of a meat,Cooking,Object Transfer,Logistics action of picking up an object.,7,r002,picks slice of meat,3,no,,no,0,0,0.0,Gold,,
26f1c77e-814e-4609-ad67-12447d1627e1,807.4131969004948,#C C Places the meat slice on the frying pan,Cooking,Object Transfer,Logistics step involving pick up and put down motion.,7,r002,places meat slice on frying pan,3,no,,no,0,0,0.0,Gold,,
26f1c77e-814e-4609-ad67-12447d1627e1,821.888335886252,#Moves the slices of meat in frying pan using a cooking stick,Cooking,Task Operation,Core task involving manipulation with high hand activity.,7,r002,slices of meat in frying pan using cooking stick,3,yes,watchlist_verb,yes,0,0,0.0,Gold,,
26f1c77e-814e-4609-ad67-12447d1627e1,1010.437305886252,#C C Holds a cup of tea,Cooking,Stationary,"Low body/hand motion, holding an object.",7,r002,holds cup of tea,3,yes,watchlist_verb,yes,0,0,0.0,Gold,,
26f1c77e-814e-4609-ad67-12447d1627e1,1110.1491550179248,#C C cuts the smokie,Cooking,Task Operation,"Core task, high hand activity.",7,r002,cuts smokie,3,no,,no,0,0,0.0,Gold,,
2978ddbc-cdc9-4bfa-9a7c-4bf056904010,260.5665886,#C C puts meat in the fridge,Cooking,Object Transfer,Logistics step involving picking up and putting down an object.,7,r002,puts meat in fridge,4,no,,no,0,0,0.0,Gold,,
2978ddbc-cdc9-4bfa-9a7c-4bf056904010,295.529819516873,#C C pours the #unsure on the meat,Cooking,Task Operation,Core task involving high hand activity.,7,r002,pours on meat,3,no,,no,0,0,0.0,Gold,,
2978ddbc-cdc9-4bfa-9a7c-4bf056904010,423.659039516873,#C C picks the nylon,Cooking,Object Transfer,"Logistics step, picking up an object.",7,r002,picks nylon,5,no,,no,0,0,0.0,Gold,,
2978ddbc-cdc9-4bfa-9a7c-4bf056904010,465.71682951687296,#C C cuts the veggie,Cooking,Task Operation,"Core task, high hand activity.",7,r002,cuts veggie,13,no,,no,0,0,0.0,Gold,,
2978ddbc-cdc9-4bfa-9a7c-4bf056904010,477.76618951687294,#C C removes the leaves,Cooking,Task Operation,"Core task involving manual dexterity and manipulation, high hand activity.",7,r002,removes leaves,5,no,,no,0,0,0.0,Gold,,
2978ddbc-cdc9-4bfa-9a7c-4bf056904010,925.4228937171875,#C C puts down the soap,Cooking,Object Transfer,Logistics step involving the placement of an object.,7,r002,puts down soap,6,no,,no,0,0,0.0,Gold,,
2978ddbc-cdc9-4bfa-9a7c-4bf056904010,980.1012237171876,#C C puts a bowl in the rack,Cooking,Object Transfer,Logistics step involving placing an object.,7,r002,puts bowl in rack,11,no,,no,0,0,0.0,Gold,,
2978ddbc-cdc9-4bfa-9a7c-4bf056904010,1028.0888037171876,#C C puts down the gloves,Cooking,Object Transfer,"Logistics step, putting down an object.",7,r002,puts down gloves,4,no,,no,0,0,0.0,Gold,,
2fa81cfe-e0d4-42e5-be39-e14287215bd2,39.3444586,#C C Adjusts the sharpening machine,Mechanical Repair,Task Operation,Core manual task involving fine hand adjustments.,7,r002,adjusts sharpening machine,5,yes,watchlist_verb,yes,0,0,0.0,Gold,,
2fa81cfe-e0d4-42e5-be39-e14287215bd2,160.61712859999997,#C C Picks a hammer,Mechanical Repair,Object Transfer,Logistics action of picking up an object.,7,r002,picks hammer,10,no,,no,0,0,0.0,Gold,,
2fa81cfe-e0d4-42e5-be39-e14287215bd2,604.4616176136719,#C C picks up the file,Mechanical Repair,Object Transfer,Logistics step of picking up an object.,7,r002,picks up file,7,no,,no,0,0,0.0,Gold,,
2fa81cfe-e0d4-42e5-be39-e14287215bd2,629.8144276136719,#C C picks up the brush,Mechanical Repair,Object Transfer,Logistics step involving picking up an object.,7,r002,picks up brush,22,no,,no,0,0,0.0,Gold,,
2fa81cfe-e0d4-42e5-be39-e14287215bd2,653.9310076136719,#C C cleans the file,Mechanical Repair,Task Operation,"Core manual task, high hand activity.",7,r002,cleans file,3,no,,no,0,0,0.0,Gold,,
2fa81cfe-e0d4-42e5-be39-e14287215bd2,667.1966076136719,#C C sharpens the knife on the clamp,Mechanical Repair,Task Operation,Core manual task involving high hand activity.,7,r002,sharpens knife on clamp,7,no,,no,0,0,0.0,Gold,,
2fa81cfe-e0d4-42e5-be39-e14287215bd2,670.464357613672,#C C adjusts the clamp,Mechanical Repair,Task Operation,Core manual task involving high hand activity.,7,r002,adjusts clamp,6,yes,watchlist_verb,yes,0,0,0.0,Gold,,
2fa81cfe-e0d4-42e5-be39-e14287215bd2,827.7369482617305,#C C picks up a scissor,Mechanical Repair,Object Transfer,"Logistics/Setup step, picking up an object.",7,r002,picks up scissor,5,no,,no,0,0,0.0,Gold,,
2fa81cfe-e0d4-42e5-be39-e14287215bd2,832.0112682617305,#C C cuts the sandpaper,Mechanical Repair,Task Operation,Core task involving manual dexterity and high hand activity.,7,r002,cuts sandpaper,4,no,,no,0,0,0.0,Gold,,
2fa81cfe-e0d4-42e5-be39-e14287215bd2,871.9044482617304,#C C picks up the sandpaper,Mechanical Repair,Object Transfer,Logistics step involving picking up an object.,7,r002,picks up sandpaper,14,no,,no,0,0,0.0,Gold,,
2fa81cfe-e0d4-42e5-be39-e14287215bd2,892.2148482617304,#C C picks up the sandpaper on the table,Mechanical Repair,Object Transfer,Logistics step of picking up an object.,7,r002,picks up sandpaper on table,3,no,,no,0,0,0.0,Gold,,
2fa81cfe-e0d4-42e5-be39-e14287215bd2,970.9083482617305,#C C adjusts the light,Mechanical Repair,Task Operation,Adjusting involves fine motor skills and precise hand movements.,7,r002,adjusts light,3,yes,watchlist_verb,yes,0,1,0.0,Gold,,
2fa81cfe-e0d4-42e5-be39-e14287215bd2,989.0218782617304,#C C puts down sandpaper,Mechanical Repair,Object Transfer,Logistics step involving the placement of an object.,7,r002,puts down sandpaper,4,no,,no,0,0,0.0,Gold,,
2fa81cfe-e0d4-42e5-be39-e14287215bd2,1032.6439682617304,#C C puts down the scissor,Mechanical Repair,Object Transfer,"Logistics step, putting down an object.",7,r002,puts down scissor,7,no,,no,0,0,0.0,Gold,,
2fa81cfe-e0d4-42e5-be39-e14287215bd2,1499.0786272477476,#C C puts tool box down,Mechanical Repair,Object Transfer,"Logistics step, putting down an object.",7,r002,puts tool box down,8,no,,no,0,0,0.0,Gold,,
2fa81cfe-e0d4-42e5-be39-e14287215bd2,1505.9860772477475,#C C picks up grinding disc,Mechanical Repair,Object Transfer,"Logistics step, picking up an object.",7,r002,picks up grinding disc,5,no,,no,0,0,0.0,Gold,,
2fa81cfe-e0d4-42e5-be39-e14287215bd2,1573.5096372477474,#C C switches on socket,Mechanical Repair,Stationary,"Low body/hand motion, possibly involves a switch press which is a minor action.",7,r002,switches on socket,7,no,,no,0,0,0.0,Gold,,
2fa81cfe-e0d4-42e5-be39-e14287215bd2,1598.250800581081,#C C sharpens knife with a electric grinder,Mechanical Repair,Task Operation,Core manual task involving high hand activity.,7,r002,sharpens knife with electric grinder,6,no,,no,0,0,0.0,Gold,,
2fa81cfe-e0d4-42e5-be39-e14287215bd2,1839.8654907126304,#C C moves sandpaper,Mechanical Repair,Task Operation,"Core manual task, high hand activity.",7,r002,moves sandpaper,3,yes,watchlist_verb,yes,0,0,0.0,Gold,,
2fa81cfe-e0d4-42e5-be39-e14287215bd2,1999.566780126578,#C C puts ladder down,Mechanical Repair,Object Transfer,Logistics step of placing an object.,7,r002,puts ladder down,4,no,,no,0,0,0.0,Gold,,
2fa81cfe-e0d4-42e5-be39-e14287215bd2,2126.266830126578,#C C picks up glass,Mechanical Repair,Object Transfer,"The action involves picking up an object, which is a logistics step.",7,r002,picks up glass,18,no,,no,0,0,0.0,Gold,,
2fa81cfe-e0d4-42e5-be39-e14287215bd2,2193.5641831540365,#C C drops tissue,Mechanical Repair,Object Transfer,"[CtxFixed] The action of dropping a tissue is a deliberate placement onto a surface, which fits the criteria for 'Object Transfer'.",7,r002,drops tissue,3,no,,no,0,0,0.0,Gold,,
356661f5-767b-495d-95c7-03dcc46f85c6,189.06527,#C C walks back to the car.,Mechanical Repair,Locomotion,"Movement through space, indicative of walking.",7,r002,walks back to car,18,no,,no,0,0,0.0,Gold,,
356661f5-767b-495d-95c7-03dcc46f85c6,856.17945,#C C Plays on the game console wireless handheld player,Mechanical Repair,Stationary,"Low body/hand motion, playing a game typically involves minimal physical movement.",7,r002,plays on game console wireless handheld player,4,no,,no,0,0,0.0,Gold,,
356661f5-767b-495d-95c7-03dcc46f85c6,1922.65758,#C C Walks around a parking lot,Mechanical Repair,Locomotion,"Movement through space, indicative of walking.",7,r002,walks around parking lot,6,no,,no,0,0,0.0,Gold,,
356661f5-767b-495d-95c7-03dcc46f85c6,2468.98981,#C C points thermometer,Mechanical Repair,Stationary,"Low body/hand motion, likely holding the thermometer still.",7,r002,points thermometer,4,no,,no,0,0,0.0,Gold,,
356661f5-767b-495d-95c7-03dcc46f85c6,2471.36733,#C C holds thermometer,Mechanical Repair,Stationary,Holding an object with minimal movement.,7,r002,holds thermometer,5,yes,watchlist_verb,yes,0,0,0.0,Gold,,
356661f5-767b-495d-95c7-03dcc46f85c6,2478.21829,#C C picks up thermometer,Mechanical Repair,Object Transfer,"The action involves picking up an object, which is a logistics step.",7,r002,picks up thermometer,7,no,,no,0,0,0.0,Gold,,
356661f5-767b-495d-95c7-03dcc46f85c6,2489.2507,#C C puts thermometer on the counter,Mechanical Repair,Object Transfer,Logistics step involving moving an object.,7,r002,puts thermometer on counter,6,no,,no,0,0,0.0,Gold,,
356661f5-767b-495d-95c7-03dcc46f85c6,2761.86715,#C C takes the photos,Mechanical Repair,Object Transfer,"Taking an object (photos), logistics step.",7,r002,takes photos,4,no,,no,0,0,0.0,Gold,,Task Operation
356661f5-767b-495d-95c7-03dcc46f85c6,3176.083,#C C drops paper tissue,Mechanical Repair,Object Transfer,"[CtxFixed] The action of dropping a paper tissue is a deliberate placement onto a surface, which fits the criteria for 'Object Transfer'.",7,r002,drops paper tissue,3,no,,no,0,0,0.0,Gold,,
356661f5-767b-495d-95c7-03dcc46f85c6,3723.53924,#C C steps out of the car,Mechanical Repair,Locomotion,"Body moving through space (stepping out of a car), high body acceleration.",7,r002,steps out of car,9,no,,no,0,0,0.0,Gold,,
38ead8a1-4d57-4bfb-b7dc-a9785b22f93a,594.4197842879968,#C C eats chocolate,Cleaning,Stationary,"Low body/hand motion, implies eating which is generally a stationary activity.",7,r002,eats chocolate,4,no,,no,0,0,0.0,Gold,,
38ead8a1-4d57-4bfb-b7dc-a9785b22f93a,716.1947742879968,#C C puts chocolate on the table,Cleaning,Object Transfer,Logistics step of moving an object (chocolate) to a location (table).,7,r002,puts chocolate on table,4,no,,no,0,0,0.0,Gold,,
38ead8a1-4d57-4bfb-b7dc-a9785b22f93a,1198.34006762133,#C C puts container in the sink,Cleaning,Object Transfer,Logistics step involving picking up and placing an object.,7,r002,puts container in sink,4,no,,no,0,0,0.0,Gold,,
3b609b23-f91d-43da-9918-ce928181f53f,10.9131,#C C rubs the brush in his right hand over the wooden surface,Mechanical Repair,Task Operation,Core task involving high hand activity.,7,r002,rubs brush in his right hand over wooden surface,8,no,,no,0,0,0.0,Gold,,
3b609b23-f91d-43da-9918-ce928181f53f,103.66403,#C C rubs the brush over the wooden surface with his right hand,Mechanical Repair,Task Operation,"High hand activity, core manual task.",7,r002,rubs brush over wooden surface with his right hand,4,no,,no,0,0,0.0,Gold,,
3b609b23-f91d-43da-9918-ce928181f53f,150.84195,#C C adjusts his left hand on the wooden frame,Mechanical Repair,Stationary,"The action involves a minor adjustment with the hand, indicating a low level of movement.",7,r002,adjusts his left hand on wooden frame,4,yes,watchlist_verb,yes,0,0,0.0,Gold,,
3d3d831b-34de-4d87-8155-f97a8b84b686,0.0070286,#C C irons handkerchief,Cleaning,Task Operation,Core manual task involving high hand activity.,7,r002,irons handkerchief,4,no,,no,0,0,0.0,Gold,,
3d3d831b-34de-4d87-8155-f97a8b84b686,205.2604986,#C C hangs clothe,Cleaning,Object Transfer,Logistics step of placing an object in a specific location.,7,r002,hangs clothe,20,no,,no,0,0,0.0,Gold,,
3d3d831b-34de-4d87-8155-f97a8b84b686,308.61837050599644,#C C adjusts the clothe on the ironing table,Cleaning,Task Operation,Adjusting the cloth is a core task involving high hand activity.,7,r002,adjusts clothe on ironing table,3,yes,watchlist_verb,yes,0,0,0.0,Gold,,
3d3d831b-34de-4d87-8155-f97a8b84b686,825.6120981371798,#C C irons the trouser,Cleaning,Task Operation,Core manual task involving repetitive hand movements.,7,r002,irons trouser,11,no,,no,0,0,0.0,Gold,,
3d3d831b-34de-4d87-8155-f97a8b84b686,1168.0325922621091,#C C picks cloth from the cloth line,Cleaning,Object Transfer,Logistics step involving picking up an object.,7,r002,picks cloth from cloth line,3,no,,no,0,0,0.0,Gold,,
40eeac41-9ec3-4960-b0b3-77074a6ad5b3,10.26688,#C C moves both hands,Carpentry,Task Operation,"Core task, high hand activity.",7,r002,moves both hands,28,yes,watchlist_verb,yes,1,2,0.5,Gold,,
40eeac41-9ec3-4960-b0b3-77074a6ad5b3,10.99319,#C C picks the roller brush,Carpentry,Object Transfer,Logistics step of picking up an object.,7,r002,picks roller brush,7,no,,no,0,0,0.0,Gold,,
40eeac41-9ec3-4960-b0b3-77074a6ad5b3,12.88836,#O man Z walks around,Carpentry,Locomotion,"Body moving through space, indicative of walking.",7,r002,man z walks around,8,no,,no,0,0,0.0,Gold,,
40eeac41-9ec3-4960-b0b3-77074a6ad5b3,14.75132,#C C places the bucket down,Carpentry,Object Transfer,Logistics step involving placing an object.,7,r002,places bucket down,11,no,,no,0,0,0.0,Gold,,
40eeac41-9ec3-4960-b0b3-77074a6ad5b3,15.34997,#C C lifts the roller brush,Carpentry,Locomotion,Body movement through space to lift the roller brush.,7,r002,lifts roller brush,29,yes,historical_bad,no,2,2,1.0,Gold,,
40eeac41-9ec3-4960-b0b3-77074a6ad5b3,44.42959,#C C looks at the paint brush,Carpentry,Search,"Visual search or monitoring (looking at the paint brush), hands mostly still.",7,r002,looks at paint brush,3,no,,no,0,0,0.0,Gold,,
40eeac41-9ec3-4960-b0b3-77074a6ad5b3,107.63246,#C C lifts the bucket,Carpentry,Locomotion,"Movement of the body through space, likely involves lifting which can be associated with a change in body position or movement.",7,r002,lifts bucket,14,no,,no,0,0,0.0,Gold,,
40eeac41-9ec3-4960-b0b3-77074a6ad5b3,110.91417,#C C moves the roller brush,Carpentry,Locomotion,"Movement through space, likely involves body motion.",7,r002,moves roller brush,8,yes,watchlist_verb,yes,1,4,0.25,Gold,,Task Operation
40eeac41-9ec3-4960-b0b3-77074a6ad5b3,145.07659,#C C touches the wood,Carpentry,Stationary,"Low body/hand motion, likely inspection or observation.",7,r002,touches wood,6,yes,watchlist_verb,yes,0,0,0.0,Gold,,
40eeac41-9ec3-4960-b0b3-77074a6ad5b3,148.19982,#C C dips the roller brush on the paint,Carpentry,Task Operation,"Core task involving manual dexterity with the hand, high hand activity.",7,r002,dips roller brush on paint,7,no,,no,0,0,0.0,Gold,,
40eeac41-9ec3-4960-b0b3-77074a6ad5b3,180.49135,#C C places the roller brush on the bucket,Carpentry,Object Transfer,Logistics step involving placing an object.,7,r002,places roller brush on bucket,5,no,,no,0,0,0.0,Gold,,
40eeac41-9ec3-4960-b0b3-77074a6ad5b3,207.45254,#O man Z makes a step,Carpentry,Locomotion,"Body moving through space, likely involves stepping or moving to a new location.",7,r002,man z makes step,4,no,,no,0,0,0.0,Gold,,
40eeac41-9ec3-4960-b0b3-77074a6ad5b3,243.16907,#C C touches the wood with the left hand,Carpentry,Stationary,"Low body/hand motion, indicative of a pause or inspection.",7,r002,touches wood with left hand,3,yes,watchlist_verb,yes,0,0,0.0,Gold,,
40eeac41-9ec3-4960-b0b3-77074a6ad5b3,302.43563,#C C holds the floor,Carpentry,Stationary,"Low body/hand motion, indicating a stable position.",7,r002,holds floor,3,yes,watchlist_verb,yes,0,0,0.0,Gold,,
40eeac41-9ec3-4960-b0b3-77074a6ad5b3,552.8138546666668,#C C shakes the left hand,Carpentry,Stationary,"Low body/hand motion, shaking hand is not a continuous motion but a brief action.",7,r002,shakes left hand,5,no,,no,0,0,0.0,Gold,,
40eeac41-9ec3-4960-b0b3-77074a6ad5b3,610.0077866666667,#C C takes the bucket,Carpentry,Object Transfer,"Logistics/Setup step, picking up the bucket.",7,r002,takes bucket,9,no,,no,0,0,0.0,Gold,,
40eeac41-9ec3-4960-b0b3-77074a6ad5b3,722.1502566666667,#O man Y paints the wall,Carpentry,Task Operation,Core task involving high hand activity for painting.,7,r002,man y paints wall,3,no,,no,0,0,0.0,Gold,,
40eeac41-9ec3-4960-b0b3-77074a6ad5b3,903.8450366666666,#C C holds the ladder,Carpentry,Stationary,"Low body/hand motion, holding in place.",7,r002,holds ladder,15,yes,watchlist_verb,yes,0,0,0.0,Gold,,
40eeac41-9ec3-4960-b0b3-77074a6ad5b3,904.7576466666668,#C C pushes the ladder,Carpentry,Locomotion,"Body moving through space (pushing a ladder), high body acceleration.",7,r002,pushes ladder,4,no,,no,1,1,1.0,Gold,,
40eeac41-9ec3-4960-b0b3-77074a6ad5b3,908.8238066666668,#C C moves the brush,Carpentry,Task Operation,"Core manual task, high hand activity.",7,r002,moves brush,4,yes,watchlist_verb,yes,0,0,0.0,Gold,,
40eeac41-9ec3-4960-b0b3-77074a6ad5b3,943.3828066666669,#C C places the paint brush on the bucket,Carpentry,Object Transfer,Logistics step involving placing an object.,7,r002,places paint brush on bucket,3,no,,no,0,0,0.0,Gold,,
40eeac41-9ec3-4960-b0b3-77074a6ad5b3,959.2929766666666,#C C lifts the ladder,Carpentry,Locomotion,"Movement through space, likely involving significant body acceleration.",7,r002,lifts ladder,4,no,,no,0,0,0.0,Gold,,
40eeac41-9ec3-4960-b0b3-77074a6ad5b3,978.4850366666668,#C C dips the paint brush on the paint,Carpentry,Task Operation,Core task involving manual dexterity with the hand.,7,r002,dips paint brush on paint,8,no,,no,0,0,0.0,Gold,,
40eeac41-9ec3-4960-b0b3-77074a6ad5b3,1084.4405413333334,#C C places the ladder down,Carpentry,Object Transfer,Logistics action involving placing an object down.,7,r002,places ladder down,3,no,,no,0,0,0.0,Gold,,
40eeac41-9ec3-4960-b0b3-77074a6ad5b3,1257.8446333333334,#C C touches the socket,Carpentry,Stationary,"Low body/hand motion, likely inspecting the socket.",7,r002,touches socket,4,yes,watchlist_verb,yes,0,0,0.0,Gold,,
40eeac41-9ec3-4960-b0b3-77074a6ad5b3,1316.1672533333333,#C C pulls back the left hand,Carpentry,Task Operation,"Core task involving high hand activity, likely related to a manual operation in carpentry.",7,r002,pulls back left hand,11,no,,no,0,0,0.0,Gold,,
40eeac41-9ec3-4960-b0b3-77074a6ad5b3,1573.1416133333332,#C C pushes the cupboard,Carpentry,Locomotion,"Body moving through space to push the cupboard, likely involves high body acceleration.",7,r002,pushes cupboard,8,no,,no,0,0,0.0,Gold,,
40eeac41-9ec3-4960-b0b3-77074a6ad5b3,1583.6348633333332,#C C holds the cupboard,Carpentry,Stationary,"Low body/hand motion, holding an object without moving.",7,r002,holds cupboard,4,yes,watchlist_verb,yes,0,0,0.0,Gold,,
40eeac41-9ec3-4960-b0b3-77074a6ad5b3,1622.4717879999998,#C C pulls back both hands,Carpentry,Task Operation,Indicates a core manual task involving high hand activity.,7,r002,pulls back both hands,4,no,,no,0,0,0.0,Gold,,
40eeac41-9ec3-4960-b0b3-77074a6ad5b3,1635.10751,#C C lifts the scraper,Carpentry,Locomotion,"Movement through space, likely involves high body acceleration.",7,r002,lifts scraper,4,no,,no,0,0,0.0,Gold,,
40eeac41-9ec3-4960-b0b3-77074a6ad5b3,1635.36436,#C C rubs the floor with a scraper,Carpentry,Task Operation,Core task involving high hand activity.,7,r002,rubs floor with scraper,4,no,,no,0,0,0.0,Gold,,
40eeac41-9ec3-4960-b0b3-77074a6ad5b3,1698.81825,#C C holds the carpet,Carpentry,Stationary,"Low body/hand motion, holding an object without movement.",7,r002,holds carpet,3,yes,watchlist_verb,yes,0,0,0.0,Gold,,
40eeac41-9ec3-4960-b0b3-77074a6ad5b3,1735.48348,#C C picks the ladder,Carpentry,Object Transfer,Logistics step of picking up an object.,7,r002,picks ladder,4,no,,no,0,0,0.0,Gold,,
40eeac41-9ec3-4960-b0b3-77074a6ad5b3,1752.22765,#C C picks a box of #Unsure,Carpentry,Object Transfer,Logistics step involving picking up an object.,7,r002,picks box of,4,no,,no,0,0,0.0,Gold,,
40eeac41-9ec3-4960-b0b3-77074a6ad5b3,1768.57586,#C C picks a cell tape,Carpentry,Object Transfer,Logistics step of picking up an object.,7,r002,picks cell tape,3,no,,no,0,0,0.0,Gold,,
40eeac41-9ec3-4960-b0b3-77074a6ad5b3,1772.61098,#C C picks a paper from the floor,Carpentry,Object Transfer,Logistics step involving picking up an object.,7,r002,picks paper from floor,11,no,,no,0,0,0.0,Gold,,
41e19b91-3be6-4b90-b8dc-24d2551fcbd1,95.7049986,#C C picks stick from the ground,Playing Instrument,Object Transfer,Logistics step of picking up an object.,7,r002,picks stick from ground,19,no,,no,0,0,0.0,Gold,,
41e19b91-3be6-4b90-b8dc-24d2551fcbd1,97.6146586,#C C throws the stick to the dog,Playing Instrument,Object Transfer,The action involves transferring an object (the stick) to the dog.,7,r002,throws stick to dog,13,no,,no,0,0,0.0,Gold,,
41e19b91-3be6-4b90-b8dc-24d2551fcbd1,640.5576421677084,#C C throws the rope,Playing Instrument,Object Transfer,"[CtxFixed] The action of throwing the rope can be considered a form of deliberate placement, as it involves moving the rope to a specific location.",7,r002,throws rope,8,no,,no,0,0,0.0,Gold,,
41e19b91-3be6-4b90-b8dc-24d2551fcbd1,1144.1936816989582,#C C picks the grass from the ground,Playing Instrument,Object Transfer,Logistics step of picking up an object from the ground.,7,r002,picks grass from ground,3,no,,no,0,0,0.0,Gold,,
4bdc80b2-bf82-4a33-a712-fce1775e610a,149.71825859999998,#C C walks into another room.,Gardening,Locomotion,Body moving through space (walking).,7,r002,walks into another room,4,no,,no,0,0,0.0,Gold,,
4bdc80b2-bf82-4a33-a712-fce1775e610a,197.7494886,#C C puts the dead flower plant on the kitchen slab.,Gardening,Object Transfer,Logistics step involving moving an object from one location to another.,7,r002,puts dead flower plant on kitchen slab,4,no,,no,0,0,0.0,Gold,,
4bdc80b2-bf82-4a33-a712-fce1775e610a,227.3096986,#C C cuts dead flower plants.,Gardening,Task Operation,Core task involving high hand activity.,7,r002,cuts dead flower plants,3,no,,no,0,0,0.0,Gold,,
4bdc80b2-bf82-4a33-a712-fce1775e610a,239.9362186,#C C cuts more dead flower plants.,Gardening,Task Operation,"Core task, high hand activity.",7,r002,cuts more dead flower plants,3,no,,no,0,0,0.0,Gold,,
4bdc80b2-bf82-4a33-a712-fce1775e610a,332.2387940455731,#C C prunes flowers,Gardening,Task Operation,Core task involving high hand activity.,7,r002,prunes flowers,3,no,,no,0,0,0.0,Gold,,
4ee4d53c-82d6-4900-b3e9-91ddf911bc5f,1914.4364752666663,#C c looks at the desktop in front of him,Desk Work,Search,"Head movement (visual search), hands mostly still.",7,r002,looks at desktop in front of him,7,no,,no,0,0,0.0,Gold,,
52d248bf-0d93-4418-a767-c4dd3cc2d668,610.7593176213301,#C C walks away from the bicycle,Mechanical Repair,Locomotion,Body moving through space (walking).,7,r002,walks away from bicycle,4,no,,no,0,0,0.0,Gold,,
52d248bf-0d93-4418-a767-c4dd3cc2d668,841.5192376213301,#C C pours more of the content of the bottle on the body of the bicycle.,Mechanical Repair,Task Operation,The action involves a core task with high hand activity (pouring).,7,r002,pours more of content of bottle on body of bicycle,3,no,,no,0,0,0.0,Gold,,
55cf338b-c86b-4f6e-85fd-dc4b722d1967,99.7561696,#C C closes the cabinet with both hands.,Cooking,Object Transfer,"Closing an object, which involves a short burst of hand activity.",7,r002,closes cabinet with both hands,5,yes,watchlist_verb,yes,0,0,0.0,Gold,,
55cf338b-c86b-4f6e-85fd-dc4b722d1967,108.8502196,#C C opens a fridge with his left hand.,Cooking,Object Transfer,Opening a fridge is a logistics step involving short bursts of hand acceleration.,7,r002,opens fridge with his left hand,9,yes,watchlist_verb,yes,0,0,0.0,Gold,,
55cf338b-c86b-4f6e-85fd-dc4b722d1967,376.0094809546634,#C C opens a microwave with his right hand.,Cooking,Object Transfer,Logistics step involving opening a drawer/microwave.,7,r002,opens microwave with his right hand,3,yes,watchlist_verb,yes,0,0,0.0,Gold,,
55cf338b-c86b-4f6e-85fd-dc4b722d1967,446.9332209546634,#C C opens the freezer with his left hand.,Cooking,Object Transfer,Logistics action involving opening a drawer or similar container.,7,r002,opens freezer with his left hand,3,yes,watchlist_verb,yes,0,0,0.0,Gold,,
55cf338b-c86b-4f6e-85fd-dc4b722d1967,877.2327009546634,#C C drops a cup of smoothie on a table with his right hand,Cooking,Object Transfer,Refined via regex fallback,7,r002,drops cup of smoothie on table with his right hand,4,no,,no,0,0,0.0,Gold,,
5613f20a-991f-43c1-9a7d-87632ef6795c,83.06807859999999,#C C picks waste paper,Cleaning,Object Transfer,Logistics step involving picking up an object.,7,r002,picks waste paper,13,no,,no,0,0,0.0,Gold,,
5613f20a-991f-43c1-9a7d-87632ef6795c,712.6248021677084,#C C places a bottle in the dust bin,Cleaning,Object Transfer,Logistics action involving picking up and placing an object.,7,r002,places bottle in dust bin,7,no,,no,0,0,0.0,Gold,,
5613f20a-991f-43c1-9a7d-87632ef6795c,729.5678821677084,#C C drops a bottle in the dust bin,Cleaning,Object Transfer,"[CtxFixed] The action of dropping a bottle into the dust bin is a deliberate placement, which fits the definition of 'Object Transfer'.",7,r002,drops bottle in dust bin,5,no,,no,0,0,0.0,Gold,,
