action,batch,corrected_action,dataset_rows_covered_if_validated,global_rank,high_priority_reason,high_priority_review,historical_bad_count,historical_bad_rate,historical_checked_count,narration_text,normalized_narration_stage2,reasoning,round,scenario,secondary_action,timestamp_sec,verdict,video_uid,watchlist_hit
Object Transfer,2,,3,10027,,no,0,0.0,0,#C C drops the sawing machine on the metal workbench with his right hand,drops sawing machine on metal workbench with his right hand,"[CtxFixed] The action of dropping the sawing machine onto the metal workbench appears to be a deliberate placement rather than an error or correction. This is consistent with the previous action of picking up the sawing machine, indicating a purposeful movement of the object.",r002,Carpentry,,175.39597,Gold,7f53fc56-d792-483c-9243-71796f4a47e5,no
Stationary,2,,5,5774,,no,0,0.0,0,#C C wears the glasses,wears glasses,Putting on glasses is a quick action with minimal body motion.,r002,Carpentry,,216.44479,Gold,7f53fc56-d792-483c-9243-71796f4a47e5,no
Task Operation,2,,21,331,,no,0,0.0,0,#C C cuts the wood with the sawing machine,cuts wood with sawing machine,Core task involving high hand activity.,r002,Carpentry,,229.34978,Gold,7f53fc56-d792-483c-9243-71796f4a47e5,no
Task Operation,2,Object Transfer,3,8617,watchlist_verb,yes,0,0.0,0,#C C adjusts the metal workbench with his right hand,adjusts metal workbench with his right hand,Core manual task involving high hand activity.,r002,Carpentry,,279.7042,Bad,7f53fc56-d792-483c-9243-71796f4a47e5,yes
Object Transfer,2,,3,9198,watchlist_verb,yes,0,0.0,0,#C C moves the wood on the metal workbench with his left hand,moves wood on metal workbench with his left hand,Moving an object (wood) from one location to another.,r002,Carpentry,,280.34229,Gold,7f53fc56-d792-483c-9243-71796f4a47e5,yes
Object Transfer,2,,3,9197,watchlist_verb,yes,0,0.0,0,#C C moves the wood on the metal work bench with his hands,moves wood on metal work bench with his hands,Movement of an object (wood) from one location to another.,r002,Carpentry,,386.38567,Gold,7f53fc56-d792-483c-9243-71796f4a47e5,yes
Search,2,Task Operation,5,4832,,no,0,0.0,0,#C C measures the wood with the tape measure,measures wood with tape measure,Visual search or monitoring to check measurements.,r002,Carpentry,,613.6946366666666,Bad,7f53fc56-d792-483c-9243-71796f4a47e5,no
Stationary,2,,3,11720,,no,0,0.0,0,#C C places his right hand on the wood,places his right hand on wood,"Low body/hand motion, preparatory action.",r002,Carpentry,,821.5955766666666,Gold,7f53fc56-d792-483c-9243-71796f4a47e5,no
Task Operation,2,Object Transfer,7,2788,,no,0,0.0,0,# C c picks clothe,picks clothe,"Core task involving manual manipulation, likely picking up a cleaning cloth.",r002,Cleaning,,0.0070286,Bad,8762cf76-5526-43a2-b825-a0c396494c87,no
Stationary,2,Task Operation,41,97,,no,0,0.0,0,# C c folds the clothe,folds clothe,"Low body/hand motion, likely involves holding the cloth and folding it without much movement.",r002,Cleaning,,112.0449286,Bad,8762cf76-5526-43a2-b825-a0c396494c87,no
Stationary,2,Object Transfer,3,11131,,no,0,0.0,0,# C c picks clothe,picks clothe,The action of picking up a cloth is a setup/logistics step with minimal movement.,r002,Cleaning,,272.0683386,Bad,8762cf76-5526-43a2-b825-a0c396494c87,no
Object Transfer,2,,7,2912,,no,0,0.0,0,#C c puts chess piece aside,puts chess piece aside,Logistics step (putting aside an object).,r002,Playing Instrument,,78.4388986,Gold,8773a5e9-c3fd-4777-815b-572b08ce3abe,no
Object Transfer,2,,3,11638,,no,0,0.0,0,#C c places chess piece aside,places chess piece aside,Logistics step of placing an object aside.,r002,Playing Instrument,,366.50070860000005,Gold,8773a5e9-c3fd-4777-815b-572b08ce3abe,no
Object Transfer,2,,3,10948,,no,0,0.0,0,#X person o picks chess piece on the chess chart,person o picks chess piece on chess chart,"The action involves picking up an object, which is a logistics step.",r002,Playing Instrument,,628.5900993320909,Gold,8773a5e9-c3fd-4777-815b-572b08ce3abe,no
Object Transfer,2,,5,4321,watchlist_verb,yes,0,0.0,0,#O moves a uniform game piece,moves uniform game piece,"The action involves moving a game piece, which is a logistics or setup step.",r002,Playing Instrument,,889.074447613672,Gold,8773a5e9-c3fd-4777-815b-572b08ce3abe,yes
Object Transfer,2,,3,11639,,no,0,0.0,0,#C c places chess piece on the chart,places chess piece on chart,"The action involves placing a chess piece, which is a logistics step.",r002,Playing Instrument,,1486.4515558175667,Gold,8773a5e9-c3fd-4777-815b-572b08ce3abe,no
Stationary,2,,4,6192,watchlist_verb,yes,0,0.0,0,#C C touches the camera with her right hand,touches camera with her right hand,"Low body/hand motion, touch implies a pause or inspection.",r002,Mechanical Repair,,49.22341,Gold,8922d2ba-9a4e-415e-9717-b9a085c153c7,yes
Task Operation,2,Object Transfer,4,7586,,no,0,0.0,0,# C c puts cable,puts cable,"Core task, likely involves high hand activity.",r002,Carpentry,,0.0,Bad,8a4defe3-aae4-4c56-8b55-21fc618ad508,no
Locomotion,2,,4,8212,,no,0,0.0,0,#C C stretches down,stretches down,"Body movement through space, likely involving a stretch which indicates physical movement.",r002,Desk Work,,301.94316,Gold,93a5f8cb-d7eb-4e5a-9913-77ef1487ce61,no
Stationary,2,,3,9350,watchlist_verb,yes,0,0.0,0,#C C touches the foot,touches foot,"Low body/hand motion, likely a minor touch with the foot.",r002,Desk Work,,658.19188,Gold,93a5f8cb-d7eb-4e5a-9913-77ef1487ce61,yes
Stationary,2,,4,8214,,no,0,0.0,0,#C C stretches his right arm,stretches his right arm,"The action involves a stretch, which is a low-energy movement while generally remaining in one place.",r002,Desk Work,,1575.075102666667,Gold,93a5f8cb-d7eb-4e5a-9913-77ef1487ce61,no
Stationary,2,,3,9366,watchlist_verb,yes,0,0.0,0,#C C touches the left foot,touches left foot,"Low body/hand motion, touching a body part while likely seated.",r002,Desk Work,,1935.2449466666667,Gold,93a5f8cb-d7eb-4e5a-9913-77ef1487ce61,yes
Object Transfer,2,,6,3913,,no,0,0.0,0,#c c removes the bag,removes bag,Logistics step involving picking up and moving the bag.,r002,Desk Work,,4482.52937,Gold,93a5f8cb-d7eb-4e5a-9913-77ef1487ce61,no
Stationary,2,,11,1141,,no,0,0.0,0,# C C eats nodules,eats nodules,"Low body/hand motion, eating is generally a low-energy activity.",r002,Cooking,,2507.7362442879967,Gold,94e8fb8f-ecf5-409c-940b-a5c966ea2837,no
Locomotion,2,,14,769,,no,0,0.0,0,#C C steps down,steps down,"Body movement through space (step down), high body acceleration.",r002,Mechanical Repair,,33.0921496,Gold,96e3caaa-e563-4c28-b123-021db8fd26b1,no
Task Operation,2,,3,9655,,no,0,0.0,0,#C C cleans sandpaper with both hands,cleans sandpaper with both hands,Core manual task involving high hand activity.,r002,Mechanical Repair,,68.6712596,Gold,96e3caaa-e563-4c28-b123-021db8fd26b1,no
Task Operation,2,,12,967,,no,0,0.0,0,#C C folds sandpaper,folds sandpaper,Core task involving manual dexterity with hands.,r002,Mechanical Repair,,108.7849496,Gold,96e3caaa-e563-4c28-b123-021db8fd26b1,no
Object Transfer,2,,4,7954,,no,0,0.0,0,#C C removes the scraper in her right hand from the wooden rail,removes scraper in her right hand from wooden rail,"The action involves picking up or moving an object, which corresponds to logistics or setup steps.",r002,Mechanical Repair,,287.01550095466337,Gold,96e3caaa-e563-4c28-b123-021db8fd26b1,no
Task Operation,2,,7,3007,,no,0,0.0,0,#C C scrapes the wooden rail with the scraper in her right hand,scrapes wooden rail with scraper in her right hand,Core manual task involving high hand activity.,r002,Mechanical Repair,,287.5480609546634,Gold,96e3caaa-e563-4c28-b123-021db8fd26b1,no
Stationary,2,,6,3198,watchlist_verb,yes,0,0.0,0,#C C holds the scraper in both hands,holds scraper in both hands,"Low body/hand motion, holding an object without movement.",r002,Mechanical Repair,,304.0509909546634,Gold,96e3caaa-e563-4c28-b123-021db8fd26b1,yes
Object Transfer,2,,6,3648,,no,0,0.0,0,#C C picks a measuring tape from the wood cutting machine.,picks measuring tape from wood cutting machine,Logistics step involving picking up an object.,r002,Carpentry,,13.254189599999998,Gold,9940a038-2bb1-4d2d-afeb-81f2798f815f,no
Stationary,2,Object Transfer,4,8216,,no,0,0.0,0,#C C stretches out the measuring tape.,stretches out measuring tape,The action involves minimal body movement and is likely performed while standing still.,r002,Carpentry,,14.5511496,Bad,9940a038-2bb1-4d2d-afeb-81f2798f815f,no
Search,2,Task Operation,3,10817,,no,0,0.0,0,#C C measures the piece of wood with the measuring tape.,measures piece of wood with measuring tape,Visual search or monitoring (using measuring tape).,r002,Carpentry,,21.238809600000003,Bad,9940a038-2bb1-4d2d-afeb-81f2798f815f,no
Stationary,2,Object Transfer,5,5460,,no,0,0.0,0,#C C retracts the measuring tape.,retracts measuring tape,"Minimal motion involved, likely holding the measuring tape still.",r002,Carpentry,,25.4250296,Bad,9940a038-2bb1-4d2d-afeb-81f2798f815f,no
Object Transfer,2,,5,5048,,no,0,0.0,0,#C C picks a tri-square from wood cutting machine.,picks tri square from wood cutting machine,Logistics step involving picking up an object.,r002,Carpentry,,27.2996896,Gold,9940a038-2bb1-4d2d-afeb-81f2798f815f,no
Object Transfer,2,,5,5170,,no,0,0.0,0,#C C places the tri-square on the piece of wood.,places tri square on piece of wood,"The action involves placing an object, which is a logistics step.",r002,Carpentry,,28.7545996,Gold,9940a038-2bb1-4d2d-afeb-81f2798f815f,no
Object Transfer,2,,3,9978,,no,0,0.0,0,#C C drops the paper tag on the floor.,drops paper tag on floor,Refined via regex fallback,r002,Carpentry,,44.1256996,Gold,9940a038-2bb1-4d2d-afeb-81f2798f815f,no
Object Transfer,2,,5,4586,,no,0,0.0,0,#C C drops the pencil on the wood cutting machine.,drops pencil on wood cutting machine,"[CtxFixed] The action of dropping the pencil onto the wood cutting machine is a deliberate placement, which fits the criteria for 'Object Transfer'.",r002,Carpentry,,103.1950796,Gold,9940a038-2bb1-4d2d-afeb-81f2798f815f,no
Object Transfer,2,,4,7064,,no,0,0.0,0,#C C picks a circular saw from the wood cutting machine.,picks circular saw from wood cutting machine,Logistics step of picking up an object.,r002,Carpentry,,132.2312196,Gold,9940a038-2bb1-4d2d-afeb-81f2798f815f,no
Object Transfer,2,,4,7317,,no,0,0.0,0,#C C places the circular saw on the piece of wood.,places circular saw on piece of wood,Logistics step involving placing an object.,r002,Carpentry,,133.9956196,Gold,9940a038-2bb1-4d2d-afeb-81f2798f815f,no
Task Operation,2,,4,8028,,no,0,0.0,0,#C C saws the piece of wood with the circular saw.,saws piece of wood with circular saw,Core manual task involving high hand activity with a tool.,r002,Carpentry,,150.1539796,Gold,9940a038-2bb1-4d2d-afeb-81f2798f815f,no
Object Transfer,2,,4,7907,,no,0,0.0,0,#C C removes the circular saw from the piece of wood.,removes circular saw from piece of wood,"Logistics/Setup step, moving an object (circular saw).",r002,Carpentry,,182.1867696,Gold,9940a038-2bb1-4d2d-afeb-81f2798f815f,no
Object Transfer,2,,4,6453,,no,0,0.0,0,#C C drops the circular saw on the wood cutting machine.,drops circular saw on wood cutting machine,"[CtxFixed] The action describes C dropping the circular saw onto the wood cutting machine, which can be interpreted as a deliberate placement of the circular saw onto the machine.",r002,Carpentry,,183.7356296,Gold,9940a038-2bb1-4d2d-afeb-81f2798f815f,no
Object Transfer,2,,4,7161,,no,0,0.0,0,#C C picks the pencil from the wood cutting machine.,picks pencil from wood cutting machine,"Logistics step, picking up an object.",r002,Carpentry,,256.6972296,Gold,9940a038-2bb1-4d2d-afeb-81f2798f815f,no
Object Transfer,2,,9,1814,,no,0,0.0,0,#C C places down a pliers.,places down pliers,"The action involves placing down an object, which is a logistics step.",r002,Carpentry,,13.4474186,Gold,9c99e9a1-8d61-48f5-8165-9c5215a257fe,no
Task Operation,2,,5,4632,,no,0,0.0,0,#C C fixes a wire on the fuse.,fixes wire on fuse,"[CtxFixed] The current action involves C fixing a wire on the fuse, which is a continuation of performing a necessary task or repair, similar to the previous action of fixing a socket.",r002,Carpentry,,60.6802386,Gold,9c99e9a1-8d61-48f5-8165-9c5215a257fe,no
Stationary,2,Task Operation,3,9446,,no,0,0.0,0,#C C aligns a wire.,aligns wire,Aligning a wire typically involves minimal movement and is a preparatory step.,r002,Carpentry,,80.8861086,Bad,9c99e9a1-8d61-48f5-8165-9c5215a257fe,no
Object Transfer,2,,8,2246,,no,0,0.0,0,#C C places down a screwdriver.,places down screwdriver,"The action involves placing down an object, which is a logistics step.",r002,Carpentry,,127.3711586,Gold,9c99e9a1-8d61-48f5-8165-9c5215a257fe,no
Task Operation,2,,4,6243,,no,0,0.0,0,#C C aligns wires with his hand.,aligns wires with his hand,Core task involving precise hand movements.,r002,Carpentry,,135.3549086,Gold,9c99e9a1-8d61-48f5-8165-9c5215a257fe,no
Task Operation,2,,3,10177,,no,0,0.0,0,#C C fixes a wire on the fuse with his hand.,fixes wire on fuse with his hand,Core manual task involving high hand activity.,r002,Carpentry,,171.7525986,Gold,9c99e9a1-8d61-48f5-8165-9c5215a257fe,no
Task Operation,2,,5,4399,,no,0,0.0,0,#C C aligns wires with his hands.,aligns wires with his hands,Core task involving precise hand movements.,r002,Carpentry,,220.6949686,Gold,9c99e9a1-8d61-48f5-8165-9c5215a257fe,no
Object Transfer,2,,8,1992,watchlist_verb,yes,0,0.0,0,#C C closes the trash can.,closes trash can,"Closing an object, involves picking up and putting down the lid of the trash can.",r002,Cooking,,107.9614286,Gold,9f5b658c-1958-4fa0-b67d-3b365c49b919,yes
Object Transfer,2,,4,7328,,no,0,0.0,0,#C C places the cucumber in the plate,places cucumber in plate,Logistics step involving picking up and placing an object.,r002,Cooking,,178.24141859999995,Gold,9f5b658c-1958-4fa0-b67d-3b365c49b919,no
Object Transfer,2,,4,7369,,no,0,0.0,0,#C C places the onion on the cucumber,places onion on cucumber,Logistics step involving picking up and placing an object.,r002,Cooking,,213.7646086,Gold,9f5b658c-1958-4fa0-b67d-3b365c49b919,no
Object Transfer,2,,10,1453,,no,0,0.0,0,#C C picks red pepper,picks red pepper,Logistics action of picking up an object.,r002,Cooking,,359.80240860000004,Gold,9f5b658c-1958-4fa0-b67d-3b365c49b919,no
Object Transfer,2,,12,915,watchlist_verb,yes,0,0.0,0,#C C closes the kettle,closes kettle,"Closing an object, a logistics step involving short bursts of hand activity.",r002,Cooking,,462.2376786,Gold,9f5b658c-1958-4fa0-b67d-3b365c49b919,yes
Object Transfer,2,,4,6134,watchlist_verb,yes,0,0.0,0,#C C open the drawers,open drawers,Logistics action involving opening drawers.,r002,Cooking,,496.0137386,Gold,9f5b658c-1958-4fa0-b67d-3b365c49b919,yes
Object Transfer,2,,12,961,,no,0,0.0,0,#C C drops cooking stick,drops cooking stick,"[CtxFixed] The action of dropping the cooking stick can be interpreted as a deliberate placement, which fits the 'Object Transfer' category.",r002,Cooking,,551.7317593320909,Gold,9f5b658c-1958-4fa0-b67d-3b365c49b919,no
Object Transfer,2,,33,142,watchlist_verb,yes,0,0.0,0,#C C closes the tin,closes tin,"Closing an object, which involves a short burst of hand activity.",r002,Cooking,,565.2500193320908,Gold,9f5b658c-1958-4fa0-b67d-3b365c49b919,yes
Object Transfer,2,,20,367,,no,0,0.0,0,#C C picks the ingredient,picks ingredient,"Logistics step, picking up an item.",r002,Cooking,,585.6757093320908,Gold,9f5b658c-1958-4fa0-b67d-3b365c49b919,no
Stationary,2,,5,5766,,no,1,1.0,1,#C C watches the food,watches food,"Low body/hand motion, monitoring the food.",r002,Cooking,,717.0889493320908,Gold,9f5b658c-1958-4fa0-b67d-3b365c49b919,no
Stationary,2,,3,9316,watchlist_verb,yes,0,0.0,0,#C C touch #unsure,touch,"Low body/hand motion, touch is a passive action.",r002,Cooking,,869.686747613672,Gold,9f5b658c-1958-4fa0-b67d-3b365c49b919,yes
Object Transfer,2,,6,4040,,no,0,0.0,0,#C C throws in the bin,throws in bin,"[CtxFixed] The action of throwing something into the bin can be considered a form of deliberate placement, as it involves moving an object to a specific location.",r002,Cooking,,1067.694977613672,Gold,9f5b658c-1958-4fa0-b67d-3b365c49b919,no
Object Transfer,2,,4,7295,,no,0,0.0,0,#C C picks the washing brush,picks washing brush,Logistics step involving picking up an object.,r002,Cooking,,1164.434407613672,Gold,9f5b658c-1958-4fa0-b67d-3b365c49b919,no
Object Transfer,2,,13,890,,no,0,0.0,0,#C C serves food in the plate,serves food in plate,Logistics of serving food from a container to a plate.,r002,Cooking,,1346.207657613672,Gold,9f5b658c-1958-4fa0-b67d-3b365c49b919,no
Object Transfer,2,,4,6513,,no,0,0.0,0,#C C drops the pot,drops pot,"[CtxFixed] The action of dropping the pot appears to be a deliberate placement of the object, even though it could be interpreted as a mistake. In the context of the previous actions, it seems like C is moving objects around, so this is classified as Object Transfer.",r002,Cooking,,1568.3076033400544,Gold,9f5b658c-1958-4fa0-b67d-3b365c49b919,no
Object Transfer,2,,4,7670,,no,0,0.0,0,#C C puts food in the pot,puts food in pot,"Logistics step, moving the food to the pot.",r002,Cooking,,1569.5003133400544,Gold,9f5b658c-1958-4fa0-b67d-3b365c49b919,no
Object Transfer,2,,12,1001,,no,0,0.0,0,#C C picks onions,picks onions,Logistics step involving picking up an object.,r002,Cooking,,32.4474486,Gold,a16dde53-8a4d-4246-aab4-9759f0af81f0,no
Object Transfer,2,,3,9971,,no,0,0.0,0,#C C drops onions,drops onions,"[CtxFixed] The action of dropping the onions is interpreted as a deliberate placement of the onions onto a surface, which fits the definition of 'Object Transfer'.",r002,Cooking,,37.5349886,Gold,a16dde53-8a4d-4246-aab4-9759f0af81f0,no
Stationary,2,,16,554,,no,0,0.0,0,#C C converses with a woman Y,converses with woman y,"Low body/hand motion, likely involves speaking.",r002,Cooking,,44.0205686,Gold,a16dde53-8a4d-4246-aab4-9759f0af81f0,no
Object Transfer,2,,5,4556,,no,0,0.0,0,#C C drops the cucumber,drops cucumber,"[CtxFixed] The action of dropping the cucumber is a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'.",r002,Cooking,,45.1264886,Gold,a16dde53-8a4d-4246-aab4-9759f0af81f0,no
Stationary,2,,6,3180,watchlist_verb,yes,0,0.0,0,#C C holds the fridge,holds fridge,"Low body/hand motion, holding position.",r002,Cooking,,49.7213486,Gold,a16dde53-8a4d-4246-aab4-9759f0af81f0,yes
Stationary,2,,4,5973,watchlist_verb,yes,0,0.0,0,#C C holds the package,holds package,"Low body/hand motion, holding position.",r002,Cooking,,54.0752486,Gold,a16dde53-8a4d-4246-aab4-9759f0af81f0,yes
Object Transfer,2,,6,3804,,no,0,0.0,0,#C C puts broccoli in the fridge,puts broccoli in fridge,Logistics step involving picking up and placing an object.,r002,Cooking,,78.27218859999999,Gold,a16dde53-8a4d-4246-aab4-9759f0af81f0,no
Object Transfer,2,,3,9886,,no,0,0.0,0,#C C drops cauliflower leaves in the bin,drops cauliflower leaves in bin,"[CtxFixed] The action of dropping cauliflower leaves into the bin is a deliberate placement, which fits the definition of Object Transfer.",r002,Cooking,,465.9175387026078,Gold,a16dde53-8a4d-4246-aab4-9759f0af81f0,no
Object Transfer,2,,3,11115,,no,0,0.0,0,#C C picks cauliflower leaves,picks cauliflower leaves,Logistics step involving picking up an object.,r002,Cooking,,477.5024787026079,Gold,a16dde53-8a4d-4246-aab4-9759f0af81f0,no
Task Operation,2,,5,5749,,no,0,0.0,0,#C C washes cauliflower,washes cauliflower,Core manual task involving high hand activity.,r002,Cooking,,515.3997487026079,Gold,a16dde53-8a4d-4246-aab4-9759f0af81f0,no
Task Operation,2,,5,5414,,no,0,0.0,0,#C C regulates the tap,regulates tap,"Core task involving manual adjustment, high hand activity.",r002,Cooking,,517.9820787026079,Gold,a16dde53-8a4d-4246-aab4-9759f0af81f0,no
Object Transfer,2,,4,5894,watchlist_verb,yes,0,0.0,0,#C C closes the pan,closes pan,Closing the pan is a logistics step involving a brief burst of hand activity.,r002,Cooking,,561.0758521677084,Gold,a16dde53-8a4d-4246-aab4-9759f0af81f0,yes
Stationary,2,Object Transfer,3,8718,watchlist_verb,yes,0,0.0,0,#C C closes the pot,closes pot,"Minimal motion, mostly hand activity to close the pot.",r002,Cooking,,565.8277221677084,Bad,a16dde53-8a4d-4246-aab4-9759f0af81f0,yes
Task Operation,2,,16,596,,no,0,0.0,0,#OO washes #unsure in the sink,washes in sink,Core manual task involving hand activity.,r002,Cooking,,601.6061021677084,Gold,a16dde53-8a4d-4246-aab4-9759f0af81f0,no
Object Transfer,2,,9,1868,,no,0,0.0,0,#C C puts the plates on the table,puts plates on table,Logistics step of placing objects.,r002,Cooking,,643.3639021677084,Gold,a16dde53-8a4d-4246-aab4-9759f0af81f0,no
Object Transfer,2,,4,6159,watchlist_verb,yes,0,0.0,0,#OO opens the pan,opens pan,Logistics step involving opening an object.,r002,Cooking,,683.5147121677084,Gold,a16dde53-8a4d-4246-aab4-9759f0af81f0,yes
Object Transfer,2,,3,9905,,no,0,0.0,0,#C C drops cooking spoon,drops cooking spoon,"[CtxFixed] The action of dropping the cooking spoon is a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'.",r002,Cooking,,914.1954956981745,Gold,a16dde53-8a4d-4246-aab4-9759f0af81f0,no
Stationary,2,,4,5993,watchlist_verb,yes,0,0.0,0,#C C holds pressure cooker,holds pressure cooker,"Low body/hand motion, holding an object.",r002,Cooking,,917.1013956981744,Gold,a16dde53-8a4d-4246-aab4-9759f0af81f0,yes
Task Operation,2,,8,2382,,no,0,0.0,0,#C C stirs the eggs,stirs eggs,Core task involving high hand activity.,r002,Cooking,,1000.9731156981744,Gold,a16dde53-8a4d-4246-aab4-9759f0af81f0,no
Stationary,2,,6,3389,,no,0,0.0,0,#C C dries hand,dries hand,"Low body/hand motion, likely idle action.",r002,Cooking,,1082.4830190315076,Gold,a16dde53-8a4d-4246-aab4-9759f0af81f0,no
Object Transfer,2,,8,2287,,no,0,0.0,0,#C C Puts down a piece of broccoli on a chopping board,puts down piece of broccoli on chopping board,Logistics step involving the placement of an object.,r002,Cooking,,1098.2734452666666,Gold,a16dde53-8a4d-4246-aab4-9759f0af81f0,no
Object Transfer,2,,3,11489,,no,0,0.0,0,#C C Picks up broccoli from the counter,picks up broccoli from counter,Logistics step involving picking up an object.,r002,Cooking,,1107.7068552666667,Gold,a16dde53-8a4d-4246-aab4-9759f0af81f0,no
Task Operation,2,Object Transfer,4,6119,watchlist_verb,yes,0,0.0,0,#C C Moves pieces of broccoli on a chopping board,moves pieces of broccoli on chopping board,"Core task involving manipulation and movement of pieces, high hand activity.",r002,Cooking,,1113.0798252666666,Bad,a16dde53-8a4d-4246-aab4-9759f0af81f0,yes
Object Transfer,2,,5,5288,,no,0,0.0,0,#C C Puts down a knife on the counter,puts down knife on counter,Logistics/Setup step.,r002,Cooking,,1134.9962552666666,Gold,a16dde53-8a4d-4246-aab4-9759f0af81f0,no
Object Transfer,2,,5,5065,,no,0,0.0,0,#C C Picks up a knife from the counter,picks up knife from counter,Logistics/Setup step involving picking up an object.,r002,Cooking,,1138.1462152666666,Gold,a16dde53-8a4d-4246-aab4-9759f0af81f0,no
Stationary,2,,3,10348,,no,0,0.0,1,#O A lady x interacts with c,lady x interacts with,"The interaction does not specify any distinct motion pattern, implying low energy activity.",r002,Cooking,,1252.6751252666666,Gold,a16dde53-8a4d-4246-aab4-9759f0af81f0,no
Object Transfer,2,,4,7683,,no,0,0.0,0,#C C Puts a grater in a sink,puts grater in sink,"Logistics/Setup step, moving an object from one place to another.",r002,Cooking,,1259.6842552666667,Gold,a16dde53-8a4d-4246-aab4-9759f0af81f0,no
Object Transfer,2,,4,7591,,no,0,0.0,0,#C C Puts a can in a fridge,puts can in fridge,Logistics step involving picking up and placing an object.,r002,Cooking,,1314.0232952666663,Gold,a16dde53-8a4d-4246-aab4-9759f0af81f0,no
Object Transfer,2,,14,736,,no,0,0.0,0,#C C picks a vegetable,picks vegetable,"Logistics step, picking up an object.",r002,Cooking,,1365.8786553125,Gold,a16dde53-8a4d-4246-aab4-9759f0af81f0,no
Object Transfer,2,,3,10212,,no,0,0.0,0,#C C gathers the vegetables,gathers vegetables,Logistics step involving picking up and moving objects.,r002,Cooking,,1384.2628053125,Gold,a16dde53-8a4d-4246-aab4-9759f0af81f0,no
Object Transfer,2,,6,3419,,no,0,0.0,0,#C C drops a lid on the table,drops lid on table,Refined via regex fallback,r002,Cooking,,1399.2418853125,Gold,a16dde53-8a4d-4246-aab4-9759f0af81f0,no
Object Transfer,2,,6,3644,,no,0,0.0,0,#C C picks liquid soap bottle,picks liquid soap bottle,Logistics step involving picking up an object.,r002,Cooking,,1465.5508953125,Gold,a16dde53-8a4d-4246-aab4-9759f0af81f0,no
Stationary,2,,3,9824,,no,0,0.0,0,#C C dries hands with the hand towel,dries hands with hand towel,"Low body/hand motion, primarily hand movement.",r002,Cooking,,1501.2877153124998,Gold,a16dde53-8a4d-4246-aab4-9759f0af81f0,no
Stationary,2,Object Transfer,13,826,,no,0,0.0,0,#C C hangs the towel,hangs towel,"The action involves hanging a towel, which is a brief motion and mostly stationary.",r002,Cooking,,1504.5507553125,Bad,a16dde53-8a4d-4246-aab4-9759f0af81f0,no
Task Operation,2,,3,9709,,no,0,0.0,0,#O cooks vegetables in the cooking pan,cooks vegetables in cooking pan,Core task involving manual manipulation and interaction with the vegetables and cooking pan.,r002,Cooking,,1512.2173553125,Gold,a16dde53-8a4d-4246-aab4-9759f0af81f0,no
Stationary,2,,3,8791,watchlist_verb,yes,0,0.0,0,#C C holds an egg,holds egg,"Low body/hand motion, holding an object.",r002,Cooking,,1595.1122553125,Gold,a16dde53-8a4d-4246-aab4-9759f0af81f0,yes
Object Transfer,2,,3,11684,,no,0,0.0,0,#C C places egg in the bowl,places egg in bowl,Logistics step involving the placement of an object.,r002,Cooking,,1610.1341253125,Gold,a16dde53-8a4d-4246-aab4-9759f0af81f0,no
Stationary,2,Object Transfer,39,104,,no,1,1.0,1,#C C covers a cooking pot,covers cooking pot,The action involves a simple cover operation which likely involves minimal movement.,r002,Cooking,,1623.2100653125,Bad,a16dde53-8a4d-4246-aab4-9759f0af81f0,no
Task Operation,2,,5,4495,,no,0,0.0,0,#C C cuts the egg,cuts egg,"Core task, high hand activity.",r002,Cooking,,1631.3855953124998,Gold,a16dde53-8a4d-4246-aab4-9759f0af81f0,no
Task Operation,2,Object Transfer,3,9816,,no,0,0.0,0,#C C drags an egg on the chopping mat,drags egg on chopping mat,Core task involving high hand activity.,r002,Cooking,,1635.1446653125,Bad,a16dde53-8a4d-4246-aab4-9759f0af81f0,no
Object Transfer,2,Task Operation,6,3592,,no,0,0.0,0,#O person X serves the food on the plate,person x serves food on plate,Logistics step involving the transfer of food to a plate.,r002,Cooking,,1642.9181253124998,Bad,a16dde53-8a4d-4246-aab4-9759f0af81f0,no
Search,2,,3,10438,,no,0,0.0,0,#C C looks around the countertop,looks around countertop,"Visual search or monitoring with head movement, hands mostly still.",r002,Cooking,,1644.0286653125,Gold,a16dde53-8a4d-4246-aab4-9759f0af81f0,no
Stationary,2,,11,1284,,no,0,0.0,0,#C C stretches the right hand,stretches right hand,"Low body/hand motion, stretching is a static action.",r002,Cooking,,1710.2977353125,Gold,a16dde53-8a4d-4246-aab4-9759f0af81f0,no
Object Transfer,2,,3,11767,,no,0,0.0,0,#C C places a piece of egg on the plate,places piece of egg on plate,Logistics action of placing an object.,r002,Cooking,,1728.4830253125,Gold,a16dde53-8a4d-4246-aab4-9759f0af81f0,no
Stationary,2,,72,35,,no,0,0.0,0,#C C stretches the hand,stretches hand,"Low body/hand motion, likely a small gesture or stretch.",r002,Cooking,,1736.0505253125,Gold,a16dde53-8a4d-4246-aab4-9759f0af81f0,no
Stationary,2,,5,4236,watchlist_verb,yes,0,0.0,0,#C C holds the spoon with the right hand,holds spoon with right hand,"Low body/hand motion, holding an object without movement.",r002,Cooking,,1739.7890453125,Gold,a16dde53-8a4d-4246-aab4-9759f0af81f0,yes
